source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	dorothea_level
P10070	Q92583	GLI2	CCL17	True	True	False	True	True	False	D
P10070	P06493	GLI2	CDK1	True	True	False	True	True	False	D
P10070	P24385	GLI2	CCND1	True	True	False	True	True	False	A
P10070	Q16589	GLI2	CCNG2	True	False	True	True	False	True	D
P10070	O75419	GLI2	CDC45	True	True	False	True	True	False	D
P10070	O00311	GLI2	CDC7	True	True	False	True	True	False	D
P10070	P38936	GLI2	CDKN1A	True	False	True	True	False	True	D
P10070	P40199	GLI2	CEACAM6	True	False	True	True	False	True	D
P10070	Q14002	GLI2	CEACAM7	True	False	True	True	False	True	D
P10070	O15519	GLI2	CFLAR	True	True	False	True	True	False	D
P10070	P61024	GLI2	CKS1B	True	True	False	True	True	False	D
P10070	Q92478	GLI2	CLEC2B	True	False	True	True	False	True	D
P10070	P49759	GLI2	CLK1	True	False	True	True	False	True	D
P10070	P49760	GLI2	CLK2	True	True	False	True	True	False	D
P10070	Q02246	GLI2	CNTN2	True	True	False	True	True	False	D
P10070	P05997	GLI2	COL5A2	True	True	False	True	True	False	A
P10070	Q6PD62	GLI2	CTR9	True	False	True	True	False	True	D
P10070	P07711	GLI2	CTSL	True	True	False	True	True	False	D
P10070	O60479	GLI2	DLX3	True	False	True	True	False	True	D
P10070	P56178	GLI2	DLX5	True	False	True	True	False	True	D
P10070	Q03001	GLI2	DST	True	False	True	True	False	True	D
P10070	Q01094	GLI2	E2F1	True	True	False	True	True	False	D
P10070	P05305	GLI2	EDN1	True	True	False	True	True	False	D
P10070	Q12805	GLI2	EFEMP1	True	False	True	True	False	True	A
P10070	P20827	GLI2	EFNA1	True	False	True	True	False	True	D
P10070	P00533	GLI2	EGFR	True	False	True	True	False	True	D
P10070	P39748	GLI2	FEN1	True	True	False	True	True	False	D
P10070	Q92913	GLI2	FGF13	True	True	False	True	True	False	A
P10070	O60353	GLI2	FZD6	True	False	True	True	False	True	D
P10070	P01903	GLI2	HLA-DRA	True	False	True	True	False	True	D
P10070	P13747	GLI2	HLA-E	True	False	True	True	False	True	D
P10070	P15428	GLI2	HPGD	True	False	True	True	False	True	D
P10070	P34932	GLI2	HSPA4	True	True	False	True	True	False	D
P10070	P13164	GLI2	IFITM1	True	False	True	True	False	True	D
P10070	P15260	GLI2	IFNGR1	True	False	True	True	False	True	A
P10070	P17936	GLI2	IGFBP3	True	False	True	True	False	True	D
P10070	P35225	GLI2	IL13	True	False	True	True	False	True	D
P10070	P27930	GLI2	IL1R2	True	True	False	True	True	False	D
P10070	P05231	GLI2	IL6	True	True	True	True	False	True	D
P10070	Q12906	GLI2	ILF3	True	True	False	True	True	False	D
P10070	Q00978	GLI2	IRF9	True	False	True	True	False	True	D
P10070	P23229	GLI2	ITGA6	True	False	True	True	False	True	D
P10070	P05556	GLI2	ITGB1	True	True	False	True	True	False	D
P10070	P78504	GLI2	JAG1	True	False	True	True	False	True	D
P10070	P17275	GLI2	JUNB	True	False	True	True	False	True	D
P10070	Q13751	GLI2	LAMB3	True	False	True	True	False	True	D
P10070	P51884	GLI2	LUM	True	False	True	True	False	True	A
P10070	Q13257	GLI2	MAD2L1	True	True	False	True	True	False	D
P10070	Q9Y6R4	GLI2	MAP3K4	True	False	True	True	False	True	D
P10070	Q16659	GLI2	MAPK6	True	False	True	True	False	True	D
P10070	P56270	GLI2	MAZ	True	False	True	True	False	True	D
P10070	P50221	GLI2	MEOX1	True	True	False	True	True	False	D
P10070	P09238	GLI2	MMP10	True	False	True	True	False	True	D
P10070	P45452	GLI2	MMP13	True	False	True	True	False	True	D
P10070	P08253	GLI2	MMP2	True	True	False	True	True	False	D
P10070	P35548	GLI2	MSX2	True	False	True	True	False	True	D
P10070	P01106	GLI2	MYC	True	True	True	True	True	False	D
P10070	P49146	GLI2	NPY2R	True	False	True	True	False	True	D
P10070	P12004	GLI2	PCNA	True	True	False	True	True	False	A
P10070	P19957	GLI2	PI3	True	False	True	True	False	True	D
P10070	P62140	GLI2	PPP1CB	True	True	False	True	True	False	D
P10070	P17612	GLI2	PRKACA	True	False	True	True	False	True	D
P10070	P60484	GLI2	PTEN	True	False	True	True	False	True	D
P10070	Q9UHV5	GLI2	RAPGEFL1	True	False	True	True	False	True	D
P10070	Q15669	GLI2	RHOH	True	False	True	True	False	True	D
P10070	P12724	GLI2	RNASE3	True	False	True	True	False	True	D
P10070	P51449	GLI2	RORC	True	False	True	True	False	True	D
P10070	P05120	GLI2	SERPINB2	True	True	False	True	True	False	D
P10070	Q8N0X7	GLI2	SPART	True	True	False	True	True	False	D
P10070	P35326	GLI2	SPRR2A	True	False	True	True	False	True	D
P10070	Q9HCH5	GLI2	SYTL2	True	False	True	True	False	True	D
P10070	P28347	GLI2	TEAD1	True	True	False	True	True	False	D
P10070	P01135	GLI2	TGFA	True	True	False	True	True	False	D
P10070	Q15582	GLI2	TGFBI	True	True	False	True	True	False	D
P10070	P35625	GLI2	TIMP3	True	False	True	True	False	True	D
P10070	P24821	GLI2	TNC	True	True	False	True	True	False	D
P10070	P50616	GLI2	TOB1	True	False	True	True	False	True	D
P10070	Q16739	GLI2	UGCG	True	False	True	True	False	True	A
P10070	P22309	GLI2	UGT1A1	True	False	True	True	False	True	D
P10070	Q9UKW4	GLI2	VAV3	True	False	True	True	False	True	D
P10070	P11473	GLI2	VDR	True	False	True	True	False	True	D
P10070	P32241	GLI2	VIPR1	True	False	True	True	False	True	D
P10070	O60293	GLI2	ZFC3H1	True	False	True	True	False	True	D
P55055	Q9H222	NR1H2	ABCG5	True	True	False	True	True	False	D
P55055	Q9H221	NR1H2	ABCG8	True	True	False	True	True	False	D
P55055	O14503	NR1H2	BHLHE40	True	True	False	True	True	False	A
P55055	P16671	NR1H2	CD36	True	True	False	True	True	False	D
P55055	P09467	NR1H2	FBP1	True	False	True	True	False	True	D
P55055	P35575	NR1H2	G6PC1	True	False	True	True	False	True	D
P55055	Q16822	NR1H2	PCK2	True	False	True	True	False	True	D
Q13133	Q9H221	NR1H3	ABCG8	True	True	False	True	True	False	D
Q13133	P09467	NR1H3	FBP1	True	False	True	True	False	True	D
Q13133	Q16822	NR1H3	PCK2	True	False	True	True	False	True	D
Q02447	P35251	SP3	RFC1	True	True	False	True	True	False	D
Q02447	P30307	SP3	CDC25C	True	True	False	True	True	False	D
Q02447	O43174	SP3	CYP26A1	True	True	False	True	True	False	D
Q02447	P00742	SP3	F10	True	True	False	True	True	False	D
Q02447	P14061	SP3	HSD17B1	True	True	False	True	True	False	A
Q02447	P09341	SP3	CXCL1	True	False	True	True	False	True	D
Q02447	Q9UQ84	SP3	EXO1	True	True	False	True	True	False	D
Q02447	P29460	SP3	IL12B	True	True	False	True	True	False	D
Q02447	P01137	SP3	TGFB1	True	True	False	True	True	False	D
Q12772	Q9NR19	SREBF2	ACSS2	True	True	False	True	True	False	C
Q12772	P11597	SREBF2	CETP	True	True	False	True	True	False	D
Q12772	P78329	SREBF2	CYP4F2	True	True	False	True	True	False	D
Q12772	Q15125	SREBF2	EBP	True	True	False	True	True	False	A
Q12772	P49327	SREBF2	FASN	True	True	False	True	True	False	B
Q12772	O15503	SREBF2	INSIG1	True	True	False	True	True	False	A
Q12772	Q99447	SREBF2	PCYT2	True	True	False	True	True	False	A
Q12772	P35354	SREBF2	PTGS2	True	True	False	True	True	False	D
P36956	Q12772	SREBF1	SREBF2	True	True	True	True	False	True	C
Q12772	P36956	SREBF2	SREBF1	True	True	False	False	False	False	C
Q12772	Q96DR4	SREBF2	STARD4	True	True	False	True	True	False	A
Q12772	O76062	SREBF2	TM7SF2	True	True	False	True	True	False	D
P49715	Q99758	CEBPA	ABCA3	True	True	False	True	True	False	D
P49715	Q9UI32	CEBPA	GLS2	True	True	False	True	True	False	A
P49715	O00767	CEBPA	SCD	True	True	False	True	True	False	A
P49715	P02647	CEBPA	APOA1	True	True	False	True	True	False	A
P49715	P02656	CEBPA	APOC3	True	True	False	True	True	False	A
P49715	P05089	CEBPA	ARG1	True	True	False	True	True	False	D
P49715	P13501	CEBPA	CCL5	True	True	False	True	True	False	D
P49715	P13569	CEBPA	CFTR	True	True	True	True	False	True	A
P49715	P07476	CEBPA	IVL	True	True	False	True	True	False	D
P49715	P35228	CEBPA	NOS2	True	True	False	True	True	False	D
Q9Y261	Q99758	FOXA2	ABCA3	True	True	False	True	True	False	D
Q92908	Q99758	GATA6	ABCA3	True	True	False	True	True	False	D
P36956	Q9BWD1	SREBF1	ACAT2	True	True	False	True	True	False	D
P36956	Q9NR19	SREBF1	ACSS2	True	True	False	True	True	False	D
P36956	P38936	SREBF1	CDKN1A	True	True	False	True	True	False	D
P36956	P78329	SREBF1	CYP4F2	True	True	False	True	True	False	D
P36956	Q9UNU6	SREBF1	CYP8B1	True	True	False	True	True	False	D
P36956	Q9UBM7	SREBF1	DHCR7	True	True	False	True	True	False	D
P36956	O60427	SREBF1	FADS1	True	True	False	True	True	False	D
P36956	Q01581	SREBF1	HMGCS1	True	True	False	True	True	False	A
P36956	O15503	SREBF1	INSIG1	True	True	False	True	True	False	A
P36956	P55157	SREBF1	MTTP	True	True	True	True	True	False	D
P36956	Q99447	SREBF1	PCYT2	True	True	False	True	True	False	A
P36956	Q92569	SREBF1	PIK3R3	True	True	False	True	True	False	A
P36956	Q14534	SREBF1	SQLE	True	True	False	True	True	False	A
P36956	Q7L0J3	SREBF1	SV2A	True	True	False	True	True	False	D
P17676	P07327	CEBPB	ADH1A	True	True	False	True	True	False	D
P17676	P15907	CEBPB	ST6GAL1	True	True	False	True	True	False	D
P17676	P13501	CEBPB	CCL5	True	True	False	True	True	False	D
P17676	O15553	CEBPB	MEFV	True	True	False	True	True	False	D
P18146	P08588	EGR1	ADRB1	True	False	True	True	False	True	D
Q12778	P45954	FOXO1	ACADSB	True	True	False	True	True	False	D
Q12778	P05187	FOXO1	ALPP	True	True	False	True	True	False	D
Q12778	Q9Y2Q0	FOXO1	ATP8A1	True	True	False	True	True	False	D
Q12778	O60512	FOXO1	B4GALT3	True	False	True	True	False	True	D
Q12778	Q8N8U9	FOXO1	BMPER	True	False	True	True	False	True	D
Q12778	P14635	FOXO1	CCNB1	True	False	True	True	False	True	A
Q12778	O95067	FOXO1	CCNB2	True	False	True	True	False	True	A
Q12778	Q16589	FOXO1	CCNG2	True	True	False	True	True	False	A
Q12778	P06493	FOXO1	CDK1	True	False	True	True	False	True	D
Q12778	P42772	FOXO1	CDKN2B	True	True	False	True	True	False	A
Q12778	P55273	FOXO1	CDKN2D	True	True	False	True	True	False	A
Q12778	Q99967	FOXO1	CITED2	True	True	False	True	True	False	D
Q12778	Q9UFF9	FOXO1	CNOT8	True	True	False	True	True	False	A
Q12778	Q9Y4D1	FOXO1	DAAM1	True	True	False	True	True	False	A
Q12778	P53355	FOXO1	DAPK1	True	True	False	True	True	False	A
Q12778	P07585	FOXO1	DCN	True	True	False	True	True	False	D
Q12778	Q13115	FOXO1	DUSP4	True	False	True	True	False	True	A
Q12778	Q04637	FOXO1	EIF4G1	True	True	False	True	True	False	D
Q12778	P41970	FOXO1	ELK3	True	False	True	True	False	True	C
Q12778	Q9Y4C2	FOXO1	TCAF1	True	True	False	True	True	False	D
Q12778	P35555	FOXO1	FBN1	True	False	True	True	False	True	D
Q12778	P08727	FOXO1	KRT19	True	False	True	True	False	True	D
Q12778	O00292	FOXO1	LEFTY2	True	True	False	True	True	False	D
Q12778	P33992	FOXO1	MCM5	True	False	True	True	False	True	A
Q12778	Q969V6	FOXO1	MRTFA	True	False	True	True	False	True	D
Q12778	P51955	FOXO1	NEK2	True	False	True	True	False	True	D
Q12778	P01303	FOXO1	NPY	True	True	False	True	True	False	D
Q12778	P40424	FOXO1	PBX1	True	False	True	True	False	True	D
Q12778	Q13162	FOXO1	PRDX4	True	False	True	True	False	True	D
Q12778	Q92954	FOXO1	PRG4	True	True	True	True	True	False	D
Q12778	Q9NQS3	FOXO1	NECTIN3	True	True	False	True	True	False	D
Q12778	P54136	FOXO1	RARS1	True	True	False	True	True	False	D
Q12778	P51812	FOXO1	RPS6KA3	True	True	False	True	True	False	A
Q12778	Q8WTV0	FOXO1	SCARB1	True	True	False	True	True	False	D
Q12778	P53985	FOXO1	SLC16A1	True	True	False	True	True	False	D
Q12778	Q13485	FOXO1	SMAD4	True	True	False	True	True	False	D
Q12778	Q15544	FOXO1	TAF11	True	True	False	True	True	False	D
Q12778	P15884	FOXO1	TCF4	True	True	False	True	True	False	D
Q12778	Q04727	FOXO1	TLE4	True	True	False	True	True	False	D
Q12778	Q9BQJ4	FOXO1	TMEM47	True	True	False	True	True	False	A
Q12778	Q9UBV4	FOXO1	WNT16	True	True	False	True	True	False	D
P10242	P19838	MYB	NFKB1	True	False	False	False	False	False	D
Q12778	P56705	FOXO1	WNT4	True	True	False	True	True	False	D
Q16665	Q96BI3	HIF1A	APH1A	True	True	False	True	True	False	A
Q16665	Q9NR61	HIF1A	DLL4	True	True	False	True	True	False	D
Q16665	P21741	HIF1A	MDK	True	True	False	True	True	False	D
Q16665	P17858	HIF1A	PFKL	True	True	False	True	True	False	A
Q16665	O14503	HIF1A	BHLHE40	True	True	True	True	False	True	A
Q16665	Q07654	HIF1A	TFF3	True	True	False	True	True	False	A
P19838	P15121	NFKB1	AKR1B1	True	True	False	True	True	False	D
P19838	P19876	NFKB1	CXCL3	True	True	False	True	True	False	A
P19838	P08670	NFKB1	VIM	True	True	False	True	True	False	A
P19838	P10242	NFKB1	MYB	True	True	False	True	True	False	A
P19838	P25929	NFKB1	NPY1R	True	True	False	True	True	False	D
P19838	P01127	NFKB1	PDGFB	True	True	False	True	True	False	A
Q04206	P15121	RELA	AKR1B1	True	True	False	True	True	False	D
Q04206	P61769	RELA	B2M	True	True	False	True	True	False	D
Q01201	P08183	RELB	ABCB1	True	True	False	True	True	False	A
P08047	P08588	SP1	ADRB1	True	True	False	True	True	False	D
P08047	P30838	SP1	ALDH3A1	True	True	False	True	True	False	D
P08047	P30307	SP1	CDC25C	True	True	False	True	True	False	A
P08047	P13073	SP1	COX4I1	True	True	False	True	True	False	D
P08047	Q16570	SP1	ACKR1	True	True	False	True	True	False	D
P08047	Q92817	SP1	EVPL	True	True	False	True	True	False	D
P08047	P00488	SP1	F13A1	True	True	False	True	True	False	D
P08047	P10109	SP1	FDX1	True	True	False	True	True	False	D
P55317	P08047	FOXA1	SP1	True	False	False	False	False	False	D
P08047	Q9UI32	SP1	GLS2	True	True	False	True	True	False	D
P08047	Q00341	SP1	HDLBP	True	True	False	True	True	False	D
P08047	P0DMV8	SP1	HSPA1A	True	True	False	True	True	False	A
P08047	Q9UKX5	SP1	ITGA11	True	True	False	True	True	False	D
P08047	P26022	SP1	PTX3	True	False	True	True	False	True	D
P08047	P02795	SP1	MT2A	True	True	False	True	True	False	D
P08047	P12004	SP1	PCNA	True	True	False	True	True	False	A
P08047	Q14258	SP1	TRIM25	True	True	False	True	True	False	D
P08047	P11309	SP1	PIM1	True	True	False	True	True	False	A
P08047	P09884	SP1	POLA1	True	True	False	True	True	False	D
P08047	P04070	SP1	PROC	True	True	False	True	True	False	A
P08047	Q13950	SP1	RUNX2	True	True	False	True	True	False	D
P08047	P51170	SP1	SCNN1G	True	True	False	True	True	False	A
P08047	P35326	SP1	SPRR2A	True	True	False	True	True	False	D
P08047	P17542	SP1	TAL1	True	True	False	True	True	False	A
P08047	Q08188	SP1	TGM3	True	False	True	True	False	True	D
P08047	O76062	SP1	TM7SF2	True	True	False	True	True	False	D
P08047	P60174	SP1	TPI1	True	True	False	True	True	False	A
P08047	P13051	SP1	UNG	True	True	False	True	True	False	A
P08047	P68133	SP1	ACTA1	True	True	False	True	True	False	A
P08047	P68032	SP1	ACTC1	True	True	False	True	True	False	A
P08047	Q13485	SP1	SMAD4	True	True	False	True	True	False	A
Q9NQB0	P31749	TCF7L2	AKT1	True	True	False	True	True	False	D
Q9NQB0	Q16671	TCF7L2	AMHR2	True	True	False	True	True	False	D
Q9NQB0	Q8J025	TCF7L2	APCDD1	True	True	False	True	True	False	D
Q9NQB0	Q9Y2T1	TCF7L2	AXIN2	True	True	False	True	True	False	A
Q9NQB0	Q13145	TCF7L2	BAMBI	True	True	False	True	True	False	D
Q9NQB0	Q92843	TCF7L2	BCL2L2	True	True	False	True	True	False	D
Q9NQB0	Q96CA5	TCF7L2	BIRC7	True	True	False	True	True	False	D
Q9NQB0	P17655	TCF7L2	CAPN2	True	True	False	True	True	False	D
Q9NQB0	P13500	TCF7L2	CCL2	True	True	False	True	True	False	D
Q9NQB0	P16070	TCF7L2	CD44	True	True	False	True	True	False	A
Q9NQB0	P29279	TCF7L2	CCN2	True	True	False	True	True	False	D
Q9NQB0	O43174	TCF7L2	CYP26A1	True	True	False	True	True	False	D
Q9NQB0	Q9UIK4	TCF7L2	DAPK2	True	False	True	True	False	True	D
Q9NQB0	O94907	TCF7L2	DKK1	True	True	False	True	True	False	A
Q9NQB0	P05305	TCF7L2	EDN1	True	True	False	True	True	False	D
Q9NQB0	O14682	TCF7L2	ENC1	True	True	False	True	True	False	D
Q00653	Q07817	NFKB2	BCL2L1	True	True	False	True	True	False	A
Q9NQB0	P16422	TCF7L2	EPCAM	True	True	False	True	True	False	D
Q9NQB0	O76093	TCF7L2	FGF18	True	True	False	True	True	False	A
Q9NQB0	P19883	TCF7L2	FST	True	True	False	True	True	False	D
Q9NQB0	P10070	TCF7L2	GLI2	True	True	False	True	True	False	A
Q9NQB0	P24592	TCF7L2	IGFBP6	True	False	True	True	False	True	D
Q9NQB0	P10145	TCF7L2	CXCL8	True	True	False	True	True	False	A
Q9NQB0	P05111	TCF7L2	INHA	True	True	False	True	True	False	D
Q9NQB0	P04264	TCF7L2	KRT1	True	True	False	True	True	False	D
Q9NQB0	Q9UJU2	TCF7L2	LEF1	True	True	False	True	True	False	A
Q9NQB0	P03956	TCF7L2	MMP1	True	True	False	True	True	False	D
Q9NQB0	Q9NRE1	TCF7L2	MMP26	True	True	False	True	True	False	D
Q9NQB0	P09237	TCF7L2	MMP7	True	True	False	True	True	False	A
Q9NQB0	P10244	TCF7L2	MYBL2	True	False	True	True	False	True	D
Q9NQB0	Q6P988	TCF7L2	NOTUM	True	True	False	True	True	False	D
Q9NQB0	P30989	TCF7L2	NTSR1	True	True	False	True	True	False	D
Q9NQB0	O95997	TCF7L2	PTTG1	True	True	False	True	True	False	D
Q9NQB0	Q6BEB4	TCF7L2	SP5	True	True	False	True	True	False	A
Q9NQB0	P84103	TCF7L2	SRSF3	True	True	False	True	True	False	D
Q9NQB0	O15178	TCF7L2	TBXT	True	True	False	True	True	False	D
Q9NQB0	P36402	TCF7L2	TCF7	True	True	False	True	True	False	A
Q9NQB0	O00300	TCF7L2	TNFRSF11B	True	True	False	True	True	False	A
Q9NQB0	P63146	TCF7L2	UBE2B	True	True	False	True	True	False	D
Q9NQB0	P13611	TCF7L2	VCAN	True	True	False	True	True	False	D
Q9NQB0	P08670	TCF7L2	VIM	True	True	True	True	False	True	A
P04637	Q92887	TP53	ABCC2	True	True	False	True	True	False	D
P04637	O15439	TP53	ABCC4	True	True	False	True	True	False	D
P04637	Q14934	TP53	NFATC4	True	False	True	True	False	True	A
P04637	Q9GZU2	TP53	PEG3	True	True	False	True	True	False	A
P04637	Q9Y5J5	TP53	PHLDA3	True	True	False	True	True	False	B
P04637	Q9HB75	TP53	PIDD1	True	True	False	True	True	False	A
P04637	C0HMD6	TP53	PIDD1	True	True	False	True	True	False	A
P04637	P15884	TP53	TCF4	True	False	True	True	False	True	C
P04637	Q96A56	TP53	TP53INP1	True	True	False	True	True	False	A
P04637	Q9Y2B4	TP53	TP53TG5	True	True	False	True	True	False	A
P04637	P17643	TP53	TYRP1	True	True	False	True	True	False	A
P04637	P78423	TP53	CX3CL1	True	True	False	True	True	False	A
P04637	P43146	TP53	DCC	True	True	False	True	True	False	A
P04637	P23921	TP53	RRM1	True	True	True	True	False	True	A
P04637	Q9UHV2	TP53	SERTAD1	True	True	False	True	True	False	A
Q07869	Q9NYP7	PPARA	ELOVL5	True	True	False	True	True	False	D
Q07869	Q9H5J4	PPARA	ELOVL6	True	True	False	True	True	False	D
Q07869	O60427	PPARA	FADS1	True	True	False	True	True	False	D
P01106	Q13155	MYC	AIMP2	True	True	False	True	True	False	A
P01106	Q07021	MYC	C1QBP	True	True	False	True	True	False	D
P01106	P49368	MYC	CCT3	True	True	False	True	True	False	D
P01106	P25685	MYC	DNAJB1	True	True	False	True	True	False	D
P01106	P21127	MYC	CDK11B	True	True	False	True	True	False	D
P01106	P33552	MYC	CKS2	True	True	False	True	True	False	A
P01106	P17844	MYC	DDX5	True	True	False	True	True	False	A
P01106	P28562	MYC	DUSP1	True	False	True	True	False	True	A
P01106	O00716	MYC	E2F3	True	True	False	True	True	False	D
P01106	O14681	MYC	EI24	True	True	False	True	True	False	D
P01106	P55884	MYC	EIF3B	True	True	False	True	True	False	D
P01106	P55010	MYC	EIF5	True	True	False	True	True	False	D
P01106	P07814	MYC	EPRS1	True	True	False	True	True	False	D
P01106	Q02790	MYC	FKBP4	True	True	False	True	True	False	D
P01106	O95479	MYC	H6PD	True	True	False	True	True	False	D
P01106	Q9UII4	MYC	HERC5	True	True	False	True	True	False	A
P01106	P08238	MYC	HSP90AB1	True	True	False	True	True	False	D
P01106	P0DMV8	MYC	HSPA1A	True	True	False	True	True	False	D
P01106	P38646	MYC	HSPA9	True	True	False	True	True	False	A
P01106	Q92598	MYC	HSPH1	True	True	False	True	True	False	D
P01106	Q9NVH2	MYC	INTS7	True	False	True	True	False	True	D
P01106	P11279	MYC	LAMP1	True	False	True	True	False	True	A
P01106	P07195	MYC	LDHB	True	True	False	True	True	False	A
P01106	P50579	MYC	METAP2	True	True	False	True	True	False	D
P01106	P43246	MYC	MSH2	True	True	False	True	True	False	A
P01106	O00567	MYC	NOP56	True	True	False	True	True	False	A
P01106	P61970	MYC	NUTF2	True	True	False	True	True	False	D
P01106	P08237	MYC	PFKM	True	True	False	True	True	False	D
P01106	O75925	MYC	PIAS1	True	True	False	True	True	False	D
P01106	P61218	MYC	POLR2F	True	True	False	True	True	False	D
P23771	Q14865	GATA3	ARID5B	True	False	False	False	False	False	B
P01106	P30405	MYC	PPIF	True	True	False	True	True	False	A
P01106	P26373	MYC	RPL13	True	True	False	True	True	False	A
P01106	P62829	MYC	RPL23	True	True	False	True	True	False	A
P01106	P62910	MYC	RPL32	True	True	False	True	True	False	A
P01106	P46777	MYC	RPL5	True	True	False	True	True	False	D
P01106	Q02878	MYC	RPL6	True	True	False	True	True	False	A
P01106	P32969	MYC	RPL9	True	True	False	True	True	False	D
P01106	P62277	MYC	RPS13	True	True	False	True	True	False	D
P01106	P62244	MYC	RPS15A	True	True	False	True	True	False	A
P01106	P60866	MYC	RPS20	True	True	False	True	True	False	A
P01106	Q9Y230	MYC	RUVBL2	True	True	False	True	True	False	D
P01106	Q8WTV0	MYC	SCARB1	True	True	False	True	True	False	A
P01106	P62318	MYC	SNRPD3	True	True	False	True	True	False	A
P01106	P09493	MYC	TPM1	True	False	True	True	False	True	D
P01106	Q9UPV9	MYC	TRAK1	True	True	False	True	True	False	D
P01106	Q12931	MYC	TRAP1	True	True	False	True	True	False	A
P01106	P30536	MYC	TSPO	True	True	False	True	True	False	D
P01106	B1AH88	MYC	TSPO	True	True	False	True	True	False	D
P01106	P13051	MYC	UNG	True	True	False	True	True	False	D
P01106	P62258	MYC	YWHAE	True	True	False	True	True	False	D
P01106	P54687	MYC	BCAT1	True	True	False	True	True	False	D
P01106	Q9BUL8	MYC	PDCD10	True	True	False	True	True	False	D
P10589	P11310	NR2F1	ACADM	True	False	True	True	False	True	D
P10589	P01019	NR2F1	AGT	True	False	True	True	False	True	A
P10589	P06727	NR2F1	APOA4	True	False	True	True	False	True	D
P10589	P23786	NR2F1	CPT2	True	False	True	True	False	True	D
P10589	P48443	NR2F1	RXRG	True	False	True	True	False	True	D
P10589	P02787	NR2F1	TF	True	False	True	True	False	True	D
P10589	P54868	NR2F1	HMGCS2	True	True	False	True	True	False	D
P20823	P07327	HNF1A	ADH1A	True	True	False	True	True	False	D
P20823	P20711	HNF1A	DDC	True	True	False	True	True	False	C
P20823	Q08830	HNF1A	FGL1	True	True	False	True	True	False	A
P20823	Q9UI32	HNF1A	GLS2	True	True	False	True	True	False	D
P20823	P08519	HNF1A	LPA	True	True	False	True	True	False	D
P20823	P09237	HNF1A	MMP7	True	True	False	True	True	False	D
P20823	O00767	HNF1A	SCD	True	True	False	True	True	False	D
P20823	P15907	HNF1A	ST6GAL1	True	True	False	True	True	False	D
P20823	Q96PC5	HNF1A	MIA2	True	True	False	True	True	False	A
Q06546	P09884	GABPA	POLA1	True	True	False	True	True	False	D
Q06546	P16473	GABPA	TSHR	True	True	False	True	True	False	D
P84022	P09923	SMAD3	ALPI	True	True	False	True	True	False	D
P84022	Q15327	SMAD3	ANKRD1	True	True	False	True	True	False	A
P84022	P02452	SMAD3	COL1A1	True	True	False	True	True	False	A
P84022	P02461	SMAD3	COL3A1	True	True	False	True	True	False	A
P84022	P05997	SMAD3	COL5A2	True	True	False	True	True	False	D
P84022	P01033	SMAD3	TIMP1	True	True	False	True	True	False	A
P84022	P12109	SMAD3	COL6A1	True	True	False	True	True	False	A
P84022	P12110	SMAD3	COL6A2	True	True	False	True	True	False	D
P84022	P12111	SMAD3	COL6A3	True	True	False	True	True	False	A
P84022	O00622	SMAD3	CCN1	True	True	True	True	True	False	D
P84022	P48506	SMAD3	GCLC	True	False	True	True	False	True	D
P84022	Q9Y5J3	SMAD3	HEY1	True	True	False	True	True	False	D
P84022	Q9UKX5	SMAD3	ITGA11	True	True	False	True	True	False	A
P84022	P05556	SMAD3	ITGB1	True	True	False	True	True	False	D
P84022	P08581	SMAD3	MET	True	True	False	True	True	False	A
P84022	P36952	SMAD3	SERPINB5	True	True	False	True	True	False	D
P84022	P35625	SMAD3	TIMP3	True	True	False	True	True	False	D
P84022	O00300	SMAD3	TNFRSF11B	True	True	False	True	True	False	D
P84022	P01282	SMAD3	VIP	True	True	False	True	True	False	D
P43694	P00813	GATA4	ADA	True	True	False	True	True	False	A
P43694	P09923	GATA4	ALPI	True	True	False	True	True	False	D
P52945	P00813	PDX1	ADA	True	True	False	True	True	False	A
P23769	P46531	GATA2	NOTCH1	True	False	False	False	False	False	D
Q9UJU2	Q99965	LEF1	ADAM2	True	False	True	True	False	True	D
Q9UJU2	P05067	LEF1	APP	True	False	True	True	False	True	D
Q9UJU2	P10415	LEF1	BCL2	True	True	False	True	True	False	D
Q9UJU2	P49662	LEF1	CASP4	True	False	True	True	False	True	D
Q9UJU2	P15924	LEF1	DSP	True	False	True	True	False	True	A
Q01094	Q9UJU2	E2F1	LEF1	True	False	False	False	False	False	D
Q9UJU2	Q01094	LEF1	E2F1	True	True	False	True	True	False	D
Q9UJU2	P54753	LEF1	EPHB3	True	True	False	True	True	False	D
Q9UJU2	P05111	LEF1	INHA	True	True	False	True	True	False	D
Q9UJU2	P05556	LEF1	ITGB1	True	False	True	True	False	True	D
Q9UJU2	Q9UHB6	LEF1	LIMA1	True	False	True	True	False	True	D
Q9UJU2	P55197	LEF1	MLLT10	True	True	False	True	True	False	D
Q9UJU2	Q13464	LEF1	ROCK1	True	False	True	True	False	True	D
Q9UJU2	O15178	LEF1	TBXT	True	True	False	True	True	False	A
Q10586	P07327	DBP	ADH1A	True	True	False	True	True	False	D
Q10586	P00325	DBP	ADH1B	True	True	False	True	True	False	D
Q10586	P00326	DBP	ADH1C	True	True	False	True	True	False	D
Q10586	P15907	DBP	ST6GAL1	True	True	False	True	True	False	D
