source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	dorothea_level
Q12778	G2XKQ0	FOXO1	SUMO1P1	True	False	False	False	False	False	D
Q12778	Q8NF91	FOXO1	SYNE1	True	False	False	False	False	False	D
Q12778	Q8WXH0	FOXO1	SYNE2	True	False	False	False	False	False	D
Q12778	O75410	FOXO1	TACC1	True	False	False	False	False	False	C
Q12778	Q92844	FOXO1	TANK	True	False	False	False	False	False	D
Q12778	Q86TI0	FOXO1	TBC1D1	True	False	False	False	False	False	D
Q12778	Q9P2M4	FOXO1	TBC1D14	True	False	False	False	False	False	C
Q12778	O60343	FOXO1	TBC1D4	True	False	False	False	False	False	D
Q12778	O60907	FOXO1	TBL1X	True	False	False	False	False	False	D
Q12778	Q99081	FOXO1	TCF12	True	False	False	False	False	False	D
Q12778	P28347	FOXO1	TEAD1	True	False	False	False	False	False	C
Q12778	Q6N022	FOXO1	TENM4	True	False	False	False	False	False	D
Q12778	Q8IWB9	FOXO1	TEX2	True	False	False	False	False	False	C
Q12778	P01266	FOXO1	TG	True	False	False	False	False	False	D
Q12778	Q03167	FOXO1	TGFBR3	True	False	False	False	False	False	C
Q12778	Q6YHU6	FOXO1	THADA	True	False	False	False	False	False	D
Q12778	Q6ZMP0	FOXO1	THSD4	True	False	False	False	False	False	D
Q12778	Q8IVF5	FOXO1	TIAM2	True	False	False	False	False	False	D
Q12778	Q9UDY2	FOXO1	TJP2	True	False	False	False	False	False	D
Q12778	Q9Y4G6	FOXO1	TLN2	True	False	False	False	False	False	D
Q12778	Q8TDI8	FOXO1	TMC1	True	False	False	False	False	False	D
Q12778	A2VDJ0	FOXO1	TMEM131L	True	False	False	False	False	False	D
Q12778	Q24JQ0	FOXO1	TMEM241	True	False	False	False	False	False	D
Q12778	O95379	FOXO1	TNFAIP8	True	False	False	False	False	False	D
Q12778	Q9UKE5	FOXO1	TNIK	True	False	False	False	False	False	D
Q12778	Q9UPQ9	FOXO1	TNRC6B	True	False	False	False	False	False	D
Q12778	Q9HBL0	FOXO1	TNS1	True	False	False	False	False	False	C
Q12778	Q68CZ2	FOXO1	TNS3	True	False	False	False	False	False	D
Q12778	P55327	FOXO1	TPD52	True	False	False	False	False	False	D
Q12778	Q6ZUI0	FOXO1	TPRG1	True	False	False	False	False	False	D
Q12778	Q96Q05	FOXO1	TRAPPC9	True	False	False	False	False	False	D
Q12778	Q9C040	FOXO1	TRIM2	True	False	False	False	False	False	D
Q12778	O75962	FOXO1	TRIO	True	False	False	False	False	False	D
Q12778	Q9UHF7	FOXO1	TRPS1	True	False	False	False	False	False	D
Q12778	Q96AY4	FOXO1	TTC28	True	False	False	False	False	False	D
Q12778	Q6EMB2	FOXO1	TTLL5	True	False	False	False	False	False	D
Q12778	Q9NRJ4	FOXO1	TULP4	True	False	False	False	False	False	D
Q12778	Q13454	FOXO1	TUSC3	True	False	False	False	False	False	D
Q12778	Q8TF42	FOXO1	UBASH3B	True	False	False	False	False	False	D
Q12778	Q9Y2C2	FOXO1	UST	True	False	False	False	False	False	D
Q12778	P46939	FOXO1	UTRN	True	False	False	False	False	False	D
Q12778	Q9P2Y5	FOXO1	UVRAG	True	False	False	False	False	False	C
Q12778	Q9UKW4	FOXO1	VAV3	True	False	False	False	False	False	D
Q12778	P18206	FOXO1	VCL	True	False	False	False	False	False	D
Q12778	Q14135	FOXO1	VGLL4	True	False	False	False	False	False	D
Q12778	Q7Z7G8	FOXO1	VPS13B	True	False	False	False	False	False	D
Q12778	Q5THJ4	FOXO1	VPS13D	True	False	False	False	False	False	D
Q12778	P49754	FOXO1	VPS41	True	False	False	False	False	False	D
Q12778	A3KMH1	FOXO1	VWA8	True	False	False	False	False	False	D
Q12778	O43516	FOXO1	WIPF1	True	False	False	False	False	False	D
Q12778	O00308	FOXO1	WWP2	True	False	False	False	False	False	D
Q12778	Q8NBI6	FOXO1	XXYLT1	True	False	False	False	False	False	D
Q12778	Q86Y38	FOXO1	XYLT1	True	False	False	False	False	False	C
Q12778	Q05516	FOXO1	ZBTB16	True	False	False	False	False	False	C
Q12778	Q8NAP3	FOXO1	ZBTB38	True	False	False	False	False	False	D
Q12778	Q8IZN3	FOXO1	ZDHHC14	True	False	False	False	False	False	D
Q12778	Q8WW38	FOXO1	ZFPM2	True	False	False	False	False	False	D
Q12778	Q9ULJ6	FOXO1	ZMIZ1	True	False	False	False	False	False	D
Q12778	Q70YC5	FOXO1	ZNF365	True	False	False	False	False	False	D
Q12778	Q70YC4	FOXO1	ZNF365	True	False	False	False	False	False	D
Q12778	Q92618	FOXO1	ZNF516	True	False	False	False	False	False	D
Q12778	Q9ULD9	FOXO1	ZNF608	True	False	False	False	False	False	D
Q12778	Q8TCW7	FOXO1	ZPLD1	True	False	False	False	False	False	D
P98177	Q8TCJ0	FOXO4	FBXO25	True	False	False	False	False	False	C
A8MYZ6	Q8TCJ0	FOXO6	FBXO25	True	False	False	False	False	False	C
Q9H334	Q9NRG9	FOXP1	AAAS	True	False	False	False	False	False	D
Q9H334	Q2M2I8	FOXP1	AAK1	True	False	False	False	False	False	D
Q9H334	Q4L235	FOXP1	AASDH	True	False	False	False	False	False	D
Q9H334	Q9NY61	FOXP1	AATF	True	False	False	False	False	False	C
Q9H334	O95477	FOXP1	ABCA1	True	False	False	False	False	False	D
Q9H334	Q8WWZ7	FOXP1	ABCA5	True	False	False	False	False	False	D
Q9H334	Q9NRK6	FOXP1	ABCB10	True	False	False	False	False	False	D
Q9H334	Q2M3G0	FOXP1	ABCB5	True	False	False	False	False	False	D
Q9H334	Q96J65	FOXP1	ABCC12	True	False	False	False	False	False	D
Q9H334	O15439	FOXP1	ABCC4	True	False	False	False	False	False	C
Q9H334	P28288	FOXP1	ABCD3	True	False	False	False	False	False	D
Q9H334	Q8NE71	FOXP1	ABCF1	True	False	False	False	False	False	D
Q9H334	Q9UG63	FOXP1	ABCF2	True	False	False	False	False	False	D
Q9H334	Q7L211	FOXP1	ABHD13	True	False	False	False	False	False	D
Q9H334	P08910	FOXP1	ABHD2	True	False	False	False	False	False	D
Q9H334	Q8WTS1	FOXP1	ABHD5	True	False	False	False	False	False	D
Q9H334	Q6H8Q1	FOXP1	ABLIM2	True	False	False	False	False	False	D
Q9H334	Q12979	FOXP1	ABR	True	False	False	False	False	False	C
Q9H334	Q8N961	FOXP1	ABTB2	True	False	False	False	False	False	D
Q9H334	Q6JQN1	FOXP1	ACAD10	True	False	False	False	False	False	D
Q9H334	P45954	FOXP1	ACADSB	True	False	False	False	False	False	D
Q9H334	Q8NC06	FOXP1	ACBD4	True	False	False	False	False	False	D
Q9H334	Q4AC99	FOXP1	ACCSL	True	False	False	False	False	False	D
Q9H334	P21399	FOXP1	ACO1	True	False	False	False	False	False	D
Q9H334	Q9NPJ3	FOXP1	ACOT13	True	False	False	False	False	False	D
Q9H334	O00154	FOXP1	ACOT7	True	False	False	False	False	False	C
Q9H334	P24666	FOXP1	ACP1	True	False	False	False	False	False	D
Q9H334	P15309	FOXP1	ACP3	True	False	False	False	False	False	D
Q9H334	Q9NPH0	FOXP1	ACP6	True	False	False	False	False	False	D
Q9H334	Q5FVE4	FOXP1	ACSBG2	True	False	False	False	False	False	D
Q9H334	O95573	FOXP1	ACSL3	True	False	False	False	False	False	B
Q9H334	Q6P461	FOXP1	ACSM6	True	False	False	False	False	False	D
Q9H334	Q9NR19	FOXP1	ACSS2	True	False	False	False	False	False	D
Q9H334	P60709	FOXP1	ACTB	True	False	False	False	False	False	D
Q9H334	Q5JWF8	FOXP1	ACTL10	True	False	False	False	False	False	D
Q9H334	O96019	FOXP1	ACTL6A	True	False	False	False	False	False	D
Q9H334	O43707	FOXP1	ACTN4	True	False	False	False	False	False	D
Q9H334	P61163	FOXP1	ACTR1A	True	False	False	False	False	False	D
Q9H334	P61158	FOXP1	ACTR3	True	False	False	False	False	False	B
Q9H334	Q9GZN1	FOXP1	ACTR6	True	False	False	False	False	False	D
Q9H334	O75078	FOXP1	ADAM11	True	False	False	False	False	False	D
Q9H334	O43184	FOXP1	ADAM12	True	False	False	False	False	False	D
Q9H334	Q13444	FOXP1	ADAM15	True	False	False	False	False	False	D
Q9H334	P78536	FOXP1	ADAM17	True	False	False	False	False	False	D
Q9H334	O75077	FOXP1	ADAM23	True	False	False	False	False	False	D
Q9H334	Q9UHI8	FOXP1	ADAMTS1	True	False	False	False	False	False	D
Q9H334	Q9UKP5	FOXP1	ADAMTS6	True	False	False	False	False	False	D
Q9H334	Q96EY9	FOXP1	ADAT3	True	False	False	False	False	False	D
Q9H334	Q08462	FOXP1	ADCY2	True	False	False	False	False	False	D
Q9H334	O60503	FOXP1	ADCY9	True	False	False	False	False	False	D
Q9H334	P35611	FOXP1	ADD1	True	False	False	False	False	False	D
Q9H334	Q9UEY8	FOXP1	ADD3	True	False	False	False	False	False	D
Q9H334	O14514	FOXP1	ADGRB1	True	False	False	False	False	False	D
Q9H334	O60241	FOXP1	ADGRB2	True	False	False	False	False	False	C
Q9H334	Q6QNK2	FOXP1	ADGRD1	True	False	False	False	False	False	D
Q9H334	P48960	FOXP1	ADGRE5	True	False	False	False	False	False	D
Q9H334	Q8IZF2	FOXP1	ADGRF5	True	False	False	False	False	False	D
Q9H334	Q9Y653	FOXP1	ADGRG1	True	False	False	False	False	False	D
Q9H334	O94910	FOXP1	ADGRL1	True	False	False	False	False	False	D
Q9H334	O95490	FOXP1	ADGRL2	True	False	False	False	False	False	B
Q9H334	Q9HAR2	FOXP1	ADGRL3	True	False	False	False	False	False	D
Q9H334	Q8WXG9	FOXP1	ADGRV1	True	False	False	False	False	False	D
Q9H334	Q9BV57	FOXP1	ADI1	True	False	False	False	False	False	D
Q9H334	Q9H2P0	FOXP1	ADNP	True	False	False	False	False	False	D
Q9H334	P30542	FOXP1	ADORA1	True	False	False	False	False	False	D
Q9H334	Q9BRR6	FOXP1	ADPGK	True	False	False	False	False	False	C
Q9H334	Q8NDY3	FOXP1	ADPRHL1	True	False	False	False	False	False	D
Q9H334	P35368	FOXP1	ADRA1B	True	False	False	False	False	False	D
Q9H334	P25100	FOXP1	ADRA1D	True	False	False	False	False	False	D
Q9H334	P08913	FOXP1	ADRA2A	True	False	False	False	False	False	D
Q9H334	P18089	FOXP1	ADRA2B	True	False	False	False	False	False	D
Q9H334	Q16186	FOXP1	ADRM1	True	False	False	False	False	False	D
Q9H334	P30520	FOXP1	ADSS2	True	False	False	False	False	False	D
Q9H334	Q6ZN18	FOXP1	AEBP2	True	False	False	False	False	False	D
Q9H334	P55196	FOXP1	AFDN	True	False	False	False	False	False	D
Q9H334	P51825	FOXP1	AFF1	True	False	False	False	False	False	B
Q9H334	P23526	FOXP1	AHCY	True	False	False	False	False	False	D
Q9H334	P51826	FOXP1	AFF3	True	False	False	False	False	False	B
Q9H334	Q6ULP2	FOXP1	AFTPH	True	False	False	False	False	False	D
Q9H334	Q9UPQ3	FOXP1	AGAP1	True	False	False	False	False	False	B
Q9H334	Q96P47	FOXP1	AGAP3	True	False	False	False	False	False	D
Q9H334	Q5VU57	FOXP1	AGBL4	True	False	False	False	False	False	D
Q9H334	Q9UL18	FOXP1	AGO1	True	False	False	False	False	False	D
Q9H334	Q9NRZ7	FOXP1	AGPAT3	True	False	False	False	False	False	D
Q9H334	Q9NRZ5	FOXP1	AGPAT4	True	False	False	False	False	False	D
Q9H334	Q9UPW5	FOXP1	AGTPBP1	True	False	False	False	False	False	D
Q9H334	O43865	FOXP1	AHCYL1	True	False	False	False	False	False	D
Q9H334	Q96HN2	FOXP1	AHCYL2	True	False	False	False	False	False	D
Q9H334	Q5TGY3	FOXP1	AHDC1	True	False	False	False	False	False	D
Q9H334	Q09666	FOXP1	AHNAK	True	False	False	False	False	False	D
Q9H334	A9YTQ3	FOXP1	AHRR	True	False	False	False	False	False	D
Q9H334	Q9NZN9	FOXP1	AIPL1	True	False	False	False	False	False	D
Q9H334	O43918	FOXP1	AIRE	True	False	False	False	False	False	D
Q9H334	Q9UIJ7	FOXP1	AK3	True	False	False	False	False	False	D
Q9H334	Q92667	FOXP1	AKAP1	True	False	False	False	False	False	D
Q9H334	Q12802	FOXP1	AKAP13	True	False	False	False	False	False	C
Q9H334	Q9P0M2	FOXP1	AKAP7	True	False	False	False	False	False	D
Q9H334	O43687	FOXP1	AKAP7	True	False	False	False	False	False	D
Q9H334	Q99996	FOXP1	AKAP9	True	False	False	False	False	False	D
Q9H334	Q53H80	FOXP1	AKIRIN2	True	False	False	False	False	False	D
Q9H334	Q96B36	FOXP1	AKT1S1	True	False	False	False	False	False	D
Q9H334	Q9Y243	FOXP1	AKT3	True	False	False	False	False	False	D
Q9H334	Q9H8T0	FOXP1	AKTIP	True	False	False	False	False	False	D
Q9H334	P13716	FOXP1	ALAD	True	False	False	False	False	False	D
Q9H334	Q13740	FOXP1	ALCAM	True	False	False	False	False	False	D
Q9H334	P54886	FOXP1	ALDH18A1	True	False	False	False	False	False	D
Q9H334	O94788	FOXP1	ALDH1A2	True	False	False	False	False	False	D
Q9H334	Q96F25	FOXP1	ALG14	True	False	False	False	False	False	D
Q9H334	Q9Y672	FOXP1	ALG6	True	False	False	False	False	False	D
Q9H334	Q13686	FOXP1	ALKBH1	True	False	False	False	False	False	D
Q9H334	P05186	FOXP1	ALPL	True	False	False	False	False	False	D
Q9H334	Q8IY45	FOXP1	AMN1	True	False	False	False	False	False	D
Q9H334	Q8IY63	FOXP1	AMOTL1	True	False	False	False	False	False	C
Q9H334	Q9Y2J4	FOXP1	AMOTL2	True	False	False	False	False	False	C
Q9H334	Q01432	FOXP1	AMPD3	True	False	False	False	False	False	B
Q9H334	Q86W34	FOXP1	AMZ2	True	False	False	False	False	False	D
Q9H334	Q96DE5	FOXP1	ANAPC16	True	False	False	False	False	False	D
Q9H334	Q9UJX4	FOXP1	ANAPC5	True	False	False	False	False	False	D
Q9H334	Q5VTE6	FOXP1	ANGEL2	True	False	False	False	False	False	D
Q9H334	Q15389	FOXP1	ANGPT1	True	False	False	False	False	False	B
Q9H334	Q9Y264	FOXP1	ANGPT4	True	False	False	False	False	False	D
Q9H334	Q12955	FOXP1	ANK3	True	False	False	False	False	False	D
Q9H334	Q7Z5J8	FOXP1	ANKAR	True	False	False	False	False	False	D
Q9H334	Q495B1	FOXP1	ANKDD1A	True	False	False	False	False	False	D
Q9H334	Q9NXR5	FOXP1	ANKRD10	True	False	False	False	False	False	D
Q9H334	Q86YJ7	FOXP1	ANKRD13B	True	False	False	False	False	False	D
Q9H334	O75179	FOXP1	ANKRD17	True	False	False	False	False	False	D
Q9H334	Q5VUR7	FOXP1	ANKRD20A3P	True	False	False	False	False	False	D
Q9H334	Q4UJ75	FOXP1	ANKRD20A4P	True	False	False	False	False	False	D
Q9H334	Q6NSI1	FOXP1	ANKRD26P1	True	False	False	False	False	False	D
Q9H334	O15084	FOXP1	ANKRD28	True	False	False	False	False	False	B
Q9H334	A6NCL7	FOXP1	ANKRD33B	True	False	False	False	False	False	D
Q9H334	A6QL64	FOXP1	ANKRD36	True	False	False	False	False	False	D
Q9H334	Q5JPF3	FOXP1	ANKRD36C	True	False	False	False	False	False	D
Q9H334	Q53RE8	FOXP1	ANKRD39	True	False	False	False	False	False	D
Q9H334	Q8N8A2	FOXP1	ANKRD44	True	False	False	False	False	False	D
Q9H334	Q86W74	FOXP1	ANKRD46	True	False	False	False	False	False	D
Q9H334	Q9BZ19	FOXP1	ANKRD60	True	False	False	False	False	False	D
Q9H334	Q7Z6G8	FOXP1	ANKS1B	True	False	False	False	False	False	D
Q9H334	A6NFN9	FOXP1	ANKUB1	True	False	False	False	False	False	D
Q9H334	Q9H8Y5	FOXP1	ANKZF1	True	False	False	False	False	False	D
Q9H334	Q92688	FOXP1	ANP32B	True	False	False	False	False	False	D
Q9H334	O76027	FOXP1	ANXA9	True	False	False	False	False	False	D
Q9H334	Q8N6M6	FOXP1	AOPEP	True	False	False	False	False	False	D
Q9H334	P61966	FOXP1	AP1S1	True	False	False	False	False	False	D
Q9H334	P56377	FOXP1	AP1S2	True	False	False	False	False	False	D
Q9H334	O94973	FOXP1	AP2A2	True	False	False	False	False	False	D
Q9H334	O00203	FOXP1	AP3B1	True	False	False	False	False	False	B
Q9H334	P53677	FOXP1	AP3M2	True	False	False	False	False	False	D
Q9H334	Q9UPM8	FOXP1	AP4E1	True	False	False	False	False	False	D
Q9H334	O14727	FOXP1	APAF1	True	False	False	False	False	False	D
Q9H334	Q02410	FOXP1	APBA1	True	False	False	False	False	False	D
Q9H334	Q99767	FOXP1	APBA2	True	False	False	False	False	False	D
Q9H334	Q92870	FOXP1	APBB2	True	False	False	False	False	False	D
Q9H334	P25054	FOXP1	APC	True	False	False	False	False	False	D
Q9H334	Q9BZZ5	FOXP1	API5	True	False	False	False	False	False	D
Q9H334	Q9ULZ1	FOXP1	APLN	True	False	False	False	False	False	D
Q9H334	P02647	FOXP1	APOA1	True	False	False	False	False	False	D
Q9H334	Q6Q788	FOXP1	APOA5	True	False	False	False	False	False	D
Q9H334	P41238	FOXP1	APOBEC1	True	False	False	False	False	False	D
Q9H334	Q9BQE5	FOXP1	APOL2	True	False	False	False	False	False	D
Q9H334	P05067	FOXP1	APP	True	False	False	False	False	False	D
Q9H334	Q96PS8	FOXP1	AQP10	True	False	False	False	False	False	D
Q9H334	P41181	FOXP1	AQP2	True	False	False	False	False	False	D
Q9H334	Q13520	FOXP1	AQP6	True	False	False	False	False	False	D
Q9H334	Q8WWN8	FOXP1	ARAP3	True	False	False	False	False	False	D
Q9H334	P18085	FOXP1	ARF4	True	False	False	False	False	False	D
Q9H334	P62330	FOXP1	ARF6	True	False	False	False	False	False	D
Q9H334	Q9Y6D6	FOXP1	ARFGEF1	True	False	False	False	False	False	C
Q9H334	A1A4S6	FOXP1	ARHGAP10	True	False	False	False	False	False	D
Q9H334	Q8IWW6	FOXP1	ARHGAP12	True	False	False	False	False	False	D
Q9H334	Q53QZ3	FOXP1	ARHGAP15	True	False	False	False	False	False	D
Q9H334	Q7Z5H3	FOXP1	ARHGAP22	True	False	False	False	False	False	D
Q9H334	Q9P227	FOXP1	ARHGAP23	True	False	False	False	False	False	D
Q9H334	Q8N264	FOXP1	ARHGAP24	True	False	False	False	False	False	D
Q9H334	Q9UNA1	FOXP1	ARHGAP26	True	False	False	False	False	False	D
Q9H334	Q6ZUM4	FOXP1	ARHGAP27	True	False	False	False	False	False	D
Q9H334	Q9P2N2	FOXP1	ARHGAP28	True	False	False	False	False	False	D
Q9H334	A7KAX9	FOXP1	ARHGAP32	True	False	False	False	False	False	B
Q9H334	Q9C0H5	FOXP1	ARHGAP39	True	False	False	False	False	False	D
Q9H334	A6NI28	FOXP1	ARHGAP42	True	False	False	False	False	False	D
Q9H334	O43182	FOXP1	ARHGAP6	True	False	False	False	False	False	D
Q9H334	Q92888	FOXP1	ARHGEF1	True	False	False	False	False	False	D
Q9H334	O15013	FOXP1	ARHGEF10	True	False	False	False	False	False	D
Q9H334	Q9HCE6	FOXP1	ARHGEF10L	True	False	False	False	False	False	D
Q9H334	Q9NZN5	FOXP1	ARHGEF12	True	False	False	False	False	False	D
Q9H334	Q5VV41	FOXP1	ARHGEF16	True	False	False	False	False	False	D
Q9H334	Q96PE2	FOXP1	ARHGEF17	True	False	False	False	False	False	D
Q9H334	Q9NR81	FOXP1	ARHGEF3	True	False	False	False	False	False	D
Q9H334	A5YM69	FOXP1	ARHGEF35	True	False	False	False	False	False	D
Q9H334	Q12774	FOXP1	ARHGEF5	True	False	False	False	False	False	D
Q9H334	Q14155	FOXP1	ARHGEF7	True	False	False	False	False	False	D
Q9H334	O14497	FOXP1	ARID1A	True	False	False	False	False	False	B
Q9H334	Q8NFD5	FOXP1	ARID1B	True	False	False	False	False	False	D
Q9H334	Q8IVW6	FOXP1	ARID3B	True	False	False	False	False	False	D
Q9H334	Q14865	FOXP1	ARID5B	True	False	False	False	False	False	B
Q9H334	Q9Y4X5	FOXP1	ARIH1	True	False	False	False	False	False	C
Q9H334	Q8N8R7	FOXP1	ARL14EP	True	False	False	False	False	False	C
Q9H334	Q8IVW1	FOXP1	ARL17A	True	False	False	False	False	False	D
Q9H334	Q9Y2Y0	FOXP1	ARL2BP	True	False	False	False	False	False	D
Q9H334	P36405	FOXP1	ARL3	True	False	False	False	False	False	D
Q9H334	P40617	FOXP1	ARL4A	True	False	False	False	False	False	D
Q9H334	P56559	FOXP1	ARL4C	True	False	False	False	False	False	D
Q9H334	Q6T311	FOXP1	ARL9	True	False	False	False	False	False	D
Q9H334	Q8NEN0	FOXP1	ARMC2	True	False	False	False	False	False	D
Q9H334	Q96C12	FOXP1	ARMC5	True	False	False	False	False	False	D
Q9H334	Q86TY3	FOXP1	ARMH4	True	False	False	False	False	False	D
Q9H334	Q9HBZ2	FOXP1	ARNT2	True	False	False	False	False	False	C
Q9H334	O15145	FOXP1	ARPC3	True	False	False	False	False	False	D
Q9H334	Q8TBH0	FOXP1	ARRDC2	True	False	False	False	False	False	D
Q9H334	Q96B67	FOXP1	ARRDC3	True	False	False	False	False	False	D
Q9H334	Q96EG1	FOXP1	ARSG	True	False	False	False	False	False	D
Q9H334	Q96L15	FOXP1	ART5	True	False	False	False	False	False	D
Q9H334	Q9ULH1	FOXP1	ASAP1	True	False	False	False	False	False	D
Q9H334	Q9H765	FOXP1	ASB8	True	False	False	False	False	False	D
Q9H334	Q9H1I8	FOXP1	ASCC2	True	False	False	False	False	False	D
Q9H334	Q9Y294	FOXP1	ASF1A	True	False	False	False	False	False	D
Q9H334	P07306	FOXP1	ASGR1	True	False	False	False	False	False	C
Q9H334	Q16515	FOXP1	ASIC2	True	False	False	False	False	False	D
Q9H334	Q96FT7	FOXP1	ASIC4	True	False	False	False	False	False	D
Q9H334	Q9NWL6	FOXP1	ASNSD1	True	False	False	False	False	False	D
Q9H334	Q9BZE9	FOXP1	ASPSCR1	True	False	False	False	False	False	D
Q9H334	O75129	FOXP1	ASTN2	True	False	False	False	False	False	D
Q9H334	Q8IXJ9	FOXP1	ASXL1	True	False	False	False	False	False	D
Q9H334	Q76L83	FOXP1	ASXL2	True	False	False	False	False	False	D
Q9H334	Q6PL18	FOXP1	ATAD2	True	False	False	False	False	False	D
Q9H334	Q9ULI0	FOXP1	ATAD2B	True	False	False	False	False	False	D
Q9H334	Q6VMQ6	FOXP1	ATF7IP	True	False	False	False	False	False	D
Q9H334	Q9H0Y0	FOXP1	ATG10	True	False	False	False	False	False	D
Q9H334	Q676U5	FOXP1	ATG16L1	True	False	False	False	False	False	D
Q9H334	Q9H1Y0	FOXP1	ATG5	True	False	False	False	False	False	D
Q9H334	Q13315	FOXP1	ATM	True	False	False	False	False	False	D
Q9H334	O43313	FOXP1	ATMIN	True	False	False	False	False	False	D
Q9H334	P54259	FOXP1	ATN1	True	False	False	False	False	False	D
Q9H334	Q9HD20	FOXP1	ATP13A1	True	False	False	False	False	False	D
Q9H334	P20020	FOXP1	ATP2B1	True	False	False	False	False	False	D
Q9H334	Q01814	FOXP1	ATP2B2	True	False	False	False	False	False	D
Q9H334	P98194	FOXP1	ATP2C1	True	False	False	False	False	False	D
Q9H334	P20648	FOXP1	ATP4A	True	False	False	False	False	False	D
Q9H334	P30049	FOXP1	ATP5F1D	True	False	False	False	False	False	D
Q9H334	Q06055	FOXP1	ATP5MC2	True	False	False	False	False	False	D
Q9H334	P48201	FOXP1	ATP5MC3	True	False	False	False	False	False	D
Q9H334	P56378	FOXP1	ATP5MJ	True	False	False	False	False	False	D
Q9H334	O75947	FOXP1	ATP5PD	True	False	False	False	False	False	D
Q9H334	Q99437	FOXP1	ATP6V0B	True	False	False	False	False	False	D
Q9H334	P61421	FOXP1	ATP6V0D1	True	False	False	False	False	False	D
Q9H334	O15342	FOXP1	ATP6V0E1	True	False	False	False	False	False	D
Q9H334	P21281	FOXP1	ATP6V1B2	True	False	False	False	False	False	D
Q9H334	Q9Y5K8	FOXP1	ATP6V1D	True	False	False	False	False	False	D
Q9H334	Q96A05	FOXP1	ATP6V1E2	True	False	False	False	False	False	D
Q9H334	O95670	FOXP1	ATP6V1G2	True	False	False	False	False	False	D
Q9H334	Q96LB4	FOXP1	ATP6V1G3	True	False	False	False	False	False	D
Q9H334	Q9Y2Q0	FOXP1	ATP8A1	True	False	False	False	False	False	D
Q9H334	Q9NTI2	FOXP1	ATP8A2	True	False	False	False	False	False	D
Q9H334	Q8TF62	FOXP1	ATP8B4	True	False	False	False	False	False	C
Q9H334	O75110	FOXP1	ATP9A	True	False	False	False	False	False	D
Q9H334	P46100	FOXP1	ATRX	True	False	False	False	False	False	D
Q9H334	O15265	FOXP1	ATXN7	True	False	False	False	False	False	D
Q9H334	Q5T6C5	FOXP1	ATXN7L2	True	False	False	False	False	False	D
Q9H334	Q13825	FOXP1	AUH	True	False	False	False	False	False	D
Q9H334	Q8WXX7	FOXP1	AUTS2	True	False	False	False	False	False	B
Q9H334	Q9Y2T1	FOXP1	AXIN2	True	False	False	False	False	False	C
Q9H334	O14977	FOXP1	AZIN1	True	False	False	False	False	False	B
Q9H334	Q8NCR0	FOXP1	B3GALNT2	True	False	False	False	False	False	D
Q9H334	Q9NPZ5	FOXP1	B3GAT2	True	False	False	False	False	False	D
Q9H334	Q6Y288	FOXP1	B3GLCT	True	False	False	False	False	False	D
Q9H334	Q6ZMB0	FOXP1	B3GNT6	True	False	False	False	False	False	D
Q9H334	Q8NFL0	FOXP1	B3GNT7	True	False	False	False	False	False	D
Q9H334	Q6L9W6	FOXP1	B4GALNT3	True	False	False	False	False	False	C
Q9H334	Q76KP1	FOXP1	B4GALNT4	True	False	False	False	False	False	D
Q9H334	Q9UBV7	FOXP1	B4GALT7	True	False	False	False	False	False	D
Q9H334	Q9P281	FOXP1	BAHCC1	True	False	False	False	False	False	D
Q9H334	Q9UQB8	FOXP1	BAIAP2	True	False	False	False	False	False	D
Q9H334	Q8N9N5	FOXP1	BANP	True	False	False	False	False	False	D
Q9H334	Q99728	FOXP1	BARD1	True	False	False	False	False	False	D
Q9H334	Q9UMQ3	FOXP1	BARX2	True	False	False	False	False	False	D
Q9H334	Q9UIF9	FOXP1	BAZ2A	True	False	False	False	False	False	D
Q9H334	Q96PG8	FOXP1	BBC3	True	False	False	False	False	False	B
Q9H334	Q9BXH1	FOXP1	BBC3	True	False	False	False	False	False	B
Q9H334	A8MTZ0	FOXP1	BBIP1	True	False	False	False	False	False	D
Q9H334	Q3SYG4	FOXP1	BBS9	True	False	False	False	False	False	D
Q9H334	Q8WY36	FOXP1	BBX	True	False	False	False	False	False	C
Q9H334	Q96GW7	FOXP1	BCAN	True	False	False	False	False	False	D
Q9H334	O75815	FOXP1	BCAR3	True	False	False	False	False	False	D
Q9H334	Q9H6U6	FOXP1	BCAS3	True	False	False	False	False	False	B
Q9H334	Q8TDM0	FOXP1	BCAS4	True	False	False	False	False	False	D
Q9H334	P10415	FOXP1	BCL2	True	False	False	False	False	False	D
Q9H334	Q4VC05	FOXP1	BCL7A	True	False	False	False	False	False	D
Q9H334	Q9NYF8	FOXP1	BCLAF1	True	False	False	False	False	False	D
Q9H334	Q6W2J9	FOXP1	BCOR	True	False	False	False	False	False	D
Q9H334	P11274	FOXP1	BCR	True	False	False	False	False	False	D
Q9H334	Q02338	FOXP1	BDH1	True	False	False	False	False	False	D
Q9H334	A6H8Y1	FOXP1	BDP1	True	False	False	False	False	False	D
Q9H334	Q5T5X7	FOXP1	BEND3	True	False	False	False	False	False	D
Q9H334	Q6ZU67	FOXP1	BEND4	True	False	False	False	False	False	D
Q9H334	Q9NYM9	FOXP1	BET1L	True	False	False	False	False	False	D
Q9H334	Q12934	FOXP1	BFSP1	True	False	False	False	False	False	D
