source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	sources
O95251	P49895	KAT7	DIO1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q15788	P49895	NCOA1	DIO1	True	True	False	True	True	False	CollecTRI;CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI
Q15788	P41159	NCOA1	LEP	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P40763	Q15648	STAT3	MED1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P08047	P32297	SP1	CHRNA3	True	True	False	True	True	False	CollecTRI;DoRothEA;TfactS_CollecTRI2;CollecTRI2;TRED_DoRothEA;RegNetwork_DoRothEA;ExTRI_CollecTRI
P04637	Q5VT25	TP53	CDC42BPA	True	True	False	True	True	False	CollecTRI;PAZAR_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;CollecTRI2;ExTRI_CollecTRI
P04637	Q13464	TP53	ROCK1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q99801	O15350	NKX3-1	TP73	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P42224	Q07812	STAT1	BAX	True	True	False	True	True	False	CollecTRI;TRRUST_DoRothEA;PAZAR_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_CollecTRI2;DoRothEA-A_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;TRRUST;ExTRI_CollecTRI
P42224	O15350	STAT1	TP73	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI;PAZAR_DoRothEA;DoRothEA
P18848	P07333	ATF4	CSF1R	True	True	False	True	True	False	CollecTRI;CollecTRI2;NTNUcuration_CollecTRI2;ExTRI_CollecTRI
P18848	P08246	ATF4	ELANE	True	True	False	True	True	False	CollecTRI;ExTRI2_CollecTRI2;GEREDB_CollecTRI2;CollecTRI2;GEREDB_CollecTRI;ExTRI_CollecTRI
P18848	Q9P2T0	ATF4	SPMAP2	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P18848	P49715	ATF4	CEBPA	True	True	False	False	False	False	CollecTRI;ExTRI_CollecTRI
P18848	Q15744	ATF4	CEBPE	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q15744	P18848	CEBPE	ATF4	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P15407	P20248	FOSL1	CCNA2	True	True	False	True	True	False	CollecTRI;ExTRI2_CollecTRI2;TfactS_CollecTRI2;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI_CollecTRI
O75364	P23560	PITX3	BDNF	True	True	False	True	True	False	CollecTRI;ExTRI2_CollecTRI2;GEREDB_CollecTRI2;CollecTRI2;GEREDB_CollecTRI;ExTRI_CollecTRI
O75364	P39905	PITX3	GDNF	True	True	False	True	True	False	CollecTRI;ExTRI2_CollecTRI2;GEREDB_CollecTRI2;CollecTRI2;GEREDB_CollecTRI;ExTRI_CollecTRI
Q04206	P12644	RELA	BMP4	True	False	True	True	False	True	CollecTRI;ExTRI2_CollecTRI2;GOA_CollecTRI2;CollecTRI2;SIGNOR_CollecTRI;SIGNOR_CollecTRI2;SIGNOR;ExTRI_CollecTRI
P08047	P12644	SP1	BMP4	True	True	True	True	False	True	CollecTRI;ExTRI2_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI_CollecTRI
COMPLEX:P19838_Q04864	P12644	NFKB1_REL	BMP4	True	False	True	True	False	True	CollecTRI;SIGNOR_CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838_Q04206	P12644	NFKB1_RELA	BMP4	True	False	True	True	False	True	CollecTRI;SIGNOR_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q01201_Q04206	P12644	RELA_RELB	BMP4	True	False	True	True	False	True	CollecTRI;SIGNOR_CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838_Q01201	P12644	NFKB1_RELB	BMP4	True	False	True	True	False	True	CollecTRI;SIGNOR_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653_Q04864	P12644	NFKB2_REL	BMP4	True	False	True	True	False	True	CollecTRI;SIGNOR_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653_Q04206	P12644	NFKB2_RELA	BMP4	True	False	True	True	False	True	CollecTRI;SIGNOR_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q04864	P12644	REL	BMP4	True	False	True	True	False	True	CollecTRI;SIGNOR_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q04206	P12644	RELA	BMP4	True	False	True	True	False	True	CollecTRI;SIGNOR_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q01201	P12644	RELB	BMP4	True	False	True	True	False	True	CollecTRI;SIGNOR_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653_Q01201	P12644	NFKB2_RELB	BMP4	True	False	True	True	False	True	CollecTRI;SIGNOR_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653	P12644	NFKB2	BMP4	True	False	True	True	False	True	CollecTRI;SIGNOR_CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838	P12644	NFKB1	BMP4	True	False	True	True	False	True	CollecTRI;SIGNOR_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q04206_Q04864	P12644	REL_RELA	BMP4	True	False	True	True	False	True	CollecTRI;SIGNOR_CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838_Q00653	P12644	NFKB1_NFKB2	BMP4	True	False	True	True	False	True	CollecTRI;SIGNOR_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q01201_Q04864	P12644	REL_RELB	BMP4	True	False	True	True	False	True	CollecTRI;SIGNOR_CollecTRI;ExTRI_CollecTRI
Q9BZS1	O60502	FOXP3	OGA	True	True	False	True	True	False	CollecTRI;HTRIdb;ExTRI_CollecTRI
Q02447	O15392	SP3	BIRC5	True	True	False	True	True	False	CollecTRI;TRRUST_DoRothEA;DoRothEA;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;TRRUST;ExTRI_CollecTRI
P08047	Q7KZF4	SP1	SND1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P03372	Q13950	ESR1	RUNX2	True	True	False	True	True	False	CollecTRI;TRRUST_DoRothEA;PAZAR_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;TRRUST_CollecTRI2;TRRUST_CollecTRI;DoRothEA-A_CollecTRI2;CollecTRI2;TRED_DoRothEA;RegNetwork_DoRothEA;TRRUST
Q13950	P03372	RUNX2	ESR1	True	False	True	False	False	False	TFactS_DoRothEA;TFactS_CollecTRI;TfactS_CollecTRI2;DoRothEA-A_CollecTRI2;ExTRI_CollecTRI;TRRUST_CollecTRI;TRRUST;HTRIdb_DoRothEA;HTRIdb_CollecTRI2;ExTRI2_CollecTRI2;NTNU.Curated_CollecTRI;TRRUST_CollecTRI2;NTNUcuration_CollecTRI2;HTRIdb;CollecTRI;TRRUST_DoRothEA;DoRothEA;HTRI_CollecTRI;CollecTRI2;DoRothEA-A_CollecTRI
Q13950	O14746	RUNX2	TERT	True	False	True	True	False	True	CollecTRI;ExTRI2_CollecTRI2;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI_CollecTRI
Q13761	Q8TDD2	RUNX3	SP7	True	False	True	True	False	True	CollecTRI;ExTRI2_CollecTRI2;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI_CollecTRI
O95096	Q9UBU3	NKX2-2	GHRL	True	True	True	True	True	False	CollecTRI;ExTRI2_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI_CollecTRI
O95096	P61278	NKX2-2	SST	True	True	True	True	True	False	CollecTRI;ExTRI2_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI_CollecTRI
Q07869	P32247	PPARA	BRS3	True	True	False	True	True	False	CollecTRI;ExTRI2_CollecTRI2;NTNU.Curated_CollecTRI;GEREDB_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;GEREDB_CollecTRI;ExTRI_CollecTRI
P05549	P32247	TFAP2A	BRS3	True	True	False	True	True	False	CollecTRI;TRRUST_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_CollecTRI2;GEREDB_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;GEREDB_CollecTRI;TRRUST;ExTRI_CollecTRI
Q16665	Q9Y2N7	HIF1A	HIF3A	True	True	False	False	False	False	CollecTRI;ExTRI2_CollecTRI2;GEREDB_CollecTRI2;CollecTRI2;GEREDB_CollecTRI;ExTRI_CollecTRI
Q9Y2N7	Q16665	HIF3A	HIF1A	True	False	True	True	False	True	CollecTRI;TRRUST_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;TRRUST_CollecTRI2;TRRUST_CollecTRI;GEREDB_CollecTRI2;CollecTRI2;SIGNOR_CollecTRI;GEREDB_CollecTRI;SIGNOR;TRRUST;SIGNOR_CollecTRI2
P23771	P06127	GATA3	CD5	True	False	True	True	False	True	CollecTRI;ExTRI2_CollecTRI2;GEREDB_CollecTRI2;CollecTRI2;GEREDB_CollecTRI;ExTRI_CollecTRI
Q16656	Q86YN6	NRF1	PPARGC1B	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P27540	Q8IZQ8	ARNT	MYOCD	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q9Y6Q9	P0C0L4	NCOA3	C4A	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q9Y6Q9	P06881	NCOA3	CALCA	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
O95251	P17735	KAT7	TAT	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
O43918	Q6W4X9	AIRE	MUC6	True	True	False	True	True	False	CollecTRI;CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI
P37275	P08123	ZEB1	COL1A2	True	False	True	True	False	True	CollecTRI;ExTRI2_CollecTRI2;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI_CollecTRI
Q16665	P42702	HIF1A	LIFR	True	False	True	True	False	True	CollecTRI;ExTRI2_CollecTRI2;GEREDB_CollecTRI2;CollecTRI2;GEREDB_CollecTRI;ExTRI_CollecTRI
Q0VG99	Q5TAB7	MESP2	RIPPLY2	True	True	True	True	False	True	CollecTRI;ExTRI2_CollecTRI2;KEGG-MEDICUS;CollecTRI2;ExTRI_CollecTRI
P48436	P09958	SOX9	FURIN	True	True	False	True	True	False	CollecTRI;ExTRI2_CollecTRI2;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;Pavlidis_CollecTRI2;Pavlidis2021_CollecTRI;ExTRI_CollecTRI
P42229	Q16654	STAT5A	PDK4	True	True	False	True	True	False	CollecTRI;ExTRI2_CollecTRI2;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI_CollecTRI
Q07869	P10451	PPARA	SPP1	True	False	True	True	False	True	CollecTRI;ExTRI2_CollecTRI2;NTNU.Curated_CollecTRI;GEREDB_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;GEREDB_CollecTRI;ExTRI_CollecTRI
P17947	Q9Y312	SPI1	AAR2	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P10828	Q96T91	THRB	GPHA2	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P40763	Q16552	STAT3	IL17A	True	True	False	True	True	False	CollecTRI;ExTRI2_CollecTRI2;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;CytReg_CollecTRI2;CytReg_CollecTRI;ExTRI_CollecTRI
Q08050	Q12968	FOXM1	NFATC3	True	True	False	True	True	False	CollecTRI;ExTRI2_CollecTRI2;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI_CollecTRI
P42229	Q16552	STAT5A	IL17A	True	True	True	True	False	True	CollecTRI;CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI
P49711	P06400	CTCF	RB1	True	True	False	True	True	False	CollecTRI;PAZAR_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI_CollecTRI
Q86T24	P06400	ZBTB33	RB1	True	True	True	True	True	True	CollecTRI;CollecTRI2;NTNUcuration_CollecTRI2;ExTRI_CollecTRI
P49715	P02795	CEBPA	MT2A	True	True	False	True	True	False	CollecTRI;PAZAR_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;NTNU.Curated_CollecTRI;GEREDB_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;GEREDB_CollecTRI;ExTRI_CollecTRI
Q15723	P55072	ELF2	VCP	True	True	False	True	True	False	GEREDB_CollecTRI2;DoRothEA-A_CollecTRI2;ExTRI_CollecTRI;TRRUST_CollecTRI;SIGNOR_CollecTRI;TRRUST;HTRIdb_DoRothEA;SIGNOR_CollecTRI2;HTRIdb_CollecTRI2;ExTRI2_CollecTRI2;TRRUST_CollecTRI2;HTRIdb;CollecTRI;TRRUST_DoRothEA;DoRothEA;HTRI_CollecTRI;CollecTRI2;GEREDB_CollecTRI;DoRothEA-A_CollecTRI
Q15797	P19875	SMAD1	CXCL2	True	True	False	True	True	False	CollecTRI;TRRUST_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;TRRUST_CollecTRI2;TRRUST_CollecTRI;CollecTRI2;TRRUST;CytReg_CollecTRI2;CytReg_CollecTRI;ExTRI_CollecTRI
Q04206	P78543	RELA	BTG2	True	True	False	True	True	False	CollecTRI;TRRUST_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;TRRUST;ExTRI_CollecTRI
P10242	Q14643	MYB	ITPR1	True	True	False	True	True	False	CollecTRI;ReMap_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;TFactS_CollecTRI;TfactS_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI_CollecTRI
O60248	P85037	SOX15	FOXK1	True	True	False	True	True	False	CollecTRI;ExTRI2_CollecTRI2;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI_CollecTRI
COMPLEX:P17275_P17535	P55773	JUNB_JUND	CCL23	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412	P55773	JUN	CCL23	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P15408_P17275	P55773	FOSL2_JUNB	CCL23	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412_P15407	P55773	FOSL1_JUN	CCL23	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P17535_P53539	P55773	FOSB_JUND	CCL23	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P15408_P17535	P55773	FOSL2_JUND	CCL23	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P17275_P53539	P55773	FOSB_JUNB	CCL23	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P01100_P05412	P55773	FOS_JUN	CCL23	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412_P17275	P55773	JUN_JUNB	CCL23	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P15407_P17275	P55773	FOSL1_JUNB	CCL23	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P15407_P17535	P55773	FOSL1_JUND	CCL23	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412_P17535	P55773	JUN_JUND	CCL23	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P01100_P17275	P55773	FOS_JUNB	CCL23	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P17275	P55773	JUNB	CCL23	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P01100_P17535	P55773	FOS_JUND	CCL23	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412_P53539	P55773	FOSB_JUN	CCL23	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412_P15408	P55773	FOSL2_JUN	CCL23	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P17535	P55773	JUND	CCL23	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q02447	Q8N726	SP3	CDKN2A	True	True	False	True	True	False	CollecTRI;TRRUST_DoRothEA;HTRIdb_CollecTRI2;ExTRI2_CollecTRI2;DoRothEA;TRRUST_CollecTRI2;HTRI_CollecTRI;TRRUST_CollecTRI;DoRothEA-A_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;HTRIdb;TRRUST;DoRothEA-A_CollecTRI;HTRIdb_DoRothEA;ExTRI_CollecTRI
P03372	Q01201	ESR1	RELB	True	False	True	False	False	False	CollecTRI;HTRIdb_CollecTRI2;ExTRI2_CollecTRI2;DoRothEA;HTRI_CollecTRI;GEREDB_CollecTRI2;CollecTRI2;HTRIdb;GEREDB_CollecTRI;HTRIdb_DoRothEA
Q01201	P03372	RELB	ESR1	True	False	True	True	False	True	CollecTRI;ExTRI2_CollecTRI2;GEREDB_CollecTRI2;CollecTRI2;GEREDB_CollecTRI;ExTRI_CollecTRI
P10275	Q86TG7	AR	PEG10	True	True	True	True	False	True	CollecTRI;ExTRI2_CollecTRI2;CollecTRI2;HTRIdb;ExTRI_CollecTRI
P17275	Q02643	JUNB	GHRHR	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q02447	P42771	SP3	CDKN2A	True	True	False	True	True	False	CollecTRI;TRRUST_DoRothEA;HTRIdb_CollecTRI2;ExTRI2_CollecTRI2;DoRothEA;TRRUST_CollecTRI2;HTRI_CollecTRI;TRRUST_CollecTRI;DoRothEA-A_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;HTRIdb;TRRUST;DoRothEA-A_CollecTRI;HTRIdb_DoRothEA;ExTRI_CollecTRI
COMPLEX:Q00653_Q04864	O14788	NFKB2_REL	TNFSF11	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
O94916	P16112	NFAT5	ACAN	True	True	False	True	True	False	CollecTRI;ExTRI2_CollecTRI2;GEREDB_CollecTRI2;CollecTRI2;GEREDB_CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838_Q04864	Q96EB6	NFKB1_REL	SIRT1	True	True	False	True	True	False	CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838_Q04206	Q96EB6	NFKB1_RELA	SIRT1	True	True	False	True	True	False	CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q01201_Q04206	Q96EB6	RELA_RELB	SIRT1	True	True	False	True	True	False	CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838_Q01201	Q96EB6	NFKB1_RELB	SIRT1	True	True	False	True	True	False	CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653_Q04864	Q96EB6	NFKB2_REL	SIRT1	True	True	False	True	True	False	CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653_Q04206	Q96EB6	NFKB2_RELA	SIRT1	True	True	False	True	True	False	CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q04864	Q96EB6	REL	SIRT1	True	True	False	True	True	False	CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q04206	Q96EB6	RELA	SIRT1	True	True	False	True	True	False	CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q01201	Q96EB6	RELB	SIRT1	True	True	False	True	True	False	CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653_Q01201	Q96EB6	NFKB2_RELB	SIRT1	True	True	False	True	True	False	CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653	Q96EB6	NFKB2	SIRT1	True	True	False	True	True	False	CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838	Q96EB6	NFKB1	SIRT1	True	True	False	True	True	False	CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q04206_Q04864	Q96EB6	REL_RELA	SIRT1	True	True	False	True	True	False	CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838_Q00653	Q96EB6	NFKB1_NFKB2	SIRT1	True	True	False	True	True	False	CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q01201_Q04864	Q96EB6	REL_RELB	SIRT1	True	True	False	True	True	False	CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI
Q15361	P29972	TTF1	AQP1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
O75030	P08581	MITF	MET	True	True	False	True	True	False	CollecTRI;TFactS_DoRothEA;TRRUST_DoRothEA;PAZAR_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;ReMap_DoRothEA;TFactS_CollecTRI;TfactS_CollecTRI2;TRRUST_CollecTRI2;TRRUST_CollecTRI;GEREDB_CollecTRI2;DoRothEA-A_CollecTRI2;CollecTRI2;GEREDB_CollecTRI;TRRUST;ExTRI_CollecTRI
Q04206	P16581	RELA	SELE	True	True	False	True	True	False	TFactS_DoRothEA;TFactS_CollecTRI;TfactS_CollecTRI2;DoRothEA-A_CollecTRI2;ExTRI_CollecTRI;JASPAR_DoRothEA;TRRUST_CollecTRI;TRED_DoRothEA;TRRUST;HTRIdb_DoRothEA;HTRIdb_CollecTRI2;ExTRI2_CollecTRI2;TRRUST_CollecTRI2;NTNUcuration_CollecTRI2;HTRIdb;TRRD_DoRothEA;RegNetwork_DoRothEA;IntAct_DoRothEA;CollecTRI;TRRUST_DoRothEA;DoRothEA;HTRI_CollecTRI;CollecTRI2;DoRothEA-A_CollecTRI
COMPLEX:P19838_Q04864	O14788	NFKB1_REL	TNFSF11	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838_Q04206	O14788	NFKB1_RELA	TNFSF11	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:Q01201_Q04206	O14788	RELA_RELB	TNFSF11	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838_Q01201	O14788	NFKB1_RELB	TNFSF11	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653_Q04206	O14788	NFKB2_RELA	TNFSF11	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:Q04864	O14788	REL	TNFSF11	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:Q04206	O14788	RELA	TNFSF11	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:Q01201	O14788	RELB	TNFSF11	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653_Q01201	O14788	NFKB2_RELB	TNFSF11	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653	O14788	NFKB2	TNFSF11	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838	O14788	NFKB1	TNFSF11	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:Q04206_Q04864	O14788	REL_RELA	TNFSF11	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838_Q00653	O14788	NFKB1_NFKB2	TNFSF11	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:Q01201_Q04864	O14788	REL_RELB	TNFSF11	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P42226	P55773	STAT6	CCL23	True	True	True	True	True	True	CollecTRI;CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI
P18146	Q12834	EGR1	CDC20	True	False	True	True	False	True	CollecTRI;PAZAR_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;NTNU.Curated_CollecTRI;GEREDB_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;GEREDB_CollecTRI;ExTRI_CollecTRI
P26367	Q9H2X6	PAX6	HIPK2	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q01196	P01579	RUNX1	IFNG	True	True	False	True	True	False	CollecTRI;IntAct_CollecTRI2;ExTRI2_CollecTRI2;DoRothEA;GEREDB_CollecTRI2;IntAct_CollecTRI;CollecTRI2;Pavlidis2021_CollecTRI;GEREDB_CollecTRI;IntAct_DoRothEA;Pavlidis_CollecTRI2;CytReg_CollecTRI2;CytReg_CollecTRI;ExTRI_CollecTRI
P26367	P28482	PAX6	MAPK1	True	True	False	False	False	False	CollecTRI;CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI
Q9UH73	Q15063	EBF1	POSTN	True	True	False	True	True	False	CollecTRI;ExTRI2_CollecTRI2;TfactS_CollecTRI2;GEREDB_CollecTRI2;CollecTRI2;GEREDB_CollecTRI;ExTRI_CollecTRI
Q99684	O14543	GFI1	SOCS3	True	True	True	True	True	True	CollecTRI;CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI
P14921	P22301	ETS1	IL10	True	True	True	True	False	True	CollecTRI;PAZAR_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;NTNU.Curated_CollecTRI;DoRothEA-A_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;TRED_DoRothEA;RegNetwork_DoRothEA;CytReg_CollecTRI2;CytReg_CollecTRI;ExTRI_CollecTRI
P08047	P35625	SP1	TIMP3	True	True	False	True	True	False	CollecTRI;TRRUST_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;TRRUST_CollecTRI2;TRRUST_CollecTRI;CollecTRI2;TRRUST;ExTRI_CollecTRI
Q02078	P14678	MEF2A	SNRPB	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P04637	P61024	TP53	CKS1B	True	False	True	True	False	True	CollecTRI;ExTRI2_CollecTRI2;NTNU.Curated_CollecTRI;GEREDB_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;GEREDB_CollecTRI;ExTRI_CollecTRI
Q9H3D4	P61024	TP63	CKS1B	True	False	True	True	False	True	CollecTRI;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI_CollecTRI
