source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	sources
P84022	P05412	SMAD3	JUN	True	True	False	True	True	False	CollecTRI;TFactS_DoRothEA;TRRUST_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;TFactS_CollecTRI;TfactS_CollecTRI2;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_CollecTRI2;DoRothEA-A_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;TRED_DoRothEA;RegNetwork_DoRothEA;TRRUST;ExTRI_CollecTRI
P01106	O14746	MYC	TERT	True	True	False	True	True	False	TFactS_DoRothEA;TFactS_CollecTRI;TfactS_CollecTRI2;DoRothEA-A_CollecTRI2;ExTRI_CollecTRI;TRRUST_CollecTRI;TRED_DoRothEA;TRRUST;Pavlidis_CollecTRI2;HTRIdb_DoRothEA;HTRIdb_CollecTRI2;ExTRI2_CollecTRI2;NTNU.Curated_CollecTRI;TRRUST_CollecTRI2;NTNUcuration_CollecTRI2;HTRIdb;RegNetwork_DoRothEA;CollecTRI;TRRUST_DoRothEA;DoRothEA;HTRI_CollecTRI;KEGG-MEDICUS;GOA_CollecTRI2;CollecTRI2;DoRothEA-A_CollecTRI;Pavlidis2021_CollecTRI
P17947	P02818	SPI1	BGLAP	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P17275_P17535	P05412	JUNB_JUND	JUN	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412	P05412	JUN	JUN	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;ExTRI_CollecTRI
Q15466	P29466	NR0B2	CASP1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:Q04206	P01375	RELA	TNF	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;IntAct_CollecTRI;GEREDB_CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI
COMPLEX:P15408_P17275	P05412	FOSL2_JUNB	JUN	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412_P15407	P05412	FOSL1_JUN	JUN	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;ExTRI_CollecTRI
COMPLEX:P17535_P53539	P05412	FOSB_JUND	JUN	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;ExTRI_CollecTRI
COMPLEX:P15408_P17535	P05412	FOSL2_JUND	JUN	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;ExTRI_CollecTRI
COMPLEX:P17275_P53539	P05412	FOSB_JUNB	JUN	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;ExTRI_CollecTRI
COMPLEX:P01100_P05412	P05412	FOS_JUN	JUN	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412_P17275	P05412	JUN_JUNB	JUN	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;ExTRI_CollecTRI
COMPLEX:P15407_P17275	P05412	FOSL1_JUNB	JUN	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;ExTRI_CollecTRI
COMPLEX:P15407_P17535	P05412	FOSL1_JUND	JUN	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412_P17535	P05412	JUN_JUND	JUN	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;ExTRI_CollecTRI
COMPLEX:P01100_P17275	P05412	FOS_JUNB	JUN	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;ExTRI_CollecTRI
COMPLEX:P17275	P05412	JUNB	JUN	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;ExTRI_CollecTRI
COMPLEX:P01100_P17535	P05412	FOS_JUND	JUN	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;ExTRI_CollecTRI
P19544	P51843	WT1	NR0B1	True	True	False	True	True	False	CollecTRI;ExTRI2_CollecTRI2;GEREDB_CollecTRI2;CollecTRI2;GEREDB_CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412_P53539	P05412	FOSB_JUN	JUN	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412_P15408	P05412	FOSL2_JUN	JUN	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;ExTRI_CollecTRI
COMPLEX:P17535	P05412	JUND	JUN	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q01201	P01375	RELB	TNF	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;IntAct_CollecTRI;GEREDB_CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI
Q13485	P05412	SMAD4	JUN	True	True	False	True	True	False	CollecTRI;TFactS_DoRothEA;TRRUST_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;TFactS_CollecTRI;TfactS_CollecTRI2;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_CollecTRI2;DoRothEA-A_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;TRED_DoRothEA;RegNetwork_DoRothEA;TRRUST;ExTRI_CollecTRI
P42229	P60568	STAT5A	IL2	True	True	False	True	True	False	CollecTRI;ExTRI2_CollecTRI2;KEGG-MEDICUS;CollecTRI2;ExTRI_CollecTRI
P51692	P60568	STAT5B	IL2	True	True	False	True	True	False	CollecTRI;ExTRI2_CollecTRI2;KEGG-MEDICUS;CollecTRI2;ExTRI_CollecTRI
Q04206	P25445	RELA	FAS	True	True	True	True	True	False	CollecTRI;TRRUST_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;TfactS_CollecTRI2;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;TRRUST;ExTRI_CollecTRI
P08047	P04075	SP1	ALDOA	True	True	False	True	True	False	CollecTRI;TFactS_DoRothEA;ORegAnno;TFactS_CollecTRI;DoRothEA;TfactS_CollecTRI2;DoRothEA-A_CollecTRI2;CollecTRI2;TRED_DoRothEA;TRRD_DoRothEA;RegNetwork_DoRothEA;DoRothEA-A_CollecTRI;PAZAR;ORegAnno_DoRothEA;ExTRI_CollecTRI
P04637	P08069	TP53	IGF1R	True	False	True	True	False	True	CollecTRI;TRRUST_DoRothEA;PAZAR_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;ReMap_DoRothEA;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_CollecTRI2;GEREDB_CollecTRI2;DoRothEA-A_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;TRED_DoRothEA;GEREDB_CollecTRI;RegNetwork_DoRothEA;TRRUST;ExTRI_CollecTRI
Q05516	P20248	ZBTB16	CCNA2	True	False	True	True	False	True	CollecTRI;TRRUST_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;TfactS_CollecTRI2;TRRUST_CollecTRI2;TRRUST_CollecTRI;DoRothEA-A_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;TRRUST;DoRothEA-A_CollecTRI;PAZAR;ExTRI_CollecTRI
P41212	P08700	ETV6	IL3	True	False	True	True	False	True	CollecTRI;ExTRI2_CollecTRI2;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI_CollecTRI
Q01196	P08700	RUNX1	IL3	True	False	True	True	False	True	TfactS_CollecTRI2;DoRothEA-A_CollecTRI2;ExTRI_CollecTRI;JASPAR_DoRothEA;PAZAR_DoRothEA;TRRUST_CollecTRI;TRRUST;CytReg_CollecTRI;ExTRI2_CollecTRI2;HOCOMOCO_DoRothEA;TRRUST_CollecTRI2;NTNUcuration_CollecTRI2;CytReg_CollecTRI2;PAZAR;CollecTRI;TRRUST_DoRothEA;DoRothEA;CollecTRI2;DoRothEA-A_CollecTRI
Q01196	Q02161	RUNX1	RHD	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P42224	P38936	STAT1	CDKN1A	True	True	False	True	True	False	CollecTRI;TFactS_DoRothEA;TRRUST_DoRothEA;PAZAR_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;TFactS_CollecTRI;TfactS_CollecTRI2;TRRUST_CollecTRI2;TRRUST_CollecTRI;DoRothEA-A_CollecTRI2;CollecTRI2;TRED_DoRothEA;RegNetwork_DoRothEA;TRRUST;ExTRI_CollecTRI
P40763	P38936	STAT3	CDKN1A	True	True	False	True	True	False	CollecTRI;TRRUST_DoRothEA;JASPAR_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;TfactS_CollecTRI2;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_CollecTRI2;DoRothEA-A_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;TRED_DoRothEA;RegNetwork_DoRothEA;TRRUST;IntAct_DoRothEA;ARACNe-GTEx_DoRothEA;ExTRI_CollecTRI
P04637	Q9UNA4	TP53	POLI	True	True	True	True	True	True	CollecTRI;CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI
P43268	P19440	ETV4	GGT1	True	True	False	True	True	False	CollecTRI;ExTRI2_CollecTRI2;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI_CollecTRI
COMPLEX:P15408_P17275	P03372	FOSL2_JUNB	ESR1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q14872	Q8IVS2	MTF1	MCAT	True	True	False	True	True	False	CollecTRI;TRRUST_DoRothEA;DoRothEA;TRRUST_CollecTRI2;TRRUST_CollecTRI;SIGNOR_CollecTRI2;CollecTRI2;SIGNOR_CollecTRI;TRRUST;ExTRI_CollecTRI
P16220	P54868	CREB1	HMGCS2	True	True	False	True	True	False	CollecTRI;ExTRI2_CollecTRI2;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI_CollecTRI
Q9Y261	P01275	FOXA2	GCG	True	True	False	True	True	False	CollecTRI;TRRUST_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;TfactS_CollecTRI2;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;TRRUST;ARACNe-GTEx_DoRothEA;ExTRI_CollecTRI
Q13469	P01275	NFATC2	GCG	True	True	False	True	True	False	CollecTRI;CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI
P04637	P06400	TP53	RB1	True	True	True	True	True	False	TFactS_DoRothEA;ORegAnno;TFactS_CollecTRI;TfactS_CollecTRI2;FANTOM4_DoRothEA;GEREDB_CollecTRI2;DoRothEA-A_CollecTRI2;ExTRI_CollecTRI;TRRUST_CollecTRI;TRED_DoRothEA;TRRUST;HTRIdb_DoRothEA;HTRIdb_CollecTRI2;ExTRI2_CollecTRI2;NTNU.Curated_CollecTRI;TRRUST_CollecTRI2;NTNUcuration_CollecTRI2;HTRIdb;RegNetwork_DoRothEA;ORegAnno_DoRothEA;CollecTRI;TRRUST_DoRothEA;DoRothEA;HTRI_CollecTRI;CollecTRI2;GEREDB_CollecTRI;DoRothEA-A_CollecTRI;DoRothEA-reviews_DoRothEA
P17676	P35558	CEBPB	PCK1	True	True	False	True	True	False	CollecTRI;ExTRI2_CollecTRI2;TfactS_CollecTRI2;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI_CollecTRI
P01100	P08183	FOS	ABCB1	True	True	False	True	True	False	CollecTRI;PAZAR_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI_CollecTRI
Q04206	P08183	RELA	ABCB1	True	True	False	True	True	False	CollecTRI;TFactS_DoRothEA;TRRUST_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;TFactS_CollecTRI;TfactS_CollecTRI2;HOCOMOCO_DoRothEA;TRRUST_CollecTRI;TRRUST_CollecTRI2;DoRothEA-A_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;TRRUST;ExTRI_CollecTRI
P04637	P38936	TP53	CDKN1A	True	True	True	True	True	False	TFactS_CollecTRI;TfactS_CollecTRI2;DoRothEA-A_CollecTRI2;ExTRI_CollecTRI;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA;TRRUST_CollecTRI;SIGNOR_CollecTRI;TRED_DoRothEA;TRRUST;HTRIdb_DoRothEA;SIGNOR_CollecTRI2;HTRIdb_CollecTRI2;ExTRI2_CollecTRI2;HOCOMOCO_DoRothEA;NTNU.Curated_CollecTRI;TRRUST_CollecTRI2;NTNUcuration_CollecTRI2;HTRIdb;RegNetwork_DoRothEA;IntAct_DoRothEA;CollecTRI;TRRUST_DoRothEA;DoRothEA;GOA_CollecTRI;HTRI_CollecTRI;KEGG-MEDICUS;GOA_CollecTRI2;CollecTRI2;SIGNOR;DoRothEA-A_CollecTRI;DoRothEA-reviews_DoRothEA
COMPLEX:P05412	P03372	JUN	ESR1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
Q01094	P38936	E2F1	CDKN1A	True	True	False	True	True	False	CollecTRI;TFactS_DoRothEA;TRRUST_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;TFactS_CollecTRI;TfactS_CollecTRI2;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_CollecTRI2;GEREDB_CollecTRI2;DoRothEA-A_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;GEREDB_CollecTRI;TRRUST;ExTRI_CollecTRI
O00716	P38936	E2F3	CDKN1A	True	True	False	True	True	False	CollecTRI;TFactS_DoRothEA;TRRUST_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;TFactS_CollecTRI;TfactS_CollecTRI2;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_CollecTRI2;GEREDB_CollecTRI2;DoRothEA-A_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI2;GEREDB_CollecTRI;TRRUST;ExTRI_CollecTRI
O60381	P38936	HBP1	CDKN1A	True	False	True	True	False	True	CollecTRI;TRRUST_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;TFactS_CollecTRI;TfactS_CollecTRI2;TRRUST_CollecTRI2;TRRUST_CollecTRI;CollecTRI2;TRRUST;ExTRI_CollecTRI
P25490	P04150	YY1	NR3C1	True	True	False	True	True	False	TFactS_DoRothEA;TFactS_CollecTRI;TfactS_CollecTRI2;FANTOM4_DoRothEA;DoRothEA-A_CollecTRI2;ExTRI_CollecTRI;JASPAR_DoRothEA;ReMap_DoRothEA;TRRUST_CollecTRI;TRRUST;Pavlidis_CollecTRI2;ExTRI2_CollecTRI2;HOCOMOCO_DoRothEA;NTNU.Curated_CollecTRI;TRRUST_CollecTRI2;NTNUcuration_CollecTRI2;CollecTRI;TRRUST_DoRothEA;DoRothEA;CollecTRI2;Pavlidis2021_CollecTRI
COMPLEX:P17275_P17535	P03372	JUNB_JUND	ESR1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412_P15407	P03372	FOSL1_JUN	ESR1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P17535_P53539	P03372	FOSB_JUND	ESR1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P15408_P17535	P03372	FOSL2_JUND	ESR1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P17275_P53539	P03372	FOSB_JUNB	ESR1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P01100_P05412	P03372	FOS_JUN	ESR1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412_P17275	P03372	JUN_JUNB	ESR1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P15407_P17275	P03372	FOSL1_JUNB	ESR1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P15407_P17535	P03372	FOSL1_JUND	ESR1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412_P17535	P03372	JUN_JUND	ESR1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P01100_P17275	P03372	FOS_JUNB	ESR1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P17275	P03372	JUNB	ESR1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P01100_P17535	P03372	FOS_JUND	ESR1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412_P53539	P03372	FOSB_JUN	ESR1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412_P15408	P03372	FOSL2_JUN	ESR1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:P17535	P03372	JUND	ESR1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
P03372	P45983	ESR1	MAPK8	True	True	False	True	True	False	CollecTRI;PAZAR_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;CollecTRI2;ExTRI_CollecTRI
P05412	P45983	JUN	MAPK8	True	True	False	False	False	False	CollecTRI;TRRUST_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;TRRUST_CollecTRI2;TRRUST_CollecTRI;CollecTRI2;TRRUST;ExTRI_CollecTRI
P04637	P68133	TP53	ACTA1	True	True	False	True	True	False	CollecTRI;CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI
COMPLEX:Q00653_Q01201	P01375	NFKB2_RELB	TNF	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;IntAct_CollecTRI;GEREDB_CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI
Q14994	P20813	NR1I3	CYP2B6	True	True	False	True	True	False	CollecTRI;TRRUST_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_CollecTRI2;GEREDB_CollecTRI2;NTNUcuration_CollecTRI2;SIGNOR_CollecTRI2;CollecTRI2;SIGNOR_CollecTRI;GEREDB_CollecTRI;TRRUST;ExTRI_CollecTRI
P53567	P07476	CEBPG	IVL	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI_CollecTRI
O60675	P68871	MAFK	HBB	True	True	False	True	True	False	CollecTRI;CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI
Q9Y4A8	P68871	NFE2L3	HBB	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI_CollecTRI
P04637	P10415	TP53	BCL2	True	False	True	True	False	True	TFactS_CollecTRI;TfactS_CollecTRI2;DoRothEA-A_CollecTRI2;ExTRI_CollecTRI;TRRUST_CollecTRI;SIGNOR_CollecTRI;TRED_DoRothEA;TRRUST;SIGNOR_CollecTRI2;ExTRI2_CollecTRI2;NTNU.Curated_CollecTRI;TRRUST_CollecTRI2;NTNUcuration_CollecTRI2;RegNetwork_DoRothEA;CollecTRI;TRRUST_DoRothEA;DoRothEA;GOA_CollecTRI2;CollecTRI2
O14813	P09172	PHOX2A	DBH	True	True	False	True	True	False	CollecTRI;TRRUST_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;TFactS_CollecTRI;TfactS_CollecTRI2;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_CollecTRI2;NTNUcuration_CollecTRI2;GOA_CollecTRI2;CollecTRI2;TRRUST;PAZAR;ExTRI_CollecTRI
Q14765	P29460	STAT4	IL12B	True	True	False	True	True	False	CollecTRI;CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI
Q14765	P01562	STAT4	IFNA1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653	P01375	NFKB2	TNF	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;IntAct_CollecTRI;GEREDB_CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI
Q14765	P10914	STAT4	IRF1	True	True	False	True	True	False	CollecTRI;TRRUST_DoRothEA;JASPAR_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;TRRUST_CollecTRI2;FANTOM4_DoRothEA;TRRUST_CollecTRI;DoRothEA-A_CollecTRI2;CollecTRI2;TRED_DoRothEA;RegNetwork_DoRothEA;TRRUST;ARACNe-GTEx_DoRothEA;ExTRI_CollecTRI
COMPLEX:P17275_P17535	P05231	JUNB_JUND	IL6	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;GEREDB_CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412	P05231	JUN	IL6	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;GEREDB_CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI
COMPLEX:P19838	P01375	NFKB1	TNF	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;IntAct_CollecTRI;GEREDB_CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI
COMPLEX:P15408_P17275	P05231	FOSL2_JUNB	IL6	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;GEREDB_CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412_P15407	P05231	FOSL1_JUN	IL6	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;GEREDB_CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI
COMPLEX:P17535_P53539	P05231	FOSB_JUND	IL6	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;GEREDB_CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI
COMPLEX:P15408_P17535	P05231	FOSL2_JUND	IL6	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;GEREDB_CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI
COMPLEX:P17275_P53539	P05231	FOSB_JUNB	IL6	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;GEREDB_CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI
COMPLEX:P01100_P05412	P05231	FOS_JUN	IL6	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;GEREDB_CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412_P17275	P05231	JUN_JUNB	IL6	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;GEREDB_CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI
COMPLEX:P15407_P17275	P05231	FOSL1_JUNB	IL6	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;GEREDB_CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI
COMPLEX:P15407_P17535	P05231	FOSL1_JUND	IL6	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;GEREDB_CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412_P17535	P05231	JUN_JUND	IL6	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;GEREDB_CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI
COMPLEX:P01100_P17275	P05231	FOS_JUNB	IL6	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;GEREDB_CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI
COMPLEX:P17275	P05231	JUNB	IL6	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;GEREDB_CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI
COMPLEX:P01100_P17535	P05231	FOS_JUND	IL6	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;GEREDB_CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412_P53539	P05231	FOSB_JUN	IL6	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;GEREDB_CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI
COMPLEX:P05412_P15408	P05231	FOSL2_JUN	IL6	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;GEREDB_CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI
COMPLEX:P17535	P05231	JUND	IL6	True	True	False	True	True	False	CollecTRI;TFactS_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;GEREDB_CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI
P15336	P05231	ATF2	IL6	True	True	False	True	True	False	CollecTRI;ExTRI2_CollecTRI2;SIGNOR_CollecTRI2;CollecTRI2;SIGNOR_CollecTRI;CytReg_CollecTRI2;CytReg_CollecTRI;ExTRI_CollecTRI
P19544	P11926	WT1	ODC1	True	True	False	True	True	False	CollecTRI;TRRUST_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;TfactS_CollecTRI2;TRRUST_CollecTRI2;TRRUST_CollecTRI;DoRothEA-A_CollecTRI2;CollecTRI2;TRED_DoRothEA;RegNetwork_DoRothEA;TRRUST;ExTRI_CollecTRI
P49116	P24385	NR2C2	CCND1	True	True	False	True	True	False	CollecTRI;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;CollecTRI2;ExTRI_CollecTRI
Q14653	P01562	IRF3	IFNA1	True	True	False	True	True	False	CollecTRI;TRRUST_DoRothEA;ExTRI2_CollecTRI2;DoRothEA;TRRUST_CollecTRI2;TRRUST_CollecTRI;DoRothEA-A_CollecTRI2;CollecTRI2;TRRUST;CytReg_CollecTRI2;CytReg_CollecTRI;ExTRI_CollecTRI
COMPLEX:Q00653_Q04206	O15431	NFKB2_RELA	SLC31A1	True	True	False	True	True	False	CollecTRI;ExTRI_CollecTRI
