locusId,expName,fit,t,expGroup,condition_1,media,gene,desc,organism
MMP_RS08915,set1IT077,-3.37937323531806,-3.32224843859473,mixed community,Ethanolamine,McCas,,2 5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase,beril_Methanococcus_S2
MMP_RS08585,set1IT076,-3.37757330312444,-3.8509732348169,mixed community,Ethanolamine,McCas,,flagellin,beril_Methanococcus_S2
MMP_RS02645,set1IT058,-3.22363041869047,-13.3373940843501,mixed community,Ethanol,McCas,,ArsR family transcriptional regulator,beril_Methanococcus_S2
MMP_RS05460,set1IT078,-3.1396960649477,-5.06207094616899,mixed community,Ethanolamine,McCas,,YcaO-related McrA-glycine thioamidation protein,beril_Methanococcus_S2
MMP_RS07190,set1IT067,-3.11313067748375,-12.0081207135714,mixed community,"1,3-Propanediol",McCas,,chromosome segregation protein SMC,beril_Methanococcus_S2
MMP_RS00060,set1IT077,-3.04538435057792,-1.78391092857234,mixed community,Ethanolamine,McCas,,3-dehydroquinate synthase II,beril_Methanococcus_S2
GFF1470,set4H18,-4.67496498621222,-3.21086933957663,marine broth,,marine_broth_2216,,Uncharacterized conserved protein,beril_Phaeo
GFF3921,set7IT073,-4.58996999239966,-3.16471338289564,marine broth,,marine_broth_2216,,"dTDP-glucose 4,6-dehydratase RffG",beril_Phaeo
GFF2445,set4H18,-4.35622057817215,-2.85195080767189,marine broth,,marine_broth_2216,,putative leucine-responsive regulatory protein,beril_Phaeo
GFF3241,set4H18,-3.92997182201684,-10.3692301081447,marine broth,,marine_broth_2216,,Predicted periplasmic protein,beril_Phaeo
GFF1579,set4H18,-3.1581837362318,-9.01219911872639,marine broth,,marine_broth_2216,,"putative L,D-transpeptidase",beril_Phaeo
GFF2024,set4H18,-3.07520912219911,-5.36595087203012,marine broth,,marine_broth_2216,,queuine tRNA-ribosyltransferase Tgt,beril_Phaeo
CA264_20935,set3IT028,-3.00217210291207,-1.75618759476018,marine broth,,marine_broth_2216,,transcriptional regulator,beril_Ponti
Psyr_1196,set2IT076,-5.99457500087624,-2.59648621777549,in planta,,,,type III secretion protein HrpD,beril_SyringaeB728a
Psyr_4940,set2IT077,-5.5499624325706,-2.83668784891584,in planta,,,,"3'(2'),5'-bisphosphate nucleotidase",beril_SyringaeB728a
Psyr_1983,set7IT019,-5.47446585037203,-3.77658931851802,in planta,,,,"3-isopropylmalate dehydratase, large subunit",beril_SyringaeB728a
Psyr_1998,set2IT076,-5.32974959123844,-2.69419959936525,in planta,,,,"lipoprotein, putative",beril_SyringaeB728a
Psyr_1985,set3IT040,-5.28864201635226,-8.81775199031297,in planta,,,,3-isopropylmalate dehydrogenase,beril_SyringaeB728a
Psyr_4580,set2IT076,-5.18159708572494,-3.56958115918198,in planta,,,,anthranilate phosphoribosyltransferase,beril_SyringaeB728a
Psyr_1198,set2IT077,-4.99813486034476,-2.8451390997817,in planta,,,,type III secretion protein HrpF,beril_SyringaeB728a
Psyr_4897,set7IT019,-4.94381115701091,-4.52716744064718,in planta,,,,imidazoleglycerol-phosphate dehydratase,beril_SyringaeB728a
Psyr_4774,set2IT095,-4.85251584844461,-2.21314178269015,in planta,,,,Hypothetical protein,beril_SyringaeB728a
Psyr_1669,set2IT077,-4.81775658607178,-5.72927901481317,in planta,,,,O-succinylhomoserine sulfhydrylase,beril_SyringaeB728a
Psyr_1217,set2IT077,-4.76647907067692,-3.28341905076614,in planta,,,,Sigma-70 region 2:Sigma-70 region 4,beril_SyringaeB728a
Psyr_0847,set7IT018,-4.75539918196761,-7.24535643170843,in planta,,,,"acetolactate synthase, small subunit",beril_SyringaeB728a
Psyr_1350,set7IT027,-4.74596626175393,-3.26814130398834,in planta,,,,"site-2 protease, Metallo peptidase, MEROPS family M50B",beril_SyringaeB728a
Psyr_3597,set2IT081,-4.71926310107271,-1.51246764275961,in planta,,,,ABC transporter,beril_SyringaeB728a
Psyr_1733,set2IT076,-4.7044809469029,-2.05196844478552,in planta,,,,"Peptidyl-prolyl cis-trans isomerase, cyclophilin type",beril_SyringaeB728a
Psyr_0473,set2IT076,-4.68796119986188,-6.39881295150754,in planta,,,,Methionine biosynthesis MetW,beril_SyringaeB728a
Psyr_0167,set7IT014,-4.63987973926115,-5.47703736514405,in planta,,,,hypothetical protein,beril_SyringaeB728a
Psyr_0557,set2IT081,-4.61145338065364,-4.48426478486536,in planta,,,,phosphoserine phosphatase,beril_SyringaeB728a
Psyr_5072,set2IT076,-4.57257691102284,-1.15304587673805,in planta,,,,Cobalamin synthesis protein/P47K:Cobalamin synthesis protein/P47K,beril_SyringaeB728a
Psyr_1056,set6IT084,-4.57223388278011,-5.40541267392049,in planta,,,,Poly(beta-D-mannuronate) lyase,beril_SyringaeB728a
Psyr_2612,set2IT076,-4.56158430853974,-2.24590138737574,in planta,,,,"syrP protein, putative",beril_SyringaeB728a
Psyr_1946,set2IT076,-4.56104230635127,-2.2913583738243,in planta,,,,diaminobutyrate aminotransferase apoenzyme,beril_SyringaeB728a
Psyr_4582,set2IT077,-4.54945826756913,-1.17143839879765,in planta,,,,hypothetical protein,beril_SyringaeB728a
Psyr_4116,set2IT095,-4.50844155137674,-1.68795959840001,in planta,,,,Transport-associated protein,beril_SyringaeB728a
Psyr_0831,set3IT032,-4.47766735013156,-3.07351056162688,in planta,,,,Two-component response regulator CbrB,beril_SyringaeB728a
Psyr_4134,set7IT018,-4.45775030022512,-9.91701711413696,in planta,,,,ATP phosphoribosyltransferase (homohexameric),beril_SyringaeB728a
Psyr_1212,set7IT030,-4.41230422819859,-4.1257972718088,in planta,,,,type III secretion protein HrpO,beril_SyringaeB728a
Psyr_0576,set6IT084,-4.41159762493809,-4.27297030978613,in planta,,,,"ATP phosphoribosyltransferase regulatory subunit, putative",beril_SyringaeB728a
Psyr_0907,set2IT077,-4.40376350759789,-2.94795544182908,in planta,,,,conserved hypothetical protein,beril_SyringaeB728a
Psyr_2264,set2IT076,-4.29104034712626,-2.09445426396496,in planta,,,,"Oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal",beril_SyringaeB728a
Psyr_0827,set2IT080,-4.2752520918995,-5.0472632591845,in planta,,,,pantothenate synthetase,beril_SyringaeB728a
Psyr_0474,set6IT083,-4.27038639476504,-11.9235427600757,in planta,,,,homoserine O-acetyltransferase,beril_SyringaeB728a
Psyr_4754,set3IT032,-4.24136080486762,-2.89427871798288,in planta,,,,16S rRNA m(2)G-966 methyltransferase,beril_SyringaeB728a
Psyr_3667,set2IT095,-4.23062762326276,-3.21957746742507,in planta,,,,conserved hypothetical protein,beril_SyringaeB728a
Psyr_3808,set2IT076,-4.17209854525378,-1.48991120603275,in planta,,,,hypothetical protein,beril_SyringaeB728a
Psyr_0219,set5IT059,-4.1689947622075,-11.9276312467859,in planta,,,,phosphomannomutase,beril_SyringaeB728a
Psyr_0954,set2IT076,-4.16672652336193,-3.06102899049545,in planta,,,,Protein of unknown function UPF0153,beril_SyringaeB728a
Psyr_0025,set7IT014,-4.10641667994984,-6.19628066710054,in planta,,,,shikimate dehydrogenase,beril_SyringaeB728a
Psyr_0846,set7IT019,-4.03019345207569,-11.5608855566739,in planta,,,,"acetolactate synthase, large subunit",beril_SyringaeB728a
Psyr_0469,set2IT095,-4.00469538554487,-11.2008260965693,in planta,,,,dihydroxyacid dehydratase,beril_SyringaeB728a
Psyr_4894,set7IT018,-3.9943218148656,-7.2965291565358,in planta,,,,1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase,beril_SyringaeB728a
Psyr_4133,set7IT030,-3.9654507667803,-15.8800619421148,in planta,,,,histidinol dehydrogenase,beril_SyringaeB728a
Psyr_3958,set3IT039,-3.96441415295469,-12.1259505717001,in planta,,,,"RNA polymerase, sigma-24 subunit, RpoE",beril_SyringaeB728a
Psyr_3601,set2IT076,-3.95010145273172,-1.40914324455914,in planta,,,,conserved hypothetical protein,beril_SyringaeB728a
Psyr_0385,set2IT077,-3.94169003590335,-4.65164382102103,in planta,,,,phosphoribosyl-ATP pyrophosphatase,beril_SyringaeB728a
Psyr_0915,set7IT014,-3.93778287354623,-12.9292075849858,in planta,,,,NAD-dependent epimerase/dehydratase,beril_SyringaeB728a
Psyr_0704,set2IT076,-3.93125852314172,-9.88975673966337,in planta,,,,glutamate 5-kinase,beril_SyringaeB728a
Psyr_3934,set2IT076,-3.89962895487641,-1.31843921065437,in planta,,,,Short-chain dehydrogenase/reductase SDR,beril_SyringaeB728a
Psyr_4262,set2IT077,-3.86674355549871,-1.40895947601266,in planta,,,,"lipoprotein, putative",beril_SyringaeB728a
Psyr_0848,set2IT095,-3.85956345834502,-10.1941321608371,in planta,,,,ketol-acid reductoisomerase,beril_SyringaeB728a
Psyr_3854,set2IT076,-3.78119662441361,-0.940521980665542,in planta,,,,OmpA/MotB,beril_SyringaeB728a
Psyr_3701,set2IT077,-3.77550003014492,-2.56349224798782,in planta,,,,"thioredoxin, putative",beril_SyringaeB728a
Psyr_2733,set2IT076,-3.76054666484619,-3.4615347331102,in planta,,,,Short-chain dehydrogenase/reductase SDR,beril_SyringaeB728a
Psyr_3755,set2IT076,-3.74606996506876,-1.52144238571986,in planta,,,,conserved hypothetical protein,beril_SyringaeB728a
Psyr_1210,set3IT040,-3.7094678023367,-6.89058265525786,in planta,,,,type III secretion protein HrcQa,beril_SyringaeB728a
Psyr_0386,set7IT018,-3.69400067435331,-5.89585223425006,in planta,,,,phosphoribosyl-AMP cyclohydrolase,beril_SyringaeB728a
Psyr_3886,set6IT084,-3.68380152694975,-2.91205876497175,in planta,,,,methionyl-tRNA synthetase,beril_SyringaeB728a
Psyr_1190,set7IT027,-3.64410527334554,-5.39557559502843,in planta,,,,type III transcriptional regulator HrpR,beril_SyringaeB728a
Psyr_2462,set2IT081,-3.61213171984642,-5.95421938498588,in planta,,,,"Nitrite/sulfite reductase, hemoprotein beta-component, ferrodoxin-like:Nitrite and sulphite reductase 4Fe-4S region",beril_SyringaeB728a
Psyr_3174,set3IT031,-3.60375124408508,-6.30946208976734,in planta,,,,uroporphyrinogen-III C-methyltransferase / precorrin-2 dehydrogenase,beril_SyringaeB728a
Psyr_4224,set2IT095,-3.6033758725211,-2.13317044741912,in planta,,,,conserved hypothetical protein,beril_SyringaeB728a
Psyr_4132,set2IT095,-3.58719228038747,-10.9413192083999,in planta,,,,histidinol phosphate aminotransferase apoenzyme,beril_SyringaeB728a
Psyr_1419,set2IT077,-3.58263450633463,-2.4620817917077,in planta,,,,preQ(0) biosynthesis protein QueC,beril_SyringaeB728a
Psyr_3287,set2IT076,-3.57012458099466,-2.36426303029254,in planta,,,,DNA topoisomerase I,beril_SyringaeB728a
Psyr_2562,set2IT076,-3.54547859681712,-2.13250826365121,in planta,,,,hypothetical protein,beril_SyringaeB728a
Psyr_3555,set2IT081,-3.50303047733385,-2.15508354498542,in planta,,,,aspartate kinase,beril_SyringaeB728a
Psyr_2501,set2IT076,-3.46638835780171,-2.7432135440822,in planta,,,,Hemerythrin,beril_SyringaeB728a
Psyr_0383,set5IT059,-3.46445182161448,-2.2034258097186,in planta,,,,Twin-arginine translocation protein TatB,beril_SyringaeB728a
Psyr_4015,set2IT076,-3.45316274975618,-2.26792379010095,in planta,,,,conserved domain protein,beril_SyringaeB728a
Psyr_4144,set7IT018,-3.40074533208704,-1.21019287520184,in planta,,,,Protein of unknown function DUF1239,beril_SyringaeB728a
Psyr_3673,set7IT030,-3.38728587799381,-3.44448105105084,in planta,,,,Phosphoglycerate/bisphosphoglycerate mutase,beril_SyringaeB728a
Psyr_3290,set2IT077,-3.38294944093976,-3.87231679373955,in planta,,,,3-hydroxyacyl-CoA dehydrogenase / short chain enoyl-CoA hydratase,beril_SyringaeB728a
Psyr_1588,set2IT076,-3.3750879943671,-2.31996553539243,in planta,,,,"Putative exonuclease, RdgC",beril_SyringaeB728a
Psyr_3281,set1IT049,-3.35545641207496,-3.86110939913015,in planta,epiphytic,,,"Glycoside hydrolase, family 3, N-terminal",beril_SyringaeB728a
Psyr_1247,set2IT095,-3.35427271875697,-3.06582362592335,in planta,,,,conserved hypothetical protein,beril_SyringaeB728a
Psyr_4896,set7IT030,-3.34851307333997,-8.42673222772429,in planta,,,,imidazole glycerol phosphate synthase subunit hisH,beril_SyringaeB728a
Psyr_3835,set7IT018,-3.33773315135916,-2.55597339115905,in planta,,,,hypothetical protein,beril_SyringaeB728a
Psyr_3837,set2IT076,-3.33754480851316,-2.77122460790364,in planta,,,,conserved hypothetical protein,beril_SyringaeB728a
Psyr_3135,set2IT077,-3.32745143079356,-2.24525315158251,in planta,,,,"transcriptional regulator, GntR family",beril_SyringaeB728a
Psyr_3554,set7IT019,-3.28602019082771,-1.16611316504745,in planta,,,,Carbon storage regulator,beril_SyringaeB728a
Psyr_1213,set3IT040,-3.24846379065612,-5.68469276379844,in planta,,,,type III secretion cytoplasmic ATPase HrcN,beril_SyringaeB728a
Psyr_3676,set2IT076,-3.2386386333136,-4.60626809039459,in planta,,,,adenosylcobyric acid synthase (glutamine-hydrolysing),beril_SyringaeB728a
Psyr_2543,set7IT018,-3.22053091805509,-2.27003601516722,in planta,,,,conserved hypothetical protein,beril_SyringaeB728a
Psyr_3458,set2IT076,-3.19968690990139,-1.50711217462052,in planta,,,,Flagellar hook-basal body complex protein FliE,beril_SyringaeB728a
Psyr_3805,set3IT031,-3.18638797625291,-3.60913849040748,in planta,,,,hypothetical protein,beril_SyringaeB728a
Psyr_2613,set2IT076,-3.18266167979811,-7.02063819562011,in planta,,,,Cyclic peptide transporter,beril_SyringaeB728a
Psyr_3684,set5IT059,-3.17046360551241,-2.6966374186812,in planta,,,,NLP/P60,beril_SyringaeB728a
Psyr_1195,set3IT040,-3.17034008808543,-9.2516616006855,in planta,,,,"type III secretion apparatus lipoprotein, YscJ/HrcJ family",beril_SyringaeB728a
Psyr_0923,set5IT060,-3.1537041678712,-6.29989435526019,in planta,,,,hypothetical protein,beril_SyringaeB728a
Psyr_1953,set3IT039,-3.14536296859047,-2.24010754263655,in planta,,,,conserved hypothetical protein,beril_SyringaeB728a
Psyr_1447,set2IT095,-3.0954302705169,-2.70868961015099,in planta,,,,conserved hypothetical protein,beril_SyringaeB728a
Psyr_3293,set2IT081,-3.09246515422905,-2.72520207596327,in planta,,,,UspA,beril_SyringaeB728a
Psyr_2619,set2IT076,-3.0853361855182,-3.38187160400075,in planta,,,,diaminobutyrate aminotransferase apoenzyme,beril_SyringaeB728a
Psyr_1411,set2IT076,-3.07973084937823,-3.21009039751762,in planta,,,,4-hydroxybenzoyl-CoA thioesterase,beril_SyringaeB728a
Psyr_3640,set2IT077,-3.0550563033452,-3.2069730983664,in planta,,,,conserved hypothetical protein,beril_SyringaeB728a
Psyr_3028,set2IT076,-3.00938679043955,-2.24183677413228,in planta,,,,Protein of unknown function DUF28,beril_SyringaeB728a
