n,mcc,precision,recall,tp,fp,tn,fn,prevalence,organism,component,bucket_type,bucket_value
3423,0.15926503644157988,0.1804556354916067,0.6967592592592593,301,1367,1624,131,0.12620508326029797,mtuberculosis,cross_org_LNN,kw_translation,0
70,0.7144345083117603,0.9166666666666666,0.9821428571428571,55,5,9,1,0.8,mtuberculosis,ortholog_prior,kw_translation,1
74,0.04271098020907248,0.7777777777777778,0.8596491228070176,49,14,3,8,0.7702702702702703,mtuberculosis,PPI,kw_translation,1
74,0.437717532954144,0.8142857142857143,1.0,57,13,4,0,0.7702702702702703,mtuberculosis,cross_org_LNN,kw_translation,1
932,0.5412688444427475,0.717391304347826,0.6513157894736842,198,78,550,106,0.3261802575107296,mtuberculosis,ortholog_prior,kw_atp,0
3490,0.128918970541441,0.1857318573185732,0.6265560165975104,302,1324,1684,180,0.13810888252148998,mtuberculosis,PPI,kw_atp,0
3490,0.18592668088397318,0.2027729636048527,0.7282157676348547,351,1380,1628,131,0.13810888252148998,mtuberculosis,cross_org_LNN,kw_atp,0
841,0.5475174090806273,0.7433962264150943,0.6566666666666666,197,68,473,103,0.356718192627824,mtuberculosis,ortholog_prior,kw_membrane,0
3039,0.12611029169116794,0.1900604432505037,0.6431818181818182,283,1206,1393,157,0.1447844685751892,mtuberculosis,PPI,kw_membrane,0
3039,0.1927286631317623,0.21200260926288322,0.7386363636363636,325,1208,1391,115,0.1447844685751892,mtuberculosis,cross_org_LNN,kw_membrane,0
95,0.30166411220943457,0.2857142857142857,0.5,4,10,77,4,0.08421052631578947,mtuberculosis,ortholog_prior,kw_membrane,1
458,0.1478745117175577,0.17482517482517482,0.5102040816326531,25,118,291,24,0.10698689956331878,mtuberculosis,PPI,kw_membrane,1
458,0.15722637667052333,0.16097560975609757,0.673469387755102,33,172,237,16,0.10698689956331878,mtuberculosis,cross_org_LNN,kw_membrane,1
813,0.5327406984854091,0.6682027649769585,0.6502242152466368,145,72,518,78,0.2742927429274293,mtuberculosis,ortholog_prior,kw_synthase,0
3252,0.1368778573893887,0.1625487646293888,0.6613756613756614,250,1288,1586,128,0.11623616236162361,mtuberculosis,PPI,kw_synthase,0
3252,0.15376359616132032,0.16874589625738673,0.6798941798941799,257,1266,1608,121,0.11623616236162361,mtuberculosis,cross_org_LNN,kw_synthase,0
123,0.46293124488145726,0.9032258064516129,0.6588235294117647,56,6,32,29,0.6910569105691057,mtuberculosis,ortholog_prior,kw_synthase,1
245,0.2598757146300144,0.6170212765957447,0.5225225225225225,58,36,98,53,0.4530612244897959,mtuberculosis,PPI,kw_synthase,1
245,0.08984396836515234,0.4697674418604651,0.9099099099099099,101,114,20,10,0.4530612244897959,mtuberculosis,cross_org_LNN,kw_synthase,1
903,0.5573772562187839,0.7348484848484849,0.6554054054054054,194,70,537,102,0.327796234772979,mtuberculosis,ortholog_prior,kw_kinase,0
3439,0.1306107709563806,0.18493150684931506,0.6305732484076433,297,1309,1659,174,0.13695841814480952,mtuberculosis,PPI,kw_kinase,0
3439,0.18905721650718443,0.2025836758661186,0.732484076433121,345,1358,1610,126,0.13695841814480952,mtuberculosis,cross_org_LNN,kw_kinase,0
33,0.19551857514700036,0.4666666666666667,0.5833333333333334,7,8,13,5,0.36363636363636365,mtuberculosis,ortholog_prior,kw_kinase,1
58,0.2196448425017233,0.4230769230769231,0.6111111111111112,11,15,25,7,0.3103448275862069,mtuberculosis,PPI,kw_kinase,1
58,0.1628761506227475,0.37142857142857144,0.7222222222222222,13,22,18,5,0.3103448275862069,mtuberculosis,cross_org_LNN,kw_kinase,1
782,0.5606401050886143,0.749003984063745,0.6714285714285714,188,63,439,92,0.35805626598465473,mtuberculosis,ortholog_prior,kw_dehydrogenase,0
3214,0.14581050177201457,0.1975393028024607,0.6337719298245614,289,1174,1584,167,0.14187927815805848,mtuberculosis,PPI,kw_dehydrogenase,0
3214,0.20532744185969087,0.21451104100946372,0.7456140350877193,340,1245,1513,116,0.14187927815805848,mtuberculosis,cross_org_LNN,kw_dehydrogenase,0
154,0.34523809523809523,0.4642857142857143,0.4642857142857143,13,15,111,15,0.18181818181818182,mtuberculosis,ortholog_prior,kw_dehydrogenase,1
283,-0.015863800638198613,0.11242603550295859,0.5757575757575758,19,150,100,14,0.1166077738515901,mtuberculosis,PPI,kw_dehydrogenase,1
283,0.003512919096121443,0.11764705882352941,0.5454545454545454,18,135,115,15,0.1166077738515901,mtuberculosis,cross_org_LNN,kw_dehydrogenase,1
916,0.5585471599245111,0.7397769516728625,0.6546052631578947,199,70,542,105,0.3318777292576419,mtuberculosis,ortholog_prior,kw_protease,0
3452,0.13435979911492563,0.18944099378881987,0.6327800829875518,305,1305,1665,177,0.13962920046349941,mtuberculosis,PPI,kw_protease,0
3452,0.19142907336353457,0.2066744730679157,0.7323651452282157,353,1355,1615,129,0.13962920046349941,mtuberculosis,cross_org_LNN,kw_protease,0
20,0.0,0.2,0.5,2,8,8,2,0.2,mtuberculosis,ortholog_prior,kw_protease,1
45,-0.05178899987630061,0.13636363636363635,0.42857142857142855,3,19,19,4,0.15555555555555556,mtuberculosis,PPI,kw_protease,1
45,0.043355498476206,0.16666666666666666,0.7142857142857143,5,25,13,2,0.15555555555555556,mtuberculosis,cross_org_LNN,kw_protease,1
932,0.5438302707148365,0.7204301075268817,0.6547231270358306,201,78,547,106,0.3293991416309013,mtuberculosis,ortholog_prior,kw_rrna,0
3492,0.13160674318937976,0.18857493857493857,0.6290983606557377,307,1321,1683,181,0.13974799541809851,mtuberculosis,PPI,kw_rrna,0
3492,0.18897036469241033,0.2056451612903226,0.7315573770491803,357,1379,1625,131,0.13974799541809851,mtuberculosis,cross_org_LNN,kw_rrna,0
932,0.5423986869304362,0.7210144927536232,0.6503267973856209,199,77,549,107,0.3283261802575107,mtuberculosis,ortholog_prior,kw_chaperone,0
3492,0.13083534869516408,0.18796068796068796,0.6283367556468172,306,1322,1683,181,0.13946162657502864,mtuberculosis,PPI,kw_chaperone,0
3492,0.18899527293595372,0.20542412002308136,0.731006160164271,356,1377,1628,131,0.13946162657502864,mtuberculosis,cross_org_LNN,kw_chaperone,0
889,0.5453546066461307,0.7362637362637363,0.6525974025974026,201,72,509,107,0.3464566929133858,mtuberculosis,ortholog_prior,is_hypothetical,0
2877,0.13890031442050432,0.21609862218999276,0.6367521367521367,298,1081,1328,170,0.16266944734098018,mtuberculosis,PPI,is_hypothetical,0
2877,0.1769535825680223,0.2211779448621554,0.7542735042735043,353,1243,1166,115,0.16266944734098018,mtuberculosis,cross_org_LNN,is_hypothetical,0
47,,,,0,6,41,0,0.0,mtuberculosis,ortholog_prior,is_hypothetical,1
620,0.02595417738753265,0.039525691699604744,0.47619047619047616,10,243,356,11,0.03387096774193549,mtuberculosis,PPI,is_hypothetical,1
620,0.0040383209149994015,0.035211267605633804,0.23809523809523808,5,137,462,16,0.03387096774193549,mtuberculosis,cross_org_LNN,is_hypothetical,1
936,0.5427851117845793,0.7204301075268817,0.6525974025974026,201,78,550,107,0.32905982905982906,mtuberculosis,ortholog_prior,is_uncharacterized,0
3497,0.13187271434508388,0.18872549019607843,0.6298568507157464,308,1324,1684,181,0.13983414355161566,mtuberculosis,PPI,is_uncharacterized,0
3497,0.18959305905220095,0.20598388952819333,0.7321063394683026,358,1380,1628,131,0.13983414355161566,mtuberculosis,cross_org_LNN,is_uncharacterized,0
930,0.5455893733798031,0.7230215827338129,0.6547231270358306,201,77,546,106,0.3301075268817204,mtuberculosis,ortholog_prior,is_putative,0
3452,0.128677661804163,0.18865598027127004,0.6283367556468172,306,1316,1649,181,0.14107763615295482,mtuberculosis,PPI,is_putative,0
3452,0.1893771662667506,0.20707656612529002,0.7330595482546202,357,1367,1598,130,0.14107763615295482,mtuberculosis,cross_org_LNN,is_putative,0
45,0.4034732923929645,0.2,1.0,2,8,35,0,0.044444444444444446,mtuberculosis,PPI,is_putative,1
45,0.08799435879854185,0.07142857142857142,0.5,1,13,30,1,0.044444444444444446,mtuberculosis,cross_org_LNN,is_putative,1
2561,0.08788324946656918,0.09671532846715329,0.585635359116022,106,990,1390,75,0.070675517376025,mtuberculosis,PPI,n_orth_bucket,0
2561,0.11046323920671149,0.10181190681622088,0.6519337016574586,118,1041,1339,63,0.070675517376025,mtuberculosis,cross_org_LNN,n_orth_bucket,0
624,0.4202299555101775,0.5887850467289719,0.4772727272727273,63,44,448,69,0.21153846153846154,mtuberculosis,ortholog_prior,n_orth_bucket,1-2
624,0.08400088982800336,0.24269005847953215,0.6287878787878788,83,259,233,49,0.21153846153846154,mtuberculosis,PPI,n_orth_bucket,1-2
624,0.17670057258789282,0.2737430167597765,0.7424242424242424,98,260,232,34,0.21153846153846154,mtuberculosis,cross_org_LNN,n_orth_bucket,1-2
235,0.4706165168132377,0.7525773195876289,0.6576576576576577,73,24,100,38,0.4723404255319149,mtuberculosis,ortholog_prior,n_orth_bucket,3-5
235,0.03746896722878623,0.48872180451127817,0.5855855855855856,65,68,56,46,0.4723404255319149,mtuberculosis,PPI,n_orth_bucket,3-5
235,0.18400177331822415,0.538961038961039,0.7477477477477478,83,71,53,28,0.4723404255319149,mtuberculosis,cross_org_LNN,n_orth_bucket,3-5
77,0.38005847503304596,0.8666666666666667,1.0,65,10,2,0,0.8441558441558441,mtuberculosis,ortholog_prior,n_orth_bucket,6+
77,0.22119998787613404,0.8852459016393442,0.8307692307692308,54,7,5,11,0.8441558441558441,mtuberculosis,PPI,n_orth_bucket,6+
77,0.2600597535034389,0.8805970149253731,0.9076923076923077,59,8,4,6,0.8441558441558441,mtuberculosis,cross_org_LNN,n_orth_bucket,6+
11,0.4485426135725303,0.6,0.75,3,2,5,1,0.36363636363636365,mtuberculosis,ortholog_prior,length_bucket,short(<300bp)
212,0.019060868957930164,0.056074766355140186,0.5454545454545454,6,101,100,5,0.05188679245283019,mtuberculosis,PPI,length_bucket,short(<300bp)
212,0.10264775320204512,0.07865168539325842,0.6363636363636364,7,82,119,4,0.05188679245283019,mtuberculosis,cross_org_LNN,length_bucket,short(<300bp)
444,0.559656768983677,0.7288135593220338,0.6417910447761194,86,32,278,48,0.30180180180180183,mtuberculosis,ortholog_prior,length_bucket,medium(300-1000bp)
1861,0.11960585316824301,0.15486725663716813,0.6511627906976745,140,764,882,75,0.1155292853304675,mtuberculosis,PPI,length_bucket,medium(300-1000bp)
1861,0.17574695761891942,0.1764018691588785,0.7023255813953488,151,705,941,64,0.1155292853304675,mtuberculosis,cross_org_LNN,length_bucket,medium(300-1000bp)
469,0.5254472480633672,0.7124183006535948,0.6606060606060606,109,44,260,56,0.35181236673773986,mtuberculosis,ortholog_prior,length_bucket,long(1k-3k)
1340,0.1585615648384126,0.2551369863013699,0.6008064516129032,149,435,657,99,0.18507462686567164,mtuberculosis,PPI,length_bucket,long(1k-3k)
1340,0.19999303390981607,0.2554347826086957,0.7580645161290323,188,548,544,60,0.18507462686567164,mtuberculosis,cross_org_LNN,length_bucket,long(1k-3k)
12,0.6831300510639732,1.0,0.6,3,0,7,2,0.4166666666666667,mtuberculosis,ortholog_prior,length_bucket,very_long(>3kbp)
84,0.40027117842310445,0.35135135135135137,0.8666666666666667,13,24,45,2,0.17857142857142858,mtuberculosis,PPI,length_bucket,very_long(>3kbp)
84,0.1212277224548248,0.21052631578947367,0.8,12,45,24,3,0.17857142857142858,mtuberculosis,cross_org_LNN,length_bucket,very_long(>3kbp)
936,0.5427851117845793,0.7204301075268817,0.6525974025974026,201,78,550,107,0.32905982905982906,mtuberculosis,ortholog_prior,has_ppi_partner,True
3497,0.13187271434508388,0.18872549019607843,0.6298568507157464,308,1324,1684,181,0.13983414355161566,mtuberculosis,PPI,has_ppi_partner,True
3497,0.18959305905220095,0.20598388952819333,0.7321063394683026,358,1380,1628,131,0.13983414355161566,mtuberculosis,cross_org_LNN,has_ppi_partner,True
