n,mcc,precision,recall,tp,fp,tn,fn,prevalence,organism,component,bucket_type,bucket_value
1360,0.3873508208151125,0.22413793103448276,0.9381443298969072,91,315,948,6,0.0713235294117647,styphimurium,ortholog_prior,kw_translation,0
3187,0.106558531933456,0.05628517823639775,0.7758620689655172,90,1509,1562,26,0.036397866331973644,styphimurium,PPI,kw_translation,0
104,0.4889012070387047,0.5975609756097561,1.0,49,33,22,0,0.47115384615384615,styphimurium,ortholog_prior,kw_translation,1
119,0.2708148212341292,0.48514851485148514,0.9607843137254902,49,52,16,2,0.42857142857142855,styphimurium,PPI,kw_translation,1
1457,0.44548066809953046,0.29045643153526973,0.958904109589041,140,342,969,6,0.10020590253946465,styphimurium,ortholog_prior,kw_atp,0
3296,0.14771454597960393,0.08224852071005917,0.8323353293413174,139,1551,1578,28,0.05066747572815534,styphimurium,PPI,kw_atp,0
10,,,,0,10,0,0,0.0,styphimurium,PPI,kw_atp,1
1308,0.4401952101714822,0.2928416485900217,0.9574468085106383,135,326,841,6,0.10779816513761468,styphimurium,ortholog_prior,kw_membrane,0
2862,0.13823082123064734,0.08471337579617834,0.83125,133,1437,1265,27,0.055904961565338925,styphimurium,PPI,kw_membrane,0
156,0.39774937105930425,0.18518518518518517,1.0,5,22,129,0,0.03205128205128205,styphimurium,ortholog_prior,kw_membrane,1
444,0.15696519010002877,0.046153846153846156,0.8571428571428571,6,124,313,1,0.015765765765765764,styphimurium,PPI,kw_membrane,1
1328,0.42715886630916594,0.2613065326633166,0.9541284403669725,104,294,925,5,0.08207831325301204,styphimurium,ortholog_prior,kw_synthase,0
3127,0.14375317295782217,0.06948831332912192,0.8527131782945736,110,1473,1525,19,0.04125359769747362,styphimurium,PPI,kw_synthase,0
136,0.40213616120447904,0.4,0.972972972972973,36,54,45,1,0.27205882352941174,styphimurium,ortholog_prior,kw_synthase,1
179,0.11949951495244782,0.24786324786324787,0.7631578947368421,29,88,53,9,0.2122905027932961,styphimurium,PPI,kw_synthase,1
1405,0.4392429651748455,0.284796573875803,0.9568345323741008,133,334,932,6,0.09893238434163701,styphimurium,ortholog_prior,kw_kinase,0
3196,0.14780429814778862,0.08169533169533169,0.83125,133,1495,1541,27,0.05006257822277847,styphimurium,PPI,kw_kinase,0
59,0.49354811679282456,0.3333333333333333,1.0,7,14,38,0,0.11864406779661017,styphimurium,ortholog_prior,kw_kinase,1
110,0.11107054924683424,0.08333333333333333,0.8571428571428571,6,66,37,1,0.06363636363636363,styphimurium,PPI,kw_kinase,1
1292,0.45435541241892397,0.30248306997742663,0.9640287769784173,134,309,844,5,0.10758513931888544,styphimurium,ortholog_prior,kw_dehydrogenase,0
3015,0.15901862631157795,0.08831341301460824,0.8364779874213837,133,1373,1483,26,0.0527363184079602,styphimurium,PPI,kw_dehydrogenase,0
172,0.27907442987507197,0.13333333333333333,0.8571428571428571,6,39,126,1,0.040697674418604654,styphimurium,ortholog_prior,kw_dehydrogenase,1
291,0.029721914913888203,0.030927835051546393,0.75,6,188,95,2,0.027491408934707903,styphimurium,PPI,kw_dehydrogenase,1
1429,0.44261540428524343,0.28870292887029286,0.9583333333333334,138,340,945,6,0.10076976906927922,styphimurium,ortholog_prior,kw_protease,0
3238,0.14870162918193014,0.08238123872519543,0.8353658536585366,137,1526,1548,27,0.0506485484867202,styphimurium,PPI,kw_protease,0
35,0.38924947208076144,0.2,1.0,2,8,25,0,0.05714285714285714,styphimurium,ortholog_prior,kw_protease,1
68,0.0528616839787318,0.05405405405405406,0.6666666666666666,2,35,30,1,0.04411764705882353,styphimurium,PPI,kw_protease,1
1452,0.44298132069969237,0.28865979381443296,0.958904109589041,140,345,961,6,0.10055096418732783,styphimurium,ortholog_prior,kw_rrna,0
3291,0.14747840465318512,0.08224852071005917,0.8323353293413174,139,1551,1573,28,0.05074445457307809,styphimurium,PPI,kw_rrna,0
12,,,,0,3,9,0,0.0,styphimurium,ortholog_prior,kw_rrna,1
15,,,,0,10,5,0,0.0,styphimurium,PPI,kw_rrna,1
1455,0.44272898778681674,0.28778467908902694,0.9586206896551724,139,344,966,6,0.09965635738831616,styphimurium,ortholog_prior,kw_chaperone,0
3279,0.15076276327991758,0.08229721728833629,0.8424242424242424,139,1550,1564,26,0.05032021957913998,styphimurium,PPI,kw_chaperone,0
27,-0.23452078799117146,0.0,0.0,0,11,14,2,0.07407407407407407,styphimurium,PPI,kw_chaperone,1
1461,0.44217711387095965,0.2874743326488706,0.958904109589041,140,347,968,6,0.0999315537303217,styphimurium,ortholog_prior,is_hypothetical,0
3303,0.14680634857667274,0.08181283107710417,0.8323353293413174,139,1560,1576,28,0.05056009688162277,styphimurium,PPI,is_hypothetical,0
1464,0.4416735907083508,0.28688524590163933,0.958904109589041,140,348,970,6,0.09972677595628415,styphimurium,ortholog_prior,is_uncharacterized,0
3306,0.14681061831138456,0.08176470588235295,0.8323353293413174,139,1561,1578,28,0.05051421657592257,styphimurium,PPI,is_uncharacterized,0
1019,0.4355816529568376,0.3052391799544419,0.9781021897810219,134,305,577,3,0.13444553483807656,styphimurium,ortholog_prior,is_putative,0
1980,0.12727160382360592,0.10467882632831087,0.8461538461538461,132,1129,695,24,0.07878787878787878,styphimurium,PPI,is_putative,0
445,0.25544648798668185,0.12244897959183673,0.6666666666666666,6,43,393,3,0.020224719101123594,styphimurium,ortholog_prior,is_putative,1
1326,0.05933342329948888,0.015945330296127564,0.6363636363636364,7,432,883,4,0.008295625942684766,styphimurium,PPI,is_putative,1
1842,0.016039395547021447,0.013285024154589372,0.5238095238095238,11,817,1004,10,0.011400651465798045,styphimurium,PPI,n_orth_bucket,0
1072,0.3084391521744316,0.14741035856573706,0.8809523809523809,37,214,816,5,0.03917910447761194,styphimurium,ortholog_prior,n_orth_bucket,1-2
1072,0.12133296079019319,0.06118881118881119,0.8333333333333334,35,537,493,7,0.03917910447761194,styphimurium,PPI,n_orth_bucket,1-2
308,0.4671210449923385,0.3741935483870968,0.9830508474576272,58,97,152,1,0.19155844155844157,styphimurium,ortholog_prior,n_orth_bucket,3-5
308,0.17423439646760525,0.23423423423423423,0.8813559322033898,52,170,79,7,0.19155844155844157,styphimurium,PPI,n_orth_bucket,3-5
84,0.16775753073468527,0.5487804878048781,1.0,45,37,2,0,0.5357142857142857,styphimurium,ortholog_prior,n_orth_bucket,6+
84,-0.07282532787740442,0.5256410256410257,0.9111111111111111,41,37,2,4,0.5357142857142857,styphimurium,PPI,n_orth_bucket,6+
46,0.4392976851069794,0.3333333333333333,1.0,8,16,22,0,0.17391304347826086,styphimurium,ortholog_prior,length_bucket,short(<300bp)
214,0.226882947530389,0.1134020618556701,0.9166666666666666,11,86,116,1,0.056074766355140186,styphimurium,PPI,length_bucket,short(<300bp)
766,0.4290085380847997,0.2631578947368421,0.9701492537313433,65,182,517,2,0.08746736292428199,styphimurium,ortholog_prior,length_bucket,medium(300-1000bp)
1742,0.12874382923819058,0.07007125890736342,0.7866666666666666,59,783,884,16,0.04305396096440873,styphimurium,PPI,length_bucket,medium(300-1000bp)
636,0.4512311175656258,0.3062200956937799,0.9411764705882353,64,145,423,4,0.1069182389937107,styphimurium,ortholog_prior,length_bucket,long(1k-3k)
1297,0.15104028497573788,0.09040333796940195,0.8552631578947368,65,654,567,11,0.058596761757902856,styphimurium,PPI,length_bucket,long(1k-3k)
16,0.48038446141526137,0.375,1.0,3,5,8,0,0.1875,styphimurium,ortholog_prior,length_bucket,very_long(>3kbp)
53,0.14621894734833116,0.09523809523809523,1.0,4,38,11,0,0.07547169811320754,styphimurium,PPI,length_bucket,very_long(>3kbp)
1464,0.4416735907083508,0.28688524590163933,0.958904109589041,140,348,970,6,0.09972677595628415,styphimurium,ortholog_prior,has_ppi_partner,True
3306,0.14681061831138456,0.08176470588235295,0.8323353293413174,139,1561,1578,28,0.05051421657592257,styphimurium,PPI,has_ppi_partner,True
1267,0.5957172612815886,0.6801152737752162,0.7261538461538461,236,111,831,89,0.2565114443567482,ccrescentus,ortholog_prior,kw_replication,0
3551,0.17831300862087202,0.18906605922551253,0.7264770240700219,332,1424,1670,125,0.1286961419318502,ccrescentus,PPI,kw_replication,0
34,0.8249579113843054,0.9411764705882353,0.8888888888888888,16,1,15,2,0.5294117647058824,ccrescentus,ortholog_prior,kw_replication,1
63,0.3464885969640083,0.5142857142857142,0.782608695652174,18,17,23,5,0.36507936507936506,ccrescentus,PPI,kw_replication,1
1243,0.5970941107039597,0.6873239436619718,0.7305389221556886,244,111,798,90,0.26870474658085275,ccrescentus,ortholog_prior,kw_transcription,0
3409,0.18483256877686097,0.20059701492537313,0.7241379310344828,336,1339,1606,128,0.13611029627456733,ccrescentus,PPI,kw_transcription,0
58,0.8684807256235828,0.8888888888888888,0.8888888888888888,8,1,48,1,0.15517241379310345,ccrescentus,ortholog_prior,kw_transcription,1
205,0.18147761523572314,0.1206896551724138,0.875,14,102,87,2,0.07804878048780488,ccrescentus,PPI,kw_transcription,1
1190,0.5513642387994279,0.6338028169014085,0.6766917293233082,180,104,820,86,0.2235294117647059,ccrescentus,ortholog_prior,kw_translation,0
3487,0.14507412971598885,0.16248506571087215,0.681704260651629,272,1402,1686,127,0.11442500716948667,ccrescentus,PPI,kw_translation,0
111,0.7189766858544424,0.9,0.935064935064935,72,8,26,5,0.6936936936936937,ccrescentus,ortholog_prior,kw_translation,1
127,0.20546740504443792,0.6666666666666666,0.9629629629629629,78,39,7,3,0.6377952755905512,ccrescentus,PPI,kw_translation,1
1297,0.6031032923154378,0.6888888888888889,0.7315634218289085,248,112,846,91,0.26137239784117194,ccrescentus,ortholog_prior,kw_atp,0
3604,0.17801109706087306,0.19135802469135801,0.7239915074309978,341,1441,1692,130,0.13068812430632631,ccrescentus,PPI,kw_atp,0
10,1.0,1.0,1.0,9,0,1,0,0.9,ccrescentus,PPI,kw_atp,1
1208,0.6060649790446551,0.7037037037037037,0.7329376854599406,247,104,767,90,0.27897350993377484,ccrescentus,ortholog_prior,kw_membrane,0
3381,0.1772959537628456,0.19824561403508772,0.7274678111587983,339,1371,1544,127,0.1378290446613428,ccrescentus,PPI,kw_membrane,0
93,0.5252415132249679,0.38461538461538464,0.8333333333333334,5,8,79,1,0.06451612903225806,ccrescentus,ortholog_prior,kw_membrane,1
233,0.23258507903792225,0.13580246913580246,0.7857142857142857,11,70,149,3,0.060085836909871244,ccrescentus,PPI,kw_membrane,1
1188,0.6121776821034587,0.7108843537414966,0.706081081081081,209,85,807,87,0.24915824915824916,ccrescentus,ortholog_prior,kw_synthase,0
3476,0.17915769885223018,0.18118059614260668,0.7328605200945626,310,1401,1652,113,0.12169159953970081,ccrescentus,PPI,kw_synthase,0
113,0.5134744034880974,0.6142857142857143,0.9148936170212766,43,27,39,4,0.415929203539823,ccrescentus,ortholog_prior,kw_synthase,1
138,0.20741124839201672,0.5,0.7017543859649122,40,40,41,17,0.41304347826086957,ccrescentus,PPI,kw_synthase,1
1258,0.6117862235683801,0.6927536231884058,0.7376543209876543,239,106,828,85,0.2575516693163752,ccrescentus,ortholog_prior,kw_kinase,0
3506,0.18750325796424383,0.1935669155657668,0.7390350877192983,337,1404,1646,119,0.13006274957216202,ccrescentus,PPI,kw_kinase,0
43,0.4342105263157895,0.6842105263157895,0.6842105263157895,13,6,18,6,0.4418604651162791,ccrescentus,ortholog_prior,kw_kinase,1
108,0.08436958338752908,0.26,0.5416666666666666,13,37,47,11,0.2222222222222222,ccrescentus,PPI,kw_kinase,1
1126,0.6398523817589659,0.7058823529411765,0.7817589576547231,240,100,719,67,0.27264653641207814,ccrescentus,ortholog_prior,kw_dehydrogenase,0
3340,0.1775845756461718,0.1938080495356037,0.7113636363636363,313,1302,1598,127,0.1317365269461078,ccrescentus,PPI,kw_dehydrogenase,0
175,0.2902456541329086,0.5,0.3333333333333333,12,12,127,24,0.2057142857142857,ccrescentus,ortholog_prior,kw_dehydrogenase,1
274,0.24382268940594254,0.21022727272727273,0.925,37,139,95,3,0.145985401459854,ccrescentus,PPI,kw_dehydrogenase,1
1259,0.6132089466134629,0.7005649717514124,0.7380952380952381,248,106,817,88,0.26687847498014294,ccrescentus,ortholog_prior,kw_protease,0
3503,0.1832749574155714,0.1974813966800229,0.7309322033898306,345,1402,1629,127,0.1347416500142735,ccrescentus,PPI,kw_protease,0
42,0.35,0.4,0.5714285714285714,4,6,29,3,0.16666666666666666,ccrescentus,ortholog_prior,kw_protease,1
111,0.1302472889762021,0.11363636363636363,0.625,5,39,64,3,0.07207207207207207,ccrescentus,PPI,kw_protease,1
1294,0.6072490365744704,0.6923076923076923,0.7368421052631579,252,112,840,90,0.2642967542503864,ccrescentus,ortholog_prior,kw_rrna,0
3602,0.18231535877321883,0.195176668536175,0.7280334728033473,348,1435,1689,130,0.13270405330372015,ccrescentus,PPI,kw_rrna,0
12,0.31622776601683794,0.25,1.0,2,6,4,0,0.16666666666666666,ccrescentus,PPI,kw_rrna,1
1296,0.6059537720896195,0.6925207756232687,0.7331378299120235,250,111,844,91,0.2631172839506173,ccrescentus,ortholog_prior,kw_chaperone,0
3600,0.18171021015056502,0.1947250280583614,0.7274633123689728,347,1435,1688,130,0.1325,ccrescentus,PPI,kw_chaperone,0
14,0.3892494720807615,0.3333333333333333,1.0,3,6,5,0,0.21428571428571427,ccrescentus,PPI,kw_chaperone,1
1300,0.6062684017417842,0.6923076923076923,0.7346938775510204,252,112,845,91,0.26384615384615384,ccrescentus,ortholog_prior,is_hypothetical,0
3215,0.18222560210364497,0.2103676913803496,0.7347368421052631,349,1310,1430,126,0.14774494556765164,ccrescentus,PPI,is_hypothetical,0
399,-0.03132310439877512,0.007575757575757576,0.2,1,131,263,4,0.012531328320802004,ccrescentus,PPI,is_hypothetical,1
1301,0.606381211091338,0.6923076923076923,0.7346938775510204,252,112,846,91,0.26364335126825517,ccrescentus,ortholog_prior,is_uncharacterized,0
3614,0.18284354387946652,0.1954215522054718,0.7291666666666666,350,1441,1693,130,0.13281682346430548,ccrescentus,PPI,is_uncharacterized,0
1295,0.6057007612474526,0.6923076923076923,0.7346938775510204,252,112,840,91,0.2648648648648649,ccrescentus,ortholog_prior,is_putative,0
3597,0.18171628972234602,0.19553072625698323,0.7291666666666666,350,1440,1677,130,0.13344453711426188,ccrescentus,PPI,is_putative,0
17,,,,0,1,16,0,0.0,ccrescentus,PPI,is_putative,1
2313,0.07104398968853626,0.07829534192269574,0.5766423357664233,79,930,1246,58,0.059230436662343275,ccrescentus,PPI,n_orth_bucket,0
946,0.4929510420715511,0.5695364238410596,0.5771812080536913,86,65,732,63,0.15750528541226216,ccrescentus,ortholog_prior,n_orth_bucket,1-2
946,0.1629963852125357,0.21113243761996162,0.738255033557047,110,411,386,39,0.15750528541226216,ccrescentus,PPI,n_orth_bucket,1-2
280,0.5296611287334618,0.7266187050359713,0.7829457364341085,101,38,113,28,0.4607142857142857,ccrescentus,ortholog_prior,n_orth_bucket,3-5
280,0.18949904206626564,0.5230769230769231,0.7906976744186046,102,93,58,27,0.4607142857142857,ccrescentus,PPI,n_orth_bucket,3-5
75,0.2963744891819096,0.8783783783783784,1.0,65,9,1,0,0.8666666666666667,ccrescentus,ortholog_prior,n_orth_bucket,6+
75,0.2172620473133704,0.8939393939393939,0.9076923076923077,59,7,3,6,0.8666666666666667,ccrescentus,PPI,n_orth_bucket,6+
40,0.6664945108076565,0.9285714285714286,0.6842105263157895,13,1,20,6,0.475,ccrescentus,ortholog_prior,length_bucket,short(<300bp)
319,0.23631011250056802,0.1958041958041958,0.7777777777777778,28,115,168,8,0.11285266457680251,ccrescentus,PPI,length_bucket,short(<300bp)
675,0.6365626784389405,0.7225433526011561,0.7352941176470589,125,48,457,45,0.2518518518518518,ccrescentus,ortholog_prior,length_bucket,medium(300-1000bp)
1927,0.17795776171479263,0.18769883351007424,0.7224489795918367,177,766,916,68,0.12714063310845874,ccrescentus,PPI,length_bucket,medium(300-1000bp)
570,0.5651105752037427,0.6432748538011696,0.7333333333333333,110,61,359,40,0.2631578947368421,ccrescentus,ortholog_prior,length_bucket,long(1k-3k)
1321,0.17664855666303741,0.20765832106038293,0.7268041237113402,141,538,589,53,0.1468584405753217,ccrescentus,PPI,length_bucket,long(1k-3k)
16,0.7453559924999299,0.6666666666666666,1.0,4,2,10,0,0.25,ccrescentus,ortholog_prior,length_bucket,very_long(>3kbp)
47,0.17128606205176408,0.15384615384615385,0.8,4,22,20,1,0.10638297872340426,ccrescentus,PPI,length_bucket,very_long(>3kbp)
1301,0.606381211091338,0.6923076923076923,0.7346938775510204,252,112,846,91,0.26364335126825517,ccrescentus,ortholog_prior,has_ppi_partner,True
3614,0.18284354387946652,0.1954215522054718,0.7291666666666666,350,1441,1693,130,0.13281682346430548,ccrescentus,PPI,has_ppi_partner,True
1208,0.539399799724936,0.58203125,0.680365296803653,149,107,882,70,0.18129139072847683,abaylyi,ortholog_prior,kw_replication,0
2838,0.14823388988467734,0.15318744053282587,0.5897435897435898,161,890,1675,112,0.09619450317124736,abaylyi,PPI,kw_replication,0
36,0.7233393492970545,0.8888888888888888,0.8421052631578947,16,2,15,3,0.5277777777777778,abaylyi,ortholog_prior,kw_replication,1
49,0.2477751187808884,0.47368421052631576,0.9,18,20,9,2,0.40816326530612246,abaylyi,PPI,kw_replication,1
1184,0.5524574179673301,0.6022727272727273,0.691304347826087,159,105,849,71,0.19425675675675674,abaylyi,ortholog_prior,kw_transcription,0
2724,0.1567633087415059,0.16489874638379942,0.6042402826855123,171,866,1575,112,0.1038913362701909,abaylyi,PPI,kw_transcription,0
60,0.6139406135149205,0.6,0.75,6,4,48,2,0.13333333333333333,abaylyi,ortholog_prior,kw_transcription,1
163,0.2638196780795531,0.15384615384615385,0.8,8,44,109,2,0.06134969325153374,abaylyi,PPI,kw_transcription,1
1163,0.5045258511921222,0.5540540540540541,0.634020618556701,123,99,870,71,0.16680997420464316,abaylyi,ortholog_prior,kw_translation,0
2796,0.12246505984384486,0.13452027695351138,0.5506072874493927,136,875,1674,111,0.08834048640915594,abaylyi,PPI,kw_translation,0
81,0.7109798946980319,0.8076923076923077,0.9545454545454546,42,10,27,2,0.5432098765432098,abaylyi,ortholog_prior,kw_translation,1
91,0.22432579252423562,0.5512820512820513,0.9347826086956522,43,35,10,3,0.5054945054945055,abaylyi,PPI,kw_translation,1
1239,0.5548048469085329,0.5977859778597786,0.6952789699570815,162,109,897,71,0.1880548829701372,abaylyi,ortholog_prior,kw_atp,0
2882,0.15685733598318025,0.16051660516605165,0.6041666666666666,174,910,1684,114,0.09993060374739764,abaylyi,PPI,kw_atp,0
1086,0.5568636606524028,0.6086956521739131,0.7,154,99,767,66,0.20257826887661143,abaylyi,ortholog_prior,kw_membrane,0
2448,0.1536601988221771,0.16800804828973842,0.620817843866171,167,827,1352,102,0.10988562091503268,abaylyi,PPI,kw_membrane,0
158,0.5050899264919816,0.5238095238095238,0.6111111111111112,11,10,130,7,0.11392405063291139,abaylyi,ortholog_prior,kw_membrane,1
439,0.16561890158745618,0.12631578947368421,0.5,12,83,332,12,0.05466970387243736,abaylyi,PPI,kw_membrane,1
1139,0.5519694308374868,0.5565217391304348,0.7150837988826816,128,102,858,51,0.15715539947322213,abaylyi,ortholog_prior,kw_synthase,0
2755,0.1394519863138956,0.13399014778325122,0.591304347826087,136,879,1646,94,0.08348457350272233,abaylyi,PPI,kw_synthase,0
105,0.47759166623914495,0.8409090909090909,0.6271186440677966,37,7,39,22,0.5619047619047619,abaylyi,ortholog_prior,kw_synthase,1
132,0.23475414987093374,0.581081081081081,0.6825396825396826,43,31,38,20,0.4772727272727273,abaylyi,PPI,kw_synthase,1
1213,0.5460316747704762,0.5938697318007663,0.6828193832599119,155,106,880,72,0.18713932399010716,abaylyi,ortholog_prior,kw_kinase,0
2840,0.15814797754337317,0.16026241799437677,0.6063829787234043,171,896,1662,111,0.09929577464788733,abaylyi,PPI,kw_kinase,0
31,0.7360328571092236,0.7692307692307693,0.9090909090909091,10,3,17,1,0.3548387096774194,abaylyi,ortholog_prior,kw_kinase,1
47,0.28712820811817386,0.36363636363636365,0.7272727272727273,8,14,22,3,0.23404255319148937,abaylyi,PPI,kw_kinase,1
1081,0.5564909466731156,0.612,0.6954545454545454,153,97,764,67,0.20351526364477335,abaylyi,ortholog_prior,kw_dehydrogenase,0
2640,0.1817654009142227,0.17445482866043613,0.6245353159851301,168,795,1576,101,0.1018939393939394,abaylyi,PPI,kw_dehydrogenase,0
163,0.5164778399247957,0.5,0.6666666666666666,12,12,133,6,0.11042944785276074,abaylyi,ortholog_prior,kw_dehydrogenase,1
247,-0.03398618095143728,0.0873015873015873,0.4583333333333333,11,115,108,13,0.09716599190283401,abaylyi,PPI,kw_dehydrogenase,1
1214,0.5600208809488468,0.6127819548872181,0.690677966101695,163,103,875,73,0.19439868204283361,abaylyi,ortholog_prior,kw_protease,0
2839,0.1648383360355804,0.1669793621013133,0.6116838487972509,178,888,1660,113,0.10250088059175766,abaylyi,PPI,kw_protease,0
30,0.44320263021395917,0.25,1.0,2,6,22,0,0.06666666666666667,abaylyi,ortholog_prior,kw_protease,1
48,0.008695652173913044,0.043478260869565216,0.5,1,22,24,1,0.041666666666666664,abaylyi,PPI,kw_protease,1
1229,0.5642518668169904,0.6133828996282528,0.6962025316455697,165,104,888,72,0.19283970707892595,abaylyi,ortholog_prior,kw_rrna,0
2871,0.16321915879386556,0.1654275092936803,0.6095890410958904,178,898,1681,114,0.10170672239637757,abaylyi,PPI,kw_rrna,0
15,-0.18898223650461363,0.0,0.0,0,5,9,1,0.06666666666666667,abaylyi,ortholog_prior,kw_rrna,1
16,0.12403473458920847,0.07692307692307693,1.0,1,12,3,0,0.0625,abaylyi,PPI,kw_rrna,1
1230,0.5612309736979431,0.6066176470588235,0.6991525423728814,165,107,887,71,0.191869918699187,abaylyi,ortholog_prior,kw_chaperone,0
2868,0.1663252204018486,0.16558741905642924,0.6172413793103448,179,902,1676,111,0.10111576011157601,abaylyi,PPI,kw_chaperone,0
14,-0.16666666666666666,0.0,0.0,0,2,10,2,0.14285714285714285,abaylyi,ortholog_prior,kw_chaperone,1
19,-0.3692744729379982,0.0,0.0,0,8,8,3,0.15789473684210525,abaylyi,PPI,kw_chaperone,1
1060,0.5437559915575777,0.6059479553903345,0.6995708154506438,163,106,721,70,0.219811320754717,abaylyi,ortholog_prior,is_hypothetical,0
1836,0.16567145736234246,0.20843373493975903,0.6528301886792452,173,657,914,92,0.1443355119825708,abaylyi,PPI,is_hypothetical,0
184,0.38324022346368714,0.4,0.4,2,3,176,3,0.02717391304347826,abaylyi,ortholog_prior,is_hypothetical,1
1051,-0.012341326186104732,0.023166023166023165,0.21428571428571427,6,253,770,22,0.02664129400570885,abaylyi,PPI,is_hypothetical,1
1244,0.555172945015604,0.6021897810218978,0.6932773109243697,165,109,897,73,0.19131832797427653,abaylyi,ortholog_prior,is_uncharacterized,0
2887,0.1620579357412938,0.16437098255280075,0.6109215017064846,179,910,1684,114,0.10148943540006927,abaylyi,PPI,is_uncharacterized,0
820,0.5648422757875542,0.6597510373443983,0.7162162162162162,159,82,516,63,0.2707317073170732,abaylyi,ortholog_prior,is_putative,0
1504,0.1570820757300159,0.22776280323450135,0.6679841897233202,169,573,678,84,0.16821808510638298,abaylyi,PPI,is_putative,0
424,0.21966208738734416,0.18181818181818182,0.375,6,27,381,10,0.03773584905660377,abaylyi,ortholog_prior,is_putative,1
1383,-0.0003597968752132667,0.02881844380403458,0.25,10,337,1006,30,0.028922631959508314,abaylyi,PPI,is_putative,1
1643,0.02925603373750116,0.041666666666666664,0.36363636363636365,20,460,1128,35,0.033475349969567865,abaylyi,PPI,n_orth_bucket,0
949,0.44409220191472176,0.4596774193548387,0.5643564356435643,57,67,781,44,0.10642781875658588,abaylyi,ortholog_prior,n_orth_bucket,1-2
949,0.05155004969052261,0.12469437652811736,0.504950495049505,51,358,490,50,0.10642781875658588,abaylyi,PPI,n_orth_bucket,1-2
236,0.5049445609829188,0.7021276595744681,0.7021276595744681,66,28,114,28,0.3983050847457627,abaylyi,ortholog_prior,n_orth_bucket,3-5
236,0.15340761168807573,0.4583333333333333,0.7021276595744681,66,78,64,28,0.3983050847457627,abaylyi,PPI,n_orth_bucket,3-5
59,0.20589660233406762,0.75,0.9767441860465116,42,14,2,1,0.7288135593220338,abaylyi,ortholog_prior,n_orth_bucket,6+
59,0.20589660233406762,0.75,0.9767441860465116,42,14,2,1,0.7288135593220338,abaylyi,PPI,n_orth_bucket,6+
36,0.3672793098117978,0.46153846153846156,0.6666666666666666,6,7,20,3,0.25,abaylyi,ortholog_prior,length_bucket,short(<300bp)
173,0.23793049515775583,0.1509433962264151,0.7272727272727273,8,45,117,3,0.06358381502890173,abaylyi,PPI,length_bucket,short(<300bp)
617,0.5945995143970474,0.6283185840707964,0.7029702970297029,71,42,474,30,0.16369529983792544,abaylyi,ortholog_prior,length_bucket,medium(300-1000bp)
1554,0.12371091420906753,0.1350293542074364,0.518796992481203,69,442,979,64,0.08558558558558559,abaylyi,PPI,length_bucket,medium(300-1000bp)
576,0.5234542343124452,0.5862068965517241,0.6854838709677419,85,60,392,39,0.2152777777777778,abaylyi,ortholog_prior,length_bucket,long(1k-3k)
1120,0.16989472170476647,0.18962075848303392,0.6690140845070423,95,406,572,47,0.12678571428571428,abaylyi,PPI,length_bucket,long(1k-3k)
15,0.82915619758885,1.0,0.75,3,0,11,1,0.26666666666666666,abaylyi,ortholog_prior,length_bucket,very_long(>3kbp)
40,0.37605071654517747,0.2916666666666667,1.0,7,17,16,0,0.175,abaylyi,PPI,length_bucket,very_long(>3kbp)
1244,0.555172945015604,0.6021897810218978,0.6932773109243697,165,109,897,73,0.19131832797427653,abaylyi,ortholog_prior,has_ppi_partner,True
2887,0.1620579357412938,0.16437098255280075,0.6109215017064846,179,910,1684,114,0.10148943540006927,abaylyi,PPI,has_ppi_partner,True
911,0.5310038951147271,0.7132075471698113,0.6385135135135135,189,76,539,107,0.32491767288693746,mtuberculosis,ortholog_prior,kw_replication,0
3451,0.1287585278246045,0.18391521197007482,0.6263269639065817,295,1309,1671,176,0.13648217907852797,mtuberculosis,PPI,kw_replication,0
3451,0.18422737583370125,0.2007062978222484,0.7239915074309978,341,1358,1622,130,0.13648217907852797,mtuberculosis,cross_org_LNN,kw_replication,0
25,0.8516306272526402,0.8571428571428571,1.0,12,2,11,0,0.48,mtuberculosis,ortholog_prior,kw_replication,1
46,0.1865079365079365,0.4642857142857143,0.7222222222222222,13,15,13,5,0.391304347826087,mtuberculosis,PPI,kw_replication,1
46,0.21567181602754204,0.4358974358974359,0.9444444444444444,17,22,6,1,0.391304347826087,mtuberculosis,cross_org_LNN,kw_replication,1
897,0.5347849869473362,0.7169117647058824,0.65,195,77,520,105,0.33444816053511706,mtuberculosis,ortholog_prior,kw_transcription,0
3335,0.1317160704913955,0.19230769230769232,0.6210526315789474,295,1239,1621,180,0.1424287856071964,mtuberculosis,PPI,kw_transcription,0
3335,0.1882673642327735,0.20800956365809922,0.7326315789473684,348,1325,1535,127,0.1424287856071964,mtuberculosis,cross_org_LNN,kw_transcription,0
39,0.7552142095486204,0.8571428571428571,0.75,6,1,30,2,0.20512820512820512,mtuberculosis,ortholog_prior,kw_transcription,1
162,0.20360955725217894,0.1326530612244898,0.9285714285714286,13,85,63,1,0.08641975308641975,mtuberculosis,PPI,kw_transcription,1
162,0.19643593018984307,0.15384615384615385,0.7142857142857143,10,55,93,4,0.08641975308641975,mtuberculosis,cross_org_LNN,kw_transcription,1
866,0.48118715331288875,0.6666666666666666,0.5793650793650794,146,73,541,106,0.2909930715935335,mtuberculosis,ortholog_prior,kw_translation,0
3423,0.10767329093760196,0.16507329509241556,0.5995370370370371,259,1310,1681,173,0.12620508326029797,mtuberculosis,PPI,kw_translation,0
