pattern_id,static_top_genes,static_top_orgs,static_essential_frac,traj_top_genes,traj_top_orgs,traj_essential_frac,know_top_genes,know_top_orgs,know_essential_frac,corr_static_traj,corr_static_know,corr_traj_know,mean_alignment
46,ynfA | yfgD | yqjH | yjjX | orf242 | yjbO | ymgE | yjiS,styphimurium,0.0,adk | adk | adk | adk | adk | adk | adk | pgm,"abaylyi,ccrescentus,mgenitalium,mpne,mtuberculosis,saureus,styphimurium,syn3a",0.8666666666666667,fpg | cysK | kdpD | ftsN | sigL | rplY | pduD | rplY,"ccrescentus,mtuberculosis,styphimurium",0.2,0.13404852561251734,-0.10987811967868805,-0.18411390138492534,-0.05331449848369868
102,yebS | yjfH | yeeI | phnR | ynfA | yfcC | yhiR | yeiE,"mtuberculosis,styphimurium",0.0,pta | pta | pta | eutD | pta | ackA | ackA | ackA,"abaylyi,ccrescentus,mgenitalium,mpne,mtuberculosis,saureus,styphimurium,syn3a",0.7333333333333333,polB | malT | fliJ | yehY | yegQ | rimM | nhaB | ssaU,styphimurium,0.0,0.18113297698207442,-0.12258218068538411,-0.22207187198348666,-0.05450702522893212
71,pduJ | flgL | rpmJ | sscB | pduK | napB | nth | bcfA,styphimurium,0.13333333333333333,gmk | gmk | gmk | gmk | gmk | gmk | gmk | gmk,"abaylyi,ccrescentus,mgenitalium,mpne,mtuberculosis,saureus,styphimurium,syn3a",0.9333333333333333,ftsK | ribF | tatC | serC | dnaQ | fpr | thiG | amiC,"abaylyi,mtuberculosis,styphimurium,syn3a",0.3333333333333333,0.07129505083514763,-0.04375685918142868,-0.1944673534808027,-0.05564305394236125
76,fdhD | yfiC | pduD | pspD | clpA | prgI | yggS | yjeE,"ccrescentus,styphimurium",0.06666666666666667,pgk | pgk | pgk | pgk | pgk | deoB | pmmB | plsC,"abaylyi,mgenitalium,mpne,mtuberculosis,saureus,styphimurium,syn3a",0.8,ftsW | lpxK | murB | lpxD | proS | moeB1 | entD | ispF,"ccrescentus,mpne,mtuberculosis,styphimurium",0.5333333333333333,-0.048964296377088226,0.13799596045009666,-0.26400445108007004,-0.058324262335687195
48,rpsN | yeeI | yfcN | bcfA | yghJ | yfcZ | yhhM | yjeS,"saureus,styphimurium",0.06666666666666667,pgi | pgi | pgi | ackA | ackA | ack | ackA | ackA,"abaylyi,ccrescentus,mgenitalium,mpne,mtuberculosis,saureus,styphimurium,syn3a",0.8,pepN | dksA | pyrD | rpoB | hrpA | pbpC | sfbC | rpoC,"abaylyi,ccrescentus,mgenitalium,mtuberculosis,styphimurium,syn3a",0.5333333333333333,0.08969923222099926,-0.07113584871115261,-0.19558256051380712,-0.05900639233465349
16,nth | lpxC | yqeF | fsr | yhhX | ynfI | ybdH | rfbU,styphimurium,0.0,prs | prsA | prs | prs | prs | prs | prs | deoB,"abaylyi,ccrescentus,mgenitalium,mpne,mtuberculosis,saureus,syn3a",0.8666666666666667,fruA | dusB | crcB | nth | nth | rluB | sugE | SA1459,"abaylyi,mgenitalium,mpne,mtuberculosis,saureus,syn3a",0.3333333333333333,0.05224577416250727,0.0645810993713865,-0.29942953382375537,-0.06086755342995387
85,rpsS | rpmJ | rpsN | pqqA | cbiN | rplW | rpmJ | trpRS,"abaylyi,ccrescentus,mpne,saureus,styphimurium,syn3a",0.4666666666666667,ackA | ackA | ack | ackA | ackA | pgi | pgi | pgi,"abaylyi,mgenitalium,mpne,mtuberculosis,saureus,styphimurium,syn3a",0.8,frdA | moaE2 | devB | sigK | yidC | fzeA | hutI,"ccrescentus,mtuberculosis",0.2,0.13963807108907067,-0.14329536405225468,-0.18033748535077426,-0.06133159277131942
103,yfiE | yhhX | dnaA | envE | yggG | yhiR | fimW | yegS,"ccrescentus,styphimurium,syn3a",0.06666666666666667,fba | fbaA | fda | fba | fbaA | rpe | rpe | cfxE,"abaylyi,ccrescentus,mgenitalium,mpne,mtuberculosis,saureus,styphimurium,syn3a",0.8,hpx | scpA | mce3C | gpm2 | vapC9 | PE_PGRS51 | mpt83 | dacB2,mtuberculosis,0.0,0.14926810464071597,-0.1932922504240291,-0.14412105645404125,-0.06271506741245146
30,ynfA | yjiS | ynfC | yhdV | yaiZ | yjjY | yiiU | safA,"abaylyi,styphimurium",0.0,fba | fbaA | fda | fbaA | fba | pgi | pgi | pgi,"abaylyi,mgenitalium,mpne,saureus,syn3a",1.0,ldpD | poxB | areC | gacA | pepP,"abaylyi,ccrescentus,styphimurium",0.06666666666666667,0.053068293231328854,-0.016707419203867598,-0.23066001802652913,-0.06476638133302264
1,trpS | gltX | rpsP | rpmA | rpsT | dnaA | lysS | xpt,"abaylyi,ccrescentus,mpne,mtuberculosis,saureus,syn3a",0.7333333333333333,fbaA | fba | fda | fbaA | fba | mgtB | mgtA | mgtA,"abaylyi,mgenitalium,mpne,mtuberculosis,saureus,styphimurium,syn3a",0.6666666666666666,pckA | aroA | manA | dapE | pdxA | trpS2 | yfiO | lpxK,"abaylyi,ccrescentus,mpne,mtuberculosis,styphimurium",0.5333333333333333,0.05559458182756409,0.0005541105252545649,-0.25259845937509373,-0.06548325567409169
82,dnaA | rpsN | rplW | dnaA | pepE | capG | capP | pqqA,"abaylyi,mpne,mtuberculosis,saureus,styphimurium,syn3a",0.4666666666666667,ackA | ackA | ackA | ack | ackA | pta | pta | pta,"abaylyi,mgenitalium,mpne,mtuberculosis,saureus,styphimurium,syn3a",0.7333333333333333,polB | malT | fliJ | yehY | yegQ | rimM | nhaB | ssaU,styphimurium,0.0,-0.26089175675491344,0.1552369040029618,-0.10319566068409605,-0.0696168378120159
90,moaC | citD2 | dcuR | tyrS | SA1325 | ptsJ | yjjG | rpmE2,"abaylyi,saureus,styphimurium",0.06666666666666667,gap | gap | gapDH | gapA | gap | pyk | pyk | pykF,"ccrescentus,mgenitalium,mpne,saureus,styphimurium,syn3a",0.8666666666666667,pckA | aroA | manA | dapE | parA | pdxA | trpS2 | hisI,"abaylyi,ccrescentus,mpne,mtuberculosis,styphimurium",0.6666666666666666,0.13853458917616376,-0.12647155840615593,-0.22275655064818448,-0.07023117329272555
43,emrR | ydcI | yqhC | ynfA | rpmE | metJ | gdhA | fnr,styphimurium,0.0,deoD | deoD | punA | deoD | mgtB | mgtA | mgtA | dctD,"abaylyi,mgenitalium,mpne,saureus,styphimurium,syn3a",0.7333333333333333,tdk,mgenitalium,0.8,-0.02558024151468302,0.011797461561048446,-0.19848041637227468,-0.07075439877530308
12,dnaA | ssaU | ugd | sicP | yieG | soxR,"abaylyi,ccrescentus,mgenitalium,mpne,styphimurium,syn3a",0.26666666666666666,pta | eutD | pta | pta | pta | pgk | pgk | pgk,"abaylyi,mgenitalium,mpne,saureus,styphimurium,syn3a",0.8,rpiB | smc | ribF | natA,"mgenitalium,mpne,syn3a",0.9333333333333333,-0.02005143122927623,0.016156423934685468,-0.21430325770779451,-0.0727327550007951
124,upp | PE_PGRS41 | ldpC | pheA | kidO,"ccrescentus,mtuberculosis,styphimurium",0.06666666666666667,tdk | tdk | cfxE | rpe | rpe | rpe | gapDH | gap,"ccrescentus,mgenitalium,mpne,saureus,styphimurium,syn3a",0.8666666666666667,amiC | vapC10 | hsp | ligC | eccB3 | tmk | glpQ2,"mtuberculosis,syn3a",0.2,0.10847089824382498,-0.0735544335765702,-0.25354939125422704,-0.07287764219565741
64,fruK | msrB | fruA,"abaylyi,mgenitalium,syn3a",0.5333333333333333,pgk | pgk | pgk | pgk | pgk | galE | galE | galE,"abaylyi,ccrescentus,mgenitalium,mpne,saureus,styphimurium,syn3a",0.7333333333333333,tdk,mgenitalium,0.8,-0.07520495966519243,0.12417209543126402,-0.26927108438512914,-0.07343464953968586
50,PE29 | mraZ | papA5 | rpsQ | rpsN | cbiA | pal | rplW,"abaylyi,ccrescentus,mtuberculosis,saureus,styphimurium",0.26666666666666666,gpmI | gpmI | pgm | pmgI | pgm | pykF | pyk | pykA,"ccrescentus,mgenitalium,mpne,saureus,styphimurium,syn3a",0.8,ldh | uppS | polC | parE | dpj | cmk | pgi | def,"mgenitalium,saureus,syn3a",0.7333333333333333,-0.06726591138354744,0.09190691509976455,-0.24644404932439715,-0.07393434853606001
44,yhjV | yjjY | ynaF | rpsP | yccX | rbfA | zur | hupB,"mgenitalium,mtuberculosis,styphimurium",0.06666666666666667,ppa | ppa | ppa | ppa | ppa | tpi | tpiA | tpiA,"abaylyi,ccrescentus,mgenitalium,mpne,mtuberculosis,saureus,styphimurium,syn3a",0.8666666666666667,ugpE | end | pilA | adeT | stpD | lysS,"abaylyi,ccrescentus,mtuberculosis",0.13333333333333333,-0.09035889413982573,-0.07531255634601114,-0.06054957383285629,-0.07540700810623106
54,dnaA | rpsN | obg | rpsT | rpsS | trpS | glnS | trpRS,"abaylyi,mgenitalium,mpne,saureus,syn3a",0.8666666666666667,fakB | tdk | tdk | ack | ackA | ackA | ackA | ackA,"abaylyi,mgenitalium,mpne,mtuberculosis,saureus,styphimurium,syn3a",0.7333333333333333,ldpD | poxB | areC | gacA | pepP,"abaylyi,ccrescentus,styphimurium",0.06666666666666667,-0.2505756833619069,-0.08511546066560738,0.09658115129914875,-0.07970333090945518
