EntryID	ECNumber	Organism	parameter.name	parameter.type	parameter.associatedSpecies	parameter.startValue	parameter.endValue	parameter.standardDeviation	parameter.unit
17596	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17596	1.1.1.2	Gallus gallus	Vmax	Vmax		4.95E-4		-	mol*s^(-1)*g^(-1)
17597	1.1.1.2	Gallus gallus	A	concentration	Methylglyoxal			-	-
17597	1.1.1.2	Gallus gallus	Km	Km	Methylglyoxal	0.0028		-	M
17597	1.1.1.2	Gallus gallus	Vmax	Vmax		3.55E-4		-	mol*s^(-1)*g^(-1)
17597	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17598	1.1.1.2	Gallus gallus	Km	Km	Diacetyl	0.0108		-	M
17598	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17598	1.1.1.2	Gallus gallus	A	concentration	Diacetyl			-	-
17598	1.1.1.2	Gallus gallus	Vmax	Vmax		3.65E-4		-	mol*s^(-1)*g^(-1)
17599	1.1.1.2	Gallus gallus	Vmax	Vmax		1.416667E-4		-	mol*s^(-1)*g^(-1)
17599	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17599	1.1.1.2	Gallus gallus	A	concentration	1,2-Cyclohexanedione			-	-
17599	1.1.1.2	Gallus gallus	Km	Km	1,2-Cyclohexanedione	5.4E-4		-	M
17600	1.1.1.2	Gallus gallus	A	concentration	Ethyl acetoacetate			-	-
17600	1.1.1.2	Gallus gallus	Km	Km	Ethyl acetoacetate	0.024		-	M
17600	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17600	1.1.1.2	Gallus gallus	Vmax	Vmax		2.033333E-4		-	mol*s^(-1)*g^(-1)
17601	1.1.1.2	Gallus gallus	Km	Km	D-Glyceraldehyde	0.0082		-	M
17601	1.1.1.2	Gallus gallus	A	concentration	D-Glyceraldehyde	0.0	0.01	-	M
17601	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17601	1.1.1.2	Gallus gallus	Vmax	Vmax		2.95E-4		-	mol*s^(-1)*g^(-1)
17602	1.1.1.2	Gallus gallus	Km	Km	L-Glyceraldehyde	0.0104		-	M
17602	1.1.1.2	Gallus gallus	Vmax	Vmax		2.166667E-4		-	mol*s^(-1)*g^(-1)
17602	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17602	1.1.1.2	Gallus gallus	A	concentration	L-Glyceraldehyde	0.0	0.01	-	M
17603	1.1.1.2	Gallus gallus	Vmax	Vmax		1.383333E-4		-	mol*s^(-1)*g^(-1)
17603	1.1.1.2	Gallus gallus	Km	Km	D-Xylose	0.27		-	M
17603	1.1.1.2	Gallus gallus	A	concentration	D-Xylose	0.0	0.1	-	M
17603	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17604	1.1.1.2	Gallus gallus	Vmax	Vmax		3.75E-4		-	mol*s^(-1)*g^(-1)
17604	1.1.1.2	Gallus gallus	Km	Km	D-Glucurono-3,6-lactone	0.067		-	M
17604	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17604	1.1.1.2	Gallus gallus	A	concentration	D-Glucurono-3,6-lactone	0.0	0.1	-	M
17605	1.1.1.2	Gallus gallus	Vmax	Vmax		3.183333E-4		-	mol*s^(-1)*g^(-1)
17605	1.1.1.2	Gallus gallus	Km	Km	D-Glucuronate	0.0045		-	M
17605	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17605	1.1.1.2	Gallus gallus	A	concentration	D-Glucuronate	0.0	0.01	-	M
17606	1.1.1.2	Gallus gallus	Km	Km	D-Galacturonate	0.0011		-	M
17606	1.1.1.2	Gallus gallus	Vmax	Vmax		2.066667E-4		-	mol*s^(-1)*g^(-1)
17606	1.1.1.2	Gallus gallus	A	concentration	D-Galacturonate	0.0	0.01	-	M
17606	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17607	1.1.1.2	Gallus gallus	Km	Km	NADPH	3.0E-6		-	M
17607	1.1.1.2	Gallus gallus	A	concentration	NADPH	0.0	8.0E-5	-	M
17607	1.1.1.2	Gallus gallus	B	concentration	4-Pyridinecarboxaldehyde	0.011		-	M
17607	1.1.1.2	Gallus gallus	Vmax	Vmax		3.283333E-4		-	mol*s^(-1)*g^(-1)
17608	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17608	1.1.1.2	Gallus gallus	Km	Km	4-Pyridinecarboxaldehyde	6.2E-5		-	M
17608	1.1.1.2	Gallus gallus	Vmax	Vmax		9.766667E-5		-	mol*s^(-1)*g^(-1)
17608	1.1.1.2	Gallus gallus	A	concentration	4-Pyridinecarboxaldehyde			-	-
17609	1.1.1.2	Gallus gallus	A	concentration	3-Pyridinecarboxaldehyde			-	-
17609	1.1.1.2	Gallus gallus	Km	Km	3-Pyridinecarboxaldehyde	4.2E-5		-	M
17609	1.1.1.2	Gallus gallus	Vmax	Vmax		1.318333E-4		-	mol*s^(-1)*g^(-1)
17609	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17610	1.1.1.2	Gallus gallus	Km	Km	p-Nitrobenzaldehyde	3.4E-5		-	M
17610	1.1.1.2	Gallus gallus	Vmax	Vmax		6.45E-5		-	mol*s^(-1)*g^(-1)
17610	1.1.1.2	Gallus gallus	A	concentration	p-Nitrobenzaldehyde			-	-
17610	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17611	1.1.1.2	Gallus gallus	Km	Km	m-Nitrobenzaldehyde	8.2E-5		-	M
17611	1.1.1.2	Gallus gallus	Vmax	Vmax		9.466667E-5		-	mol*s^(-1)*g^(-1)
17611	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17611	1.1.1.2	Gallus gallus	A	concentration	m-Nitrobenzaldehyde			-	-
17612	1.1.1.2	Gallus gallus	Vmax	Vmax		2.733333E-5		-	mol*s^(-1)*g^(-1)
17612	1.1.1.2	Gallus gallus	Km	Km	o-Nitrobenzaldehyde	0.0028		-	M
17612	1.1.1.2	Gallus gallus	A	concentration	o-Nitrobenzaldehyde			-	-
17612	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17613	1.1.1.2	Gallus gallus	A	concentration	4-Carboxybenzaldehyde	0.0	0.0037	-	M
17613	1.1.1.2	Gallus gallus	Vmax	Vmax		3.316667E-5		-	mol*s^(-1)*g^(-1)
17613	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17613	1.1.1.2	Gallus gallus	Km	Km	4-Carboxybenzaldehyde	3.2E-4		-	M
17614	1.1.1.2	Gallus gallus	A	concentration	Indole-3-acetaldehyde			-	-
17614	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17614	1.1.1.2	Gallus gallus	Vmax	Vmax		5.566667E-5		-	mol*s^(-1)*g^(-1)
17614	1.1.1.2	Gallus gallus	Km	Km	Indole-3-acetaldehyde	3.2E-4		-	M
17615	1.1.1.2	Gallus gallus	Km	Km	Glycolaldehyde	0.0099		-	M
17615	1.1.1.2	Gallus gallus	Vmax	Vmax		6.833333E-5		-	mol*s^(-1)*g^(-1)
17615	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17615	1.1.1.2	Gallus gallus	A	concentration	Glycolaldehyde	0.0	0.01	-	M
17616	1.1.1.2	Gallus gallus	A	concentration	Butanal	0.0	0.0037	-	M
17616	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17616	1.1.1.2	Gallus gallus	Km	Km	Butanal	0.0011		-	M
17616	1.1.1.2	Gallus gallus	Vmax	Vmax		3.816667E-5		-	mol*s^(-1)*g^(-1)
17617	1.1.1.2	Gallus gallus	A	concentration	Lauraldehyde	0.0	2.0E-4	-	M
17617	1.1.1.2	Gallus gallus	Vmax	Vmax		1.266667E-5		-	mol*s^(-1)*g^(-1)
17617	1.1.1.2	Gallus gallus	Km	Km	Lauraldehyde	3.1E-4		-	M
17617	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17618	1.1.1.2	Gallus gallus	A	concentration	Phenylglyoxal			-	-
17618	1.1.1.2	Gallus gallus	Vmax	Vmax		1.758333E-4		-	mol*s^(-1)*g^(-1)
17618	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17618	1.1.1.2	Gallus gallus	Km	Km	Phenylglyoxal	1.1E-4		-	M
17619	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17619	1.1.1.2	Gallus gallus	A	concentration	Methylglyoxal			-	-
17619	1.1.1.2	Gallus gallus	Km	Km	Methylglyoxal	0.0019		-	M
17619	1.1.1.2	Gallus gallus	Vmax	Vmax		9.566667E-5		-	mol*s^(-1)*g^(-1)
17620	1.1.1.2	Gallus gallus	Km	Km	Diacetyl	0.0012		-	M
17620	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17620	1.1.1.2	Gallus gallus	A	concentration	Diacetyl			-	-
17620	1.1.1.2	Gallus gallus	Vmax	Vmax		8.1E-5		-	mol*s^(-1)*g^(-1)
17621	1.1.1.2	Gallus gallus	Km	Km	1,2-Cyclohexanedione	8.0E-4		-	M
17621	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17621	1.1.1.2	Gallus gallus	A	concentration	2-Hydroxycyclohexanone			-	-
17621	1.1.1.2	Gallus gallus	Vmax	Vmax		2.25E-5		-	mol*s^(-1)*g^(-1)
17622	1.1.1.2	Gallus gallus	Km	Km	Ethyl acetoacetate	0.0027		-	M
17622	1.1.1.2	Gallus gallus	Vmax	Vmax		8.7E-5		-	mol*s^(-1)*g^(-1)
17622	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17622	1.1.1.2	Gallus gallus	A	concentration	Ethyl acetoacetate			-	-
17623	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17623	1.1.1.2	Gallus gallus	A	concentration	D-Glyceraldehyde	0.01		-	M
17623	1.1.1.2	Gallus gallus	Vmax	Vmax		8.3E-5		-	mol*s^(-1)*g^(-1)
17623	1.1.1.2	Gallus gallus	Km	Km	D-Glyceraldehyde	4.3E-4		-	M
17624	1.1.1.2	Gallus gallus	A	concentration	L-Glyceraldehyde	0.0	0.01	-	M
17624	1.1.1.2	Gallus gallus	Vmax	Vmax		4.0E-5		-	mol*s^(-1)*g^(-1)
17624	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17624	1.1.1.2	Gallus gallus	Km	Km	L-Glyceraldehyde	0.0049		-	M
17625	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17625	1.1.1.2	Gallus gallus	A	concentration	D-Xylose	0.0	0.1	-	M
17625	1.1.1.2	Gallus gallus	Vmax	Vmax		2.933333E-5		-	mol*s^(-1)*g^(-1)
17625	1.1.1.2	Gallus gallus	Km	Km	D-Xylose	0.16		-	M
17626	1.1.1.2	Gallus gallus	A	concentration	D-Ribose	0.0	0.1	-	M
17626	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17626	1.1.1.2	Gallus gallus	Km	Km	D-Ribose	0.111		-	M
17626	1.1.1.2	Gallus gallus	Vmax	Vmax		7.516667E-5		-	mol*s^(-1)*g^(-1)
17627	1.1.1.2	Gallus gallus	A	concentration	D-Glucurono-3,6-lactone	0.0	0.1	-	M
17627	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17627	1.1.1.2	Gallus gallus	Vmax	Vmax		9.566667E-5		-	mol*s^(-1)*g^(-1)
17627	1.1.1.2	Gallus gallus	Km	Km	D-Glucurono-3,6-lactone	0.0196		-	M
17628	1.1.1.2	Gallus gallus	A	concentration	5alpha-Androstane-3,17-dione	0.0	1.0E-4	-	M
17628	1.1.1.2	Gallus gallus	Km	Km	5alpha-Androstane-3,17-dione	9.9E-5		-	M
17628	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17628	1.1.1.2	Gallus gallus	Vmax	Vmax		1.066667E-5		-	mol*s^(-1)*g^(-1)
17629	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17629	1.1.1.2	Gallus gallus	Vmax	Vmax		9.666667E-6		-	mol*s^(-1)*g^(-1)
17629	1.1.1.2	Gallus gallus	A	concentration	5alpha-Dihydrotestosterone	0.0	6.0E-5	-	M
17629	1.1.1.2	Gallus gallus	Km	Km	5alpha-Dihydrotestosterone	1.1E-4		-	M
17630	1.1.1.2	Gallus gallus	B	concentration	4-Pyridinecarboxaldehyde	0.011		-	M
17630	1.1.1.2	Gallus gallus	A	concentration	NADPH	0.0	8.0E-5	-	M
17630	1.1.1.2	Gallus gallus	Vmax	Vmax		9.766667E-5		-	mol*s^(-1)*g^(-1)
17630	1.1.1.2	Gallus gallus	Km	Km	NADPH	2.0E-6		-	M
17631	1.1.1.2	Gallus gallus	Vmax	Vmax		2.533333E-5		-	mol*s^(-1)*g^(-1)
17631	1.1.1.2	Gallus gallus	A	concentration	NADH	0.0	1.6E-4	-	M
17631	1.1.1.2	Gallus gallus	B	concentration	4-Pyridinecarboxaldehyde	0.011		-	M
17631	1.1.1.2	Gallus gallus	Km	Km	NADH	5.2E-5		-	M
17632	1.1.1.2	Gallus gallus	Km	Km	4-Pyridinecarboxaldehyde	0.0052		-	M
17632	1.1.1.2	Gallus gallus	A	concentration	4-Pyridinecarboxaldehyde			-	-
17632	1.1.1.2	Gallus gallus	Vmax	Vmax		3.316667E-4		-	mol*s^(-1)*g^(-1)
17632	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17633	1.1.1.2	Gallus gallus	Vmax	Vmax		3.95E-4		-	mol*s^(-1)*g^(-1)
17633	1.1.1.2	Gallus gallus	Km	Km	3-Pyridinecarboxaldehyde	0.0029		-	M
17633	1.1.1.2	Gallus gallus	A	concentration	3-Pyridinecarboxaldehyde			-	-
17633	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17634	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17634	1.1.1.2	Gallus gallus	A	concentration	p-Nitrobenzaldehyde			-	-
17634	1.1.1.2	Gallus gallus	Vmax	Vmax		4.116667E-4		-	mol*s^(-1)*g^(-1)
17634	1.1.1.2	Gallus gallus	Km	Km	p-Nitrobenzaldehyde	0.0011		-	M
17635	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17635	1.1.1.2	Gallus gallus	A	concentration	m-Nitrobenzaldehyde			-	-
17635	1.1.1.2	Gallus gallus	Km	Km	m-Nitrobenzaldehyde	0.004		-	M
17635	1.1.1.2	Gallus gallus	Vmax	Vmax		3.666667E-5		-	mol*s^(-1)*g^(-1)
17636	1.1.1.2	Gallus gallus	A	concentration	o-Nitrobenzaldehyde			-	-
17636	1.1.1.2	Gallus gallus	Km	Km	o-Nitrobenzaldehyde	0.0046		-	M
17636	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17636	1.1.1.2	Gallus gallus	Vmax	Vmax		4.333333E-5		-	mol*s^(-1)*g^(-1)
17637	1.1.1.2	Gallus gallus	A	concentration	4-Carboxybenzaldehyde	0.0	0.0037	-	M
17637	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17637	1.1.1.2	Gallus gallus	Km	Km	4-Carboxybenzaldehyde	6.2E-5		-	M
17637	1.1.1.2	Gallus gallus	Vmax	Vmax		5.166667E-4		-	mol*s^(-1)*g^(-1)
17638	1.1.1.2	Gallus gallus	A	concentration	Indole-3-acetaldehyde			-	-
17638	1.1.1.2	Gallus gallus	Vmax	Vmax		1.433333E-4		-	mol*s^(-1)*g^(-1)
17638	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17638	1.1.1.2	Gallus gallus	Km	Km	Indole-3-acetaldehyde	0.003		-	M
17639	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17639	1.1.1.2	Gallus gallus	A	concentration	Phenylglyoxal			-	-
17639	1.1.1.2	Gallus gallus	Km	Km	Phenylglyoxal	0.0013		-	M
17639	1.1.1.2	Gallus gallus	Vmax	Vmax		5.966667E-4		-	mol*s^(-1)*g^(-1)
17640	1.1.1.2	Gallus gallus	Km	Km	Methylglyoxal	0.0032		-	M
17640	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17640	1.1.1.2	Gallus gallus	A	concentration	Methylglyoxal			-	-
17640	1.1.1.2	Gallus gallus	Vmax	Vmax		3.283333E-4		-	mol*s^(-1)*g^(-1)
17641	1.1.1.2	Gallus gallus	Vmax	Vmax		3.65E-4		-	mol*s^(-1)*g^(-1)
17641	1.1.1.2	Gallus gallus	Km	Km	Diacetyl	0.0108		-	M
17641	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17641	1.1.1.2	Gallus gallus	A	concentration	Diacetyl			-	-
17642	1.1.1.2	Gallus gallus	Vmax	Vmax		1.0E-4		-	mol*s^(-1)*g^(-1)
17642	1.1.1.2	Gallus gallus	Km	Km	1,2-Cyclohexanedione	4.6E-4		-	M
17642	1.1.1.2	Gallus gallus	A	concentration	1,2-Cyclohexanedione			-	-
17642	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17643	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17643	1.1.1.2	Gallus gallus	A	concentration	Ethyl acetoacetate			-	-
17643	1.1.1.2	Gallus gallus	Km	Km	Ethyl acetoacetate	0.026		-	M
17643	1.1.1.2	Gallus gallus	Vmax	Vmax		2.283333E-4		-	mol*s^(-1)*g^(-1)
17644	1.1.1.2	Gallus gallus	Km	Km	D-Glyceraldehyde	0.0082		-	M
17644	1.1.1.2	Gallus gallus	A	concentration	D-Glyceraldehyde	0.0	0.01	-	M
17644	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17644	1.1.1.2	Gallus gallus	Vmax	Vmax		2.95E-4		-	mol*s^(-1)*g^(-1)
17645	1.1.1.2	Gallus gallus	Vmax	Vmax		2.35E-4		-	mol*s^(-1)*g^(-1)
17645	1.1.1.2	Gallus gallus	A	concentration	L-Glyceraldehyde	0.0	0.01	-	M
17645	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17645	1.1.1.2	Gallus gallus	Km	Km	L-Glyceraldehyde	0.0111		-	M
17646	1.1.1.2	Gallus gallus	Km	Km	D-Xylose	0.25		-	M
17646	1.1.1.2	Gallus gallus	Vmax	Vmax		1.566667E-4		-	mol*s^(-1)*g^(-1)
17646	1.1.1.2	Gallus gallus	A	concentration	D-Xylose	0.0	0.1	-	M
17646	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17647	1.1.1.2	Gallus gallus	A	concentration	D-Glucurono-3,6-lactone	0.0	0.1	-	M
17647	1.1.1.2	Gallus gallus	Km	Km	D-Glucurono-3,6-lactone	0.076		-	M
17647	1.1.1.2	Gallus gallus	Vmax	Vmax		3.816667E-4		-	mol*s^(-1)*g^(-1)
17647	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17648	1.1.1.2	Gallus gallus	A	concentration	D-Glucuronate	0.0	0.01	-	M
17648	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17648	1.1.1.2	Gallus gallus	Km	Km	D-Glucuronate	0.0054		-	M
17648	1.1.1.2	Gallus gallus	Vmax	Vmax		3.55E-4		-	mol*s^(-1)*g^(-1)
17649	1.1.1.2	Gallus gallus	A	concentration	D-Galacturonate	0.0	0.01	-	M
17649	1.1.1.2	Gallus gallus	Vmax	Vmax		1.683333E-4		-	mol*s^(-1)*g^(-1)
17649	1.1.1.2	Gallus gallus	Km	Km	D-Galacturonate	0.0011		-	M
17649	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17650	1.1.1.2	Gallus gallus	A	concentration	NADPH	0.0	8.0E-5	-	M
17650	1.1.1.2	Gallus gallus	B	concentration	4-Pyridinecarboxaldehyde	0.011		-	M
17650	1.1.1.2	Gallus gallus	Km	Km	NADPH	3.0E-6		-	M
17650	1.1.1.2	Gallus gallus	Vmax	Vmax		3.316667E-4		-	mol*s^(-1)*g^(-1)
17677	1.1.1.2	Gallus gallus	Km	Km	4-Pyridinecarboxaldehyde	0.004		-	M
17677	1.1.1.2	Gallus gallus	Vmax	Vmax		3.283333E-4		-	mol*s^(-1)*g^(-1)
17677	1.1.1.2	Gallus gallus	IC50	IC50	2-Carboxybenzaldehyde	5.0E-4		-	M
17677	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
17678	1.1.1.2	Gallus gallus	Vmax	Vmax		3.316667E-4		-	mol*s^(-1)*g^(-1)
17678	1.1.1.2	Gallus gallus	Km	Km	4-Pyridinecarboxaldehyde	0.0052		-	M
17678	1.1.1.2	Gallus gallus	IC50	IC50	2-Carboxybenzaldehyde	5.0E-4		-	M
17678	1.1.1.2	Gallus gallus	B	concentration	NADPH	8.0E-5		-	M
19251	1.1.1.2	Saccharomyces cerevisiae	kcat	kcat		5.6		-	s^(-1)
19251	1.1.1.2	Saccharomyces cerevisiae	A	concentration	Acetaldehyde			-	-
19251	1.1.1.2	Saccharomyces cerevisiae	kcat_Km	kcat/Km	Acetaldehyde	36.0		-	M^(-1)*s^(-1)
19251	1.1.1.2	Saccharomyces cerevisiae	Km	Km	Acetaldehyde	0.158		-	M
19251	1.1.1.2	Saccharomyces cerevisiae	B	concentration	NADPH	1.5E-4		-	M
19251	1.1.1.2	Saccharomyces cerevisiae	E	concentration	Enzyme			-	-
19252	1.1.1.2	Saccharomyces cerevisiae	E	concentration	Enzyme			-	-
19252	1.1.1.2	Saccharomyces cerevisiae	kcat	kcat		55.0		-	s^(-1)
19252	1.1.1.2	Saccharomyces cerevisiae	kcat_Km	kcat/Km	Propanal	1400.0		-	M^(-1)*s^(-1)
19252	1.1.1.2	Saccharomyces cerevisiae	Ki	Ki	Propanal	0.0466		-	M
19252	1.1.1.2	Saccharomyces cerevisiae	B	concentration	NADPH	1.5E-4		-	M
19252	1.1.1.2	Saccharomyces cerevisiae	A	concentration	Propanal			-	-
19252	1.1.1.2	Saccharomyces cerevisiae	Km	Km	Propanal	0.0389		-	M
19253	1.1.1.2	Saccharomyces cerevisiae	Km	Km	Butanal	0.00276		-	M
19253	1.1.1.2	Saccharomyces cerevisiae	B	concentration	NADPH	1.5E-4		-	M
19253	1.1.1.2	Saccharomyces cerevisiae	Ki	Ki	Butanal	0.0166		-	M
19253	1.1.1.2	Saccharomyces cerevisiae	kcat_Km	kcat/Km	Butanal	21000.0		-	M^(-1)*s^(-1)
19253	1.1.1.2	Saccharomyces cerevisiae	E	concentration	Enzyme			-	-
19253	1.1.1.2	Saccharomyces cerevisiae	A	concentration	Butanal			-	-
19253	1.1.1.2	Saccharomyces cerevisiae	kcat	kcat		57.0		-	s^(-1)
19254	1.1.1.2	Saccharomyces cerevisiae	B	concentration	NADPH	1.5E-4		-	M
19254	1.1.1.2	Saccharomyces cerevisiae	kcat_Km	kcat/Km	2-Methylbutanal	61000.0		-	M^(-1)*s^(-1)
19254	1.1.1.2	Saccharomyces cerevisiae	Ki	Ki	2-Methylbutanal	0.00274		-	M
19254	1.1.1.2	Saccharomyces cerevisiae	Km	Km	2-Methylbutanal	0.00185		-	M
19254	1.1.1.2	Saccharomyces cerevisiae	A	concentration	2-Methylbutanal			-	-
19254	1.1.1.2	Saccharomyces cerevisiae	kcat	kcat		113.0		-	s^(-1)
19254	1.1.1.2	Saccharomyces cerevisiae	E	concentration	Enzyme			-	-
19255	1.1.1.2	Saccharomyces cerevisiae	E	concentration	Enzyme			-	-
19255	1.1.1.2	Saccharomyces cerevisiae	Ki	Ki	3-Methylbutanal	0.00714		-	M
19255	1.1.1.2	Saccharomyces cerevisiae	A	concentration	3-Methylbutanal			-	-
19255	1.1.1.2	Saccharomyces cerevisiae	kcat_Km	kcat/Km	3-Methylbutanal	360000.0		-	M^(-1)*s^(-1)
19255	1.1.1.2	Saccharomyces cerevisiae	Km	Km	3-Methylbutanal	2.1E-4		-	M
19255	1.1.1.2	Saccharomyces cerevisiae	kcat	kcat		74.9		-	s^(-1)
19255	1.1.1.2	Saccharomyces cerevisiae	B	concentration	NADPH	1.5E-4		-	M
19256	1.1.1.2	Saccharomyces cerevisiae	A	concentration	1-Pentanal			-	-
19256	1.1.1.2	Saccharomyces cerevisiae	Ki	Ki	1-Pentanal	0.0039		-	M
19256	1.1.1.2	Saccharomyces cerevisiae	E	concentration	Enzyme			-	-
19256	1.1.1.2	Saccharomyces cerevisiae	kcat	kcat		56.6		-	s^(-1)
19256	1.1.1.2	Saccharomyces cerevisiae	B	concentration	NADPH	1.5E-4		-	M
19256	1.1.1.2	Saccharomyces cerevisiae	kcat_Km	kcat/Km	1-Pentanal	360000.0		-	M^(-1)*s^(-1)
19256	1.1.1.2	Saccharomyces cerevisiae	Km	Km	1-Pentanal	1.6E-4		-	M
19257	1.1.1.2	Saccharomyces cerevisiae	E	concentration	Enzyme			-	-
19257	1.1.1.2	Saccharomyces cerevisiae	Km	Km	Hexanal	1.8E-4		-	M
19257	1.1.1.2	Saccharomyces cerevisiae	B	concentration	NADPH	1.5E-4		-	M
19257	1.1.1.2	Saccharomyces cerevisiae	kcat_Km	kcat/Km	Hexanal	400000.0		-	M^(-1)*s^(-1)
19257	1.1.1.2	Saccharomyces cerevisiae	Ki	Ki	Hexanal	7.9E-4		-	M
19257	1.1.1.2	Saccharomyces cerevisiae	A	concentration	Hexanal			-	-
19257	1.1.1.2	Saccharomyces cerevisiae	kcat	kcat		71.1		-	s^(-1)
19258	1.1.1.2	Saccharomyces cerevisiae	E	concentration	Enzyme			-	-
19258	1.1.1.2	Saccharomyces cerevisiae	kcat_Km	kcat/Km	Heptanal	270000.0		-	M^(-1)*s^(-1)
19258	1.1.1.2	Saccharomyces cerevisiae	Ki	Ki	Heptanal	8.8E-4		-	M
19258	1.1.1.2	Saccharomyces cerevisiae	A	concentration	Heptanal			-	-
19258	1.1.1.2	Saccharomyces cerevisiae	Km	Km	Heptanal	2.7E-4		-	M
19258	1.1.1.2	Saccharomyces cerevisiae	B	concentration	NADPH	1.5E-4		-	M
19258	1.1.1.2	Saccharomyces cerevisiae	kcat	kcat		72.9		-	s^(-1)
19259	1.1.1.2	Saccharomyces cerevisiae	kcat_Km	kcat/Km	1-Hexanol	2100.0		-	M^(-1)*s^(-1)
19259	1.1.1.2	Saccharomyces cerevisiae	E	concentration	Enzyme			-	-
19259	1.1.1.2	Saccharomyces cerevisiae	A	concentration	1-Hexanol	0.0	0.01	-	M
19259	1.1.1.2	Saccharomyces cerevisiae	Km	Km	1-Hexanol	0.00122		-	M
19259	1.1.1.2	Saccharomyces cerevisiae	B	concentration	NADP+	0.001		-	M
19259	1.1.1.2	Saccharomyces cerevisiae	kcat	kcat		2.55		-	s^(-1)
19260	1.1.1.2	Saccharomyces cerevisiae	E	concentration	Enzyme			-	-
19260	1.1.1.2	Saccharomyces cerevisiae	B	concentration	NADP+	0.001		-	M
19260	1.1.1.2	Saccharomyces cerevisiae	A	concentration	trans-2-Hexenol	0.0	0.01	-	M
19260	1.1.1.2	Saccharomyces cerevisiae	kcat	kcat		14.0		-	s^(-1)
19260	1.1.1.2	Saccharomyces cerevisiae	kcat_Km	kcat/Km	trans-2-Hexenol	8300.0		-	M^(-1)*s^(-1)
