gene,chains_unlocked,hub_knockouts_served,via_regulatory,already_perturbed_effectively,measurable_as_target,is_TF,essential
ABCA2,1,1,0,False,False,False,0.0
PTGER3,1,1,0,False,True,False,0.0
BEX1,1,1,0,False,False,False,0.0
KIF20A,1,1,0,False,True,False,1.0
TACR3,1,1,0,False,False,False,0.0
TEAD2,1,1,0,False,False,True,0.0
ANKRD28,1,1,0,False,True,False,0.0
CD74,1,1,0,False,False,False,0.0
LARP1,1,1,0,False,True,False,0.0
MYD88,1,1,0,False,True,False,0.0
CALD1,1,1,0,False,False,False,0.0
RPS14,1,1,0,False,True,False,1.0
ACSF2,1,1,0,False,False,False,0.0
TRIM59,1,1,0,False,True,False,0.0
MAP7D2,1,1,0,False,False,False,0.0
FFAR2,1,1,0,False,False,False,0.0
EIF3H,1,1,0,False,True,False,1.0
EHHADH,1,1,0,False,False,False,0.0
USP7,1,1,0,False,True,False,1.0
HLA-DQA1,1,1,0,False,False,False,0.0
ILF3,1,1,1,False,True,True,1.0
EIF3E,1,1,0,False,True,False,1.0
GNL3,1,1,0,False,True,False,1.0
STX12,1,1,0,False,True,False,0.0
TCERG1,1,1,0,False,True,False,1.0
LETMD1,1,1,0,False,True,False,0.0
CD226,1,1,0,False,True,False,0.0
TARBP2,1,1,0,False,True,False,0.0
TFRC,1,1,0,False,True,False,1.0
MYO6,1,1,0,False,True,False,0.0
PNPT1,1,1,0,False,True,False,1.0
CSNK1G3,1,1,0,False,True,False,0.0
HORMAD2,1,1,0,False,False,False,0.0
CCNY,1,1,0,False,True,False,0.0
NANOS1,1,1,0,False,False,False,0.0
MPZL1,1,1,0,False,True,False,0.0
KIF2C,1,1,0,False,True,False,0.0
CD53,1,1,0,False,True,False,0.0
RHOA,1,1,0,False,True,False,0.0
HLA-DPA1,1,1,0,False,False,False,0.0
COG8,1,1,0,False,True,False,1.0
CYP26B1,1,1,0,False,False,False,0.0
ITPRIPL1,1,1,1,False,False,False,0.0
OPALIN,1,1,0,False,False,False,0.0
ST7,1,1,0,False,True,False,0.0
VAPA,1,1,0,False,True,False,0.0
EIF2AK4,1,1,0,False,True,False,0.0
KIAA2013,1,1,0,False,True,False,0.0
NEDD4,1,1,0,False,True,False,0.0
VMA21,1,1,0,False,True,False,0.0
CDCA7L,1,1,0,False,True,True,0.0
TUBGCP2,1,1,0,False,True,False,1.0
SPPL2B,1,1,0,False,True,False,0.0
P2RY12,1,1,0,False,False,False,0.0
GEMIN4,1,1,0,False,True,False,1.0
YAF2,1,1,0,False,True,False,0.0
U2AF2,1,1,0,False,True,False,1.0
TBL1Y,1,1,0,False,False,False,0.0
PRKACB,1,1,0,False,False,False,0.0
NAA10,1,1,0,False,True,False,1.0
MAGOH,1,1,0,False,True,False,1.0
AQP9,1,1,0,False,False,False,0.0
VIRMA,1,1,0,False,True,False,1.0
HTATSF1,1,1,0,False,True,False,1.0
SRSF6,1,1,0,False,True,False,1.0
PLK1,1,1,1,False,True,False,1.0
TENT5B,1,1,0,False,False,False,0.0
NRF1,1,1,1,False,False,True,1.0
PCNT,1,1,0,False,True,False,0.0
MTMR4,1,1,0,False,True,False,0.0
KRT1,1,1,0,False,False,False,0.0
VDR,1,1,1,False,False,True,0.0
BNIP1,1,1,0,False,True,False,1.0
WDHD1,1,1,0,False,True,False,1.0
ZNF655,1,1,0,False,True,False,0.0
ATG16L1,1,1,0,False,True,False,0.0
SNX5,1,1,0,False,True,False,0.0
TADA2B,1,1,0,False,True,False,0.0
GNG13,1,1,0,False,False,False,0.0
ERCC4,1,1,0,False,True,False,0.0
PIK3CB,1,1,0,False,True,False,0.0
ADIPOQ,1,1,0,False,False,False,0.0
HOMER1,1,1,0,False,True,False,0.0
LRRCC1,1,1,0,False,True,False,0.0
DZIP3,1,1,0,False,False,False,0.0
CCDC14,1,1,0,False,True,False,0.0
ZNF446,1,1,0,False,False,False,0.0
KIFC3,1,1,0,False,True,False,0.0
IP6K3,1,1,0,False,False,False,0.0
XRCC4,1,1,0,False,True,False,0.0
EFEMP1,1,1,0,False,False,False,0.0
LRRC49,1,1,0,False,False,False,0.0
UBE2K,1,1,0,False,True,False,0.0
ATG14,1,1,0,False,False,False,0.0
PMP22,1,1,0,False,True,False,0.0
CNOT7,1,1,1,False,True,True,0.0
BECN1,1,1,0,False,True,False,0.0
ANGPT1,1,1,0,False,True,False,0.0
CEPT1,1,1,0,False,True,False,0.0
HNRNPH1,1,1,0,False,True,False,1.0
CHEK1,1,1,1,False,True,False,1.0
FAM120A,1,1,0,False,True,False,0.0
PPARA,1,1,1,False,True,True,0.0
AP2A2,1,1,0,False,True,False,0.0
CUL4B,1,1,0,False,True,False,0.0
TULP3,1,1,0,False,False,False,0.0
CHCHD4,1,1,0,False,True,False,1.0
DYNLRB1,1,1,0,False,True,False,1.0
CLTC,1,1,0,False,True,False,1.0
G3BP1,1,1,0,False,True,False,0.0
COL8A2,1,1,0,False,False,False,0.0
NFYB,1,1,1,False,True,True,1.0
LSM1,1,1,0,False,True,False,0.0
BAG4,1,1,0,False,True,False,0.0
CLEC12B,1,1,0,False,False,False,0.0
SH3KBP1,1,1,0,False,True,False,0.0
PIM1,1,1,1,False,True,False,0.0
ACOT9,1,1,0,False,True,False,0.0
DHRS3,1,1,0,False,True,False,0.0
ADAM33,1,1,0,False,False,False,0.0
SMARCB1,1,1,0,False,True,True,1.0
LZTS1,1,1,0,False,False,False,0.0
ESPN,1,1,0,False,False,False,0.0
DBNL,1,1,0,False,True,False,0.0
ATXN2L,1,1,0,False,True,False,0.0
GRAMD1B,1,1,0,False,False,False,0.0
ZBTB10,1,1,0,False,True,True,0.0
ASPM,1,1,0,False,True,False,0.0
FLNC,1,1,0,False,True,False,0.0
TRIM54,1,1,0,False,False,False,0.0
TTLL1,1,1,0,False,False,False,0.0
CDK5RAP3,1,1,0,False,True,False,0.0
BRICD5,1,1,0,False,False,False,0.0
GTF2I,1,1,1,False,True,True,0.0
PATL1,1,1,0,False,True,False,0.0
DSN1,1,1,0,False,True,False,1.0
ZNF148,1,1,1,False,True,True,0.0
TJP2,1,1,0,False,True,False,0.0
BIRC2,1,1,0,False,True,False,0.0
ATP2B2,1,1,0,False,False,False,0.0
COPB2,1,1,0,False,True,False,1.0
ARIH1,1,1,0,False,True,False,1.0
SF3B3,1,1,0,False,True,False,1.0
BLZF1,1,1,0,False,True,False,0.0
UPK2,1,1,0,False,False,False,0.0
TBX5,1,1,1,False,False,True,0.0
PCGF6,1,1,0,False,True,False,0.0
MDC1,1,1,0,False,True,False,0.0
HOMEZ,1,1,0,False,True,False,0.0
NDUFA13,1,1,0,False,True,False,1.0
MLX,1,1,0,False,True,True,0.0
CALM2,1,1,0,False,True,False,0.0
CHD8,1,1,0,False,True,True,0.0
KPNA2,1,1,0,False,True,False,0.0
RNF185,1,1,0,False,True,False,0.0
UBE2E3,1,1,0,False,True,False,0.0
OSBPL8,1,1,0,False,True,False,0.0
TRPC6,1,1,0,False,False,False,0.0
NAP1L4,1,1,0,False,True,False,0.0
BCOR,1,1,0,False,True,True,0.0
ERG,1,1,1,False,False,True,0.0
DCP1B,1,1,0,False,False,False,0.0
DR1,1,1,1,False,True,True,1.0
HFE,1,1,0,False,False,False,0.0
SUPT7L,1,1,0,False,True,False,0.0
MT-ATP6,1,1,0,False,True,False,0.0
TM4SF5,1,1,0,False,False,False,0.0
CAPRIN1,1,1,0,False,True,False,0.0
CETN2,1,1,0,False,True,False,0.0
POLR3H,1,1,0,False,True,False,1.0
KAT2B,1,1,0,False,True,True,0.0
PPP3CC,1,1,0,False,True,False,0.0
HOXC5,1,1,0,False,False,True,0.0
CLK3,1,1,0,False,True,False,0.0
ZNF444,1,1,0,False,True,True,0.0
PPP2CB,1,1,0,False,True,False,0.0
MFSD8,1,1,0,False,True,False,0.0
CHRM4,1,1,0,False,False,False,0.0
MTF1,1,1,1,False,True,True,0.0
TMEM38B,1,1,0,False,True,False,0.0
ECSIT,1,1,0,False,True,False,0.0
CENPH,1,1,0,False,True,False,1.0
ITGB1,1,1,0,False,True,False,0.0
MTG1,1,1,0,False,True,False,0.0
HIP1R,1,1,0,False,False,False,0.0
ING5,1,1,0,False,True,False,0.0
NAIF1,1,1,0,False,True,False,0.0
ACVR2B,1,1,0,False,True,False,0.0
UBR3,1,1,0,False,True,False,0.0
NABP1,1,1,0,False,True,False,0.0
SLC18A2,1,1,0,False,False,False,0.0
PNMA2,1,1,0,False,False,False,0.0
ZNF687,1,1,0,False,False,False,0.0
