source,n_members,set,best_single_ORACLE,random_single,graph_chosen_single,random_set,mean_single
DNAJC19,6,0.6925174593925476,0.6516066193580627,0.4405477285385132,0.3856041431427002,0.27818364426493647,0.4642220288515091
DNTTIP2,63,0.7990127801895142,0.7116278409957886,0.5654518156778068,0.6050840020179749,0.08799690436571836,0.4950865723954011
EIF2B2,10,0.6905564665794373,0.6262159943580627,0.32408614456653595,0.619592547416687,0.1223729318473488,0.3539922121912241
EIF2B3,9,0.6019762754440308,0.5414936542510986,0.3297500293701887,0.5244374871253967,0.08171016166452319,0.35038868462045986
EIF2B4,8,0.6985413432121277,0.619592547416687,0.4747601430863142,0.5933790802955627,0.1831860371399671,0.4466650439426303
EIF2B5,15,0.6129004955291748,0.6121262311935425,0.2058310029678978,0.5933790802955627,0.11074028618168086,0.23080903485727808
EIF2S1,66,0.3215801417827606,0.6413363218307495,0.10717114978469908,0.3166195750236511,0.4531285583972931,0.1314246626782485
EIF2S3,90,0.28736263513565063,0.6413363218307495,0.16630948893725872,0.09777439385652542,0.3894113481044769,0.13479654812383363
EIF3A,74,0.7320803999900818,0.642352819442749,0.2529227260034531,0.6273336410522461,0.1634868030436337,0.2734351344217823
EIF3B,81,0.5214512944221497,0.46331581473350525,0.22135590501129626,0.3501216173171997,0.09483591525349766,0.21008147568302515
EIF3D,65,0.048231616616249084,0.4122711718082428,0.0402755216229707,0.03051108866930008,0.16249208773951979,0.019217791878439198
EIF4E,28,0.1546252816915512,0.45636725425720215,0.04869927386753261,0.45636725425720215,0.07891582581214607,0.030018066837718443
EP400,32,0.16758446395397186,0.4975680708885193,0.08638885375112296,0.4952723979949951,0.04330182438716292,0.04435754486303267
ETF1,80,-0.053813256323337555,0.2726704180240631,-0.051361190946772696,-0.09401021897792816,0.29784721285104754,-0.030848302255617455
EXOC7,11,-0.07751960307359695,0.09230849891901016,-0.019176842458546162,-0.03679380565881729,-0.0657416597707197,-0.02384831722487103
EXOSC2,24,0.6991737484931946,0.7004241943359375,0.42095876336097715,0.08510471135377884,0.19997552856802941,0.2552322312258184
EXOSC3,20,0.6675243973731995,0.664546012878418,0.21697423812001942,0.664546012878418,0.15485945604741574,0.2592675332911313
EXOSC4,20,0.6861621141433716,0.6994981169700623,0.24621242340654134,0.6994981169700623,0.17643196173012257,0.25589716602116824
EXOSC5,25,0.5480961799621582,0.5967315435409546,0.16123134074732662,0.5967315435409546,0.17034874856472015,0.20602086343918927
EXOSC6,15,0.665245771408081,0.6645625233650208,0.2505003508646041,0.4808996319770813,0.17079152464866637,0.32274822297816474
EXOSC7,17,0.3772203326225281,0.40041571855545044,0.22196243023499845,0.3671135902404785,-0.028020083834417165,0.17138019697192838
EXOSC8,23,0.6841832399368286,0.7004241943359375,0.3407234448939562,0.5598181486129761,0.0858869468793273,0.23517326313151937
