pair,locus_tag,gene,beril_call,deg_call
mtub/DEG1027,Rv1850,urec,1,0
mtub/DEG1027,Rv1908c,katg,0,1
mtub/DEG1027,Rv1930c,,1,0
mtub/DEG1027,Rv1931c,,1,0
mtub/DEG1027,Rv1939,,1,0
mtub/DEG1027,Rv1974,,1,0
mtub/DEG1027,Rv2004c,,1,0
mtub/DEG1027,Rv2006,otsb1,0,1
mtub/DEG1027,Rv2026c,,1,0
mtub/DEG1027,Rv2032,acg,0,1
mtub/DEG1027,Rv2038c,,1,0
mtub/DEG1027,Rv2040c,,1,0
mtub/DEG1027,Rv2041c,,1,0
mtub/DEG1027,Rv2050,,1,0
mtub/DEG1027,Rv2051c,ppm1,0,1
mtub/DEG1027,Rv2072c,cobl,1,0
mtub/DEG1027,Rv2089c,pepe,0,1
mtub/DEG1027,Rv2097c,pafa,0,1
mtub/DEG1027,Rv2111c,pup,1,0
mtub/DEG1027,Rv2112c,dop,0,1
mtub/DEG1027,Rv2122c,hise,1,0
mtub/DEG1027,Rv2124c,meth,0,1
mtub/DEG1027,Rv2138,lppl,1,0
mtub/DEG1027,Rv2139,pyrd,0,1
mtub/DEG1027,Rv2145c,wag31,1,0
mtub/DEG1027,Rv2150c,ftsz,1,0
mtub/DEG1027,Rv2151c,ftsq,1,0
mtub/DEG1027,Rv2157c,murf,1,0
mtub/DEG1027,Rv2164c,,1,0
mtub/DEG1027,Rv2165c,,1,0
mtub/DEG1027,Rv2166c,,1,0
mtub/DEG1027,Rv2179c,,1,0
mtub/DEG1027,Rv2192c,trpd,1,0
mtub/DEG1027,Rv2202c,adok,0,1
mtub/DEG1027,Rv2219,,1,0
mtub/DEG1027,Rv2224c,caea,1,0
mtub/DEG1027,Rv2229c,,1,0
mtub/DEG1027,Rv2231c,cobc,1,0
mtub/DEG1027,Rv2235,,1,0
mtub/DEG1027,Rv2242,,1,0
mtub/DEG1027,Rv2244,acpm,1,0
mtub/DEG1027,Rv2249c,glpd1,0,1
mtub/DEG1027,Rv2251,,1,0
mtub/DEG1027,Rv2260,,1,0
mtub/DEG1027,Rv2275,,1,0
mtub/DEG1027,Rv2277c,,1,0
mtub/DEG1027,Rv2283,,1,0
mtub/DEG1027,Rv2319c,,1,0
mtub/DEG1027,Rv2325c,,1,0
mtub/DEG1027,Rv2335,cyse,1,0
mtub/DEG1027,Rv2339,mmpl9,0,1
mtub/DEG1027,Rv2344c,dgt,0,1
mtub/DEG1027,Rv2359,zur,1,0
mtub/DEG1027,Rv2361c,,1,0
mtub/DEG1027,Rv2365c,,1,0
mtub/DEG1027,Rv2373c,dnaj2,1,0
mtub/DEG1027,Rv2374c,hrca,1,0
mtub/DEG1027,Rv2378c,mbtg,1,0
mtub/DEG1027,Rv2379c,mbtf,0,1
mtub/DEG1027,Rv2380c,mbte,0,1
mtub/DEG1027,Rv2381c,mbtd,0,1
mtub/DEG1027,Rv2383c,mbtb,0,1
mtub/DEG1027,Rv2384,mbta,0,1
mtub/DEG1027,Rv2386c,mbti,1,0
mtub/DEG1027,Rv2387,,1,0
mtub/DEG1027,Rv2388c,hemn,1,0
mtub/DEG1027,Rv2412,rpst,1,0
mtub/DEG1027,Rv2416c,eis,0,1
mtub/DEG1027,Rv2418c,,1,0
mtub/DEG1027,Rv2437,,1,0
mtub/DEG1027,Rv2441c,rpma,1,0
mtub/DEG1027,Rv2442c,rplu,1,0
mtub/DEG1027,Rv2461c,clpp1,0,1
mtub/DEG1027,Rv2472,,1,0
mtub/DEG1027,Rv2477c,,1,0
mtub/DEG1027,Rv2482c,plsb2,0,1
mtub/DEG1027,Rv2495c,bkdc,0,1
mtub/DEG1027,Rv2496c,bkdb,0,1
mtub/DEG1027,Rv2502c,accd1,1,0
mtub/DEG1027,Rv2507,,1,0
mtub/DEG1027,Rv2510c,,1,0
mtub/DEG1027,Rv2515c,,1,0
mtub/DEG1027,Rv2516c,,1,0
mtub/DEG1027,Rv2533c,nusb,1,0
mtub/DEG1027,Rv2535c,pepq,0,1
mtub/DEG1027,Rv2537c,arod,1,0
mtub/DEG1027,Rv2538c,arob,1,0
mtub/DEG1027,Rv2539c,arok,1,0
mtub/DEG1027,Rv2540c,arof,1,0
mtub/DEG1027,Rv2552c,aroe,1,0
mtub/DEG1027,Rv2553c,,1,0
mtub/DEG1027,Rv2554c,,1,0
mtub/DEG1027,Rv2572c,asps,0,1
mtub/DEG1027,Rv2582,ppib,1,0
mtub/DEG1027,Rv2583c,rela,0,1
mtub/DEG1027,Rv2586c,secf,0,1
mtub/DEG1027,Rv2587c,secd,0,1
mtub/DEG1027,Rv2610c,pima,0,1
mtub/DEG1027,Rv2611c,,1,0
mtub/DEG1027,Rv2612c,pgsa1,1,0
mtub/DEG1027,Rv2613c,,1,0
mtub/DEG1027,Rv2623,tb31.7,1,0
mtub/DEG1027,Rv2677c,hemy,0,1
mtub/DEG1027,Rv2678c,heme,0,1
mtub/DEG1027,Rv2692,ceoc,1,0
mtub/DEG1027,Rv2696c,,1,0
mtub/DEG1027,Rv2697c,dut,1,0
mtub/DEG1027,Rv2698,,1,0
mtub/DEG1027,Rv2700,,1,0
mtub/DEG1027,Rv2702,ppgk,1,0
mtub/DEG1027,Rv2707,,1,0
mtub/DEG1027,Rv2710,sigb,1,0
mtub/DEG1027,Rv2720,lexa,0,1
mtub/DEG1027,Rv2734,,1,0
mtub/DEG1027,Rv2739c,,1,0
mtub/DEG1027,Rv2747,arga,1,0
mtub/DEG1027,Rv2754c,thyx,1,0
mtub/DEG1027,Rv2756c,hsdm,0,1
mtub/DEG1027,Rv2764c,thya,0,1
mtub/DEG1027,Rv2773c,dapb,0,1
mtub/DEG1027,Rv2783c,gpsi,0,1
mtub/DEG1027,Rv2808,,1,0
mtub/DEG1027,Rv2813,,1,0
mtub/DEG1027,Rv2817c,,1,0
mtub/DEG1027,Rv2827c,,1,0
mtub/DEG1027,Rv2828c,,1,0
mtub/DEG1027,Rv2830c,vapb22,1,0
mtub/DEG1027,Rv2832c,ugpc,1,0
mtub/DEG1027,Rv2835c,ugpa,0,1
mtub/DEG1027,Rv2837c,,1,0
mtub/DEG1027,Rv2847c,cysg,0,1
mtub/DEG1027,Rv2856,nict,1,0
mtub/DEG1027,Rv2857c,,1,0
mtub/DEG1027,Rv2858c,aldc,0,1
mtub/DEG1027,Rv2860c,glna4,0,1
mtub/DEG1027,Rv2861c,mapb,0,1
mtub/DEG1027,Rv2868c,gcpe,0,1
mtub/DEG1027,Rv2869c,rip,1,0
mtub/DEG1027,Rv2870c,dxr,0,1
mtub/DEG1027,Rv2890c,rpsb,1,0
mtub/DEG1027,Rv2897c,,1,0
mtub/DEG1027,Rv2904c,rpls,1,0
mtub/DEG1027,Rv2907c,rimm,1,0
mtub/DEG1027,Rv2908c,,1,0
mtub/DEG1027,Rv2912c,,1,0
mtub/DEG1027,Rv2916c,ffh,1,0
mtub/DEG1027,Rv2926c,,1,0
mtub/DEG1027,Rv2927c,,1,0
mtub/DEG1027,Rv2928,tesa,0,1
mtub/DEG1027,Rv2936,drra,1,0
mtub/DEG1027,Rv2937,drrb,1,0
mtub/DEG1027,Rv2938,drrc,1,0
mtub/DEG1027,Rv2942,mmpl7,1,0
mtub/DEG1027,Rv2968c,,1,0
mtub/DEG1027,Rv2969c,,1,0
mtub/DEG1027,Rv2971,,1,0
mtub/DEG1027,Rv2976c,ung,1,0
mtub/DEG1027,Rv2977c,thil,1,0
mtub/DEG1027,Rv2984,ppk1,0,1
mtub/DEG1027,Rv2986c,hupb,1,0
mtub/DEG1027,Rv2988c,leuc,0,1
mtub/DEG1027,Rv2996c,sera1,1,0
mtub/DEG1027,Rv2998,,1,0
mtub/DEG1027,Rv3002c,ilvn,1,0
mtub/DEG1027,Rv3006,lppz,0,1
mtub/DEG1027,Rv3014c,liga,1,0
mtub/DEG1027,Rv3029c,fixa,1,0
mtub/DEG1027,Rv3030,,1,0
mtub/DEG1027,Rv3031,,1,0
mtub/DEG1027,Rv3032,,1,0
mtub/DEG1027,Rv3042c,serb2,1,0
mtub/DEG1027,Rv3044,fecb,0,1
mtub/DEG1027,Rv3050c,,1,0
mtub/DEG1027,Rv3061c,fade22,1,0
mtub/DEG1027,Rv3082c,virs,0,1
mtub/DEG1027,Rv3087,,1,0
mtub/DEG1027,Rv3101c,ftsx,1,0
mtub/DEG1027,Rv3103c,,1,0
mtub/DEG1027,Rv3107c,agps,0,1
mtub/DEG1027,Rv3111,moac1,1,0
mtub/DEG1027,Rv3112,moad1,1,0
mtub/DEG1027,Rv3113,,1,0
mtub/DEG1027,Rv3114,,1,0
mtub/DEG1027,Rv3131,,1,0
mtub/DEG1027,Rv3137,,1,0
mtub/DEG1027,Rv3139,fade24,1,0
mtub/DEG1027,Rv3140,fade23,1,0
mtub/DEG1027,Rv3148,nuod,0,1
mtub/DEG1027,Rv3150,nuof,0,1
mtub/DEG1027,Rv3151,nuog,0,1
mtub/DEG1027,Rv3153,nuoi,0,1
mtub/DEG1027,Rv3156,nuol,0,1
mtub/DEG1027,Rv3157,nuom,0,1
mtub/DEG1027,Rv3168,,1,0
mtub/DEG1027,Rv3177,,1,0
mtub/DEG1027,Rv3178,,1,0
mtub/DEG1027,Rv3206c,moeb1,0,1
mtub/DEG1027,Rv3210c,,1,0
mtub/DEG1027,Rv3211,rhle,0,1
mtub/DEG1027,Rv3229c,desa3,1,0
mtub/DEG1027,Rv3236c,,1,0
mtub/DEG1027,Rv3243c,,1,0
mtub/DEG1027,Rv3247c,tmk,0,1
mtub/DEG1027,Rv3258c,,1,0
mtub/DEG1027,Rv3266c,rmld,0,1
mtub/DEG1027,Rv3267,,1,0
mtub/DEG1027,Rv3270,ctpc,1,0
mtub/DEG1027,Rv3271c,,1,0
mtub/DEG1027,Rv3275c,pure,1,0
mtub/DEG1027,Rv3277,,1,0
mtub/DEG1027,Rv3280,accd5,0,1
mtub/DEG1027,Rv3281,acce5,1,0
mtub/DEG1027,Rv3302c,glpd2,0,1
mtub/DEG1027,Rv3332,naga,1,0
mtub/DEG1027,Rv3335c,,1,0
mtub/DEG1027,Rv3371,,1,0
mtub/DEG1027,Rv3372,otsb2,1,0
mtub/DEG1027,Rv3375,amid,1,0
mtub/DEG1027,Rv3398c,idsa1,1,0
mtub/DEG1027,Rv3400,,1,0
mtub/DEG1027,Rv3410c,guab3,0,1
mtub/DEG1027,Rv3417c,groel1,1,0
mtub/DEG1027,Rv3419c,gcp,1,0
mtub/DEG1027,Rv3422c,,1,0
mtub/DEG1027,Rv3443c,rplm,1,0
mtub/DEG1027,Rv3447c,eccc4,0,1
mtub/DEG1027,Rv3455c,trua,1,0
mtub/DEG1027,Rv3459c,rpsk,1,0
mtub/DEG1027,Rv3460c,rpsm,0,1
mtub/DEG1027,Rv3462c,infa,1,0
mtub/DEG1027,Rv3465,rmlc,1,0
mtub/DEG1027,Rv3472,,1,0
mtub/DEG1027,Rv3484,,1,0
mtub/DEG1027,Rv3489,,1,0
mtub/DEG1027,Rv3495c,lprn,1,0
mtub/DEG1027,Rv3499c,mce4a,1,0
mtub/DEG1027,Rv3501c,yrbe4a,1,0
mtub/DEG1027,Rv3502c,,1,0
mtub/DEG1027,Rv3519,,1,0
mtub/DEG1027,Rv3523,ltp3,1,0
mtub/DEG1027,Rv3534c,hsaf,1,0
mtub/DEG1027,Rv3537,kstd,0,1
mtub/DEG1027,Rv3538,,1,0
mtub/DEG1027,Rv3541c,,1,0
mtub/DEG1027,Rv3542c,,1,0
mtub/DEG1027,Rv3544c,fade28,1,0
mtub/DEG1027,Rv3545c,cyp125,1,0
mtub/DEG1027,Rv3551,,1,0
mtub/DEG1027,Rv3556c,fada6,1,0
mtub/DEG1027,Rv3559c,,1,0
mtub/DEG1027,Rv3560c,fade30,1,0
mtub/DEG1027,Rv3563,fade32,1,0
mtub/DEG1027,Rv3564,fade33,1,0
mtub/DEG1027,Rv3565,aspb,0,1
mtub/DEG1027,Rv3568c,hsac,0,1
mtub/DEG1027,Rv3570c,hsaa,0,1
mtub/DEG1027,Rv3574,kstr,1,0
mtub/DEG1027,Rv3579c,,1,0
mtub/DEG1027,Rv3581c,ispf,1,0
mtub/DEG1027,Rv3588c,canb,1,0
mtub/DEG1027,Rv3597c,lsr2,1,0
mtub/DEG1027,Rv3604c,,1,0
mtub/DEG1027,Rv3607c,folb,1,0
mtub/DEG1027,Rv3608c,folp1,1,0
mtub/DEG1027,Rv3610c,ftsh,1,0
mtub/DEG1027,Rv3614c,espd,1,0
mtub/DEG1027,Rv3615c,espc,1,0
mtub/DEG1027,Rv3616c,espa,1,0
mtub/DEG1027,Rv3624c,hpt,0,1
mtub/DEG1027,Rv3625c,mesj,1,0
mtub/DEG1027,Rv3627c,,1,0
mtub/DEG1027,Rv3628,ppa,0,1
mtub/DEG1027,Rv3631,,1,0
mtub/DEG1027,Rv3635,,1,0
mtub/DEG1027,Rv3648c,cspa,1,0
mtub/DEG1027,Rv3649,,1,0
mtub/DEG1027,Rv3651,,1,0
mtub/DEG1027,Rv3658c,,1,0
mtub/DEG1027,Rv3660c,,1,0
mtub/DEG1027,Rv3664c,dppc,0,1
mtub/DEG1027,Rv3669,,1,0
mtub/DEG1027,Rv3679,,1,0
mtub/DEG1027,Rv3683,,1,0
mtub/DEG1027,Rv3696c,glpk,0,1
mtub/DEG1027,Rv3701c,egtd,1,0
mtub/DEG1027,Rv3708c,asd,1,0
mtub/DEG1027,Rv3712,,1,0
mtub/DEG1027,Rv3717,,1,0
mtub/DEG1027,Rv3722c,,1,0
mtub/DEG1027,Rv3723,,1,0
mtub/DEG1027,Rv3752c,,1,0
mtub/DEG1027,Rv3754,tyra,0,1
mtub/DEG1027,Rv3758c,prov,1,0
mtub/DEG1027,Rv3778c,,1,0
mtub/DEG1027,Rv3781,rfbe,1,0
mtub/DEG1027,Rv3783,rfbd,0,1
mtub/DEG1027,Rv3802c,,1,0
mtub/DEG1027,Rv3809c,glf,0,1
mtub/DEG1027,Rv3810,pirg,1,0
mtub/DEG1027,Rv3823c,mmpl8,0,1
mtub/DEG1027,Rv3824c,papa1,0,1
mtub/DEG1027,Rv3826,fadd23,0,1
mtub/DEG1027,Rv3855,ethr,1,0
mtub/DEG1027,Rv3858c,gltd,1,0
mtub/DEG1027,Rv3864,espe,1,0
mtub/DEG1027,Rv3868,ecca1,1,0
mtub/DEG1027,Rv3869,eccb1,1,0
mtub/DEG1027,Rv3870,eccca1,1,0
mtub/DEG1027,Rv3876,espi,1,0
mtub/DEG1027,Rv3877,eccd1,1,0
mtub/DEG1027,Rv3882c,ecce1,1,0
mtub/DEG1027,Rv3910,,1,0
mtub/DEG1027,Rv3915,,1,0
mtub/DEG1027,Rv3921c,,1,0
mtub/DEG1027,Rv3923c,rnpa,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00003,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00009,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00015,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00018,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00026,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00027,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00226,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00227,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00331,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00345,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00372,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00374,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00396,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00413,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00414,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00420,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00444,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00445,recr,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00475,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00482,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00484,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00485,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00486,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00489,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00490,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00491,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00499,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00526,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00528,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00529,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00530,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00536,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00549,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00573,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00575,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00578,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00579,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00640,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00645,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00659,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00728,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00762,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00778,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00781,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00785,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00788,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00789,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00836,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00848,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00850,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00851,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00857,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00868,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00869,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00871,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00872,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00878,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00881,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00885,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00920,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00933,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00947,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00953,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00957,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00964,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00980,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00981,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_00982,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01003,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_A00992,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01035,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01036,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01043,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01063,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01066,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01100,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01106,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01142,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01143,mraw,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01144,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01145,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01150,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01154,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01163,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01166,pyrb,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01168,pyrc,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01171,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01172,pyre,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01178,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01179,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01183,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01188,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01189,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01190,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01191,rpmb,0,1
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01194,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01197,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01198,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01205,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01207,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01222,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01228,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01237,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01238,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01240,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01242,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01244,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01245,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01249,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01252,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01260,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01263,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01265,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01267,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01329,rpsn,0,1
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01333,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01337,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01338,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01350,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01434,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01467,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01470,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01474,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01477,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01481,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01482,arob,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01483,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01488,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01501,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01507,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01544,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01551,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01559,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01568,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01575,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01579,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01591,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01598,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01599,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01614,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01625,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01659,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01661,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01666,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01667,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01672,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01682,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01684,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01697,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01698,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01700,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01701,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01719,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01720,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01721,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01727,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01741,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01742,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01746,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01756,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01772,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01774,hemc,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01776,hema,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01782,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01787,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01791,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01792,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01806,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01812,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01820,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01827,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01837,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01839,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01852,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01859,,1,0
saur_NCTC8325_biotradis/DEG1017,SAOUHSC_01866,,1,0
