word,n_ess,n_non,pct_ess,pct_non,enrichment,log_odds
deacetylase,18,38,0.2056437792756769,0.16047974998944212,1.2814313288075667,0.2482933690280964
iron,17,36,0.19421912487147264,0.15203344735841884,1.2774762938421114,0.2451662902830849
heavy,17,36,0.19421912487147264,0.15203344735841884,1.2774762938421114,0.2451662902830849
phosphoribosyltransferase,32,69,0.36558894093453675,0.29139744077030283,1.25460587425926,0.22749621711303103
laci,12,26,0.13709585285045128,0.10980193420330249,1.2485741152483985,0.22209430314805267
dehydratase,64,139,0.7311778818690735,0.5870180328561172,1.2455799327178267,0.2210188110070428
glycosyltransferase,53,118,0.6055066834228264,0.49833185523037293,1.215067182777043,0.19584155299398898
amino,89,202,1.0167942419741802,0.8530765657333503,1.191914398797357,0.17719450702389583
methionine,15,34,0.1713698160630641,0.1435871447273956,1.1934899631050868,0.17704718614404769
trna,69,158,0.7883011538900949,0.6672579078508383,1.181403988795162,0.1678998486267913
toxin-antitoxin,27,62,0.3084656689135154,0.26183538156172137,1.1780900926134081,0.16430448369017725
hydroxylase,10,23,0.11424654404204272,0.0971324802567676,1.1761930071180562,0.16230020424808078
reductase,178,416,2.0335884839483604,1.7568309472528398,1.1575322526782028,0.1491036635563221
ribonuclease,43,101,0.4912601393807837,0.42653828286667517,1.151737508950255,0.14189100056252357
helix-turn-helix,100,240,1.1424654404204273,1.0135563157227923,1.127184965154804,0.12101534992317298
coa,15,36,0.1713698160630641,0.15203344735841884,1.127184965154804,0.11984284932917166
two-component,10,24,0.11424654404204272,0.10135563157227924,1.1271849651548038,0.11974116994416129
fumarate,10,24,0.11424654404204272,0.10135563157227924,1.1271849651548038,0.11974116994416129
hth-type,17,41,0.19421912487147264,0.17314920393597702,1.1216865019101465,0.11498182469914031
iii,96,234,1.0967668228036103,0.9882174078297226,1.1098436579985764,0.10530607104842282
guanosine,9,22,0.10282188963783845,0.09290932894125596,1.1066906930610803,0.10136977079773679
gtp-binding,12,30,0.13709585285045128,0.12669453946534903,1.0820975665486119,0.07894566127413949
m20,10,25,0.11424654404204272,0.10557878288779086,1.0820975665486119,0.07891632709049023
chaperone,39,98,0.44556152176396663,0.4138688289201402,1.0765766605968332,0.07408735992767834
beta,111,280,1.2681366388666742,1.1824823683432577,1.0724359811329993,0.07079413462858408
universal,13,33,0.14852050725465554,0.13936399341188394,1.065702148873633,0.06368136665719604
heme,9,23,0.10282188963783845,0.0971324802567676,1.0585737064062506,0.05692248381073384
phosphate,52,133,0.5940820290186222,0.5616791249630475,1.057689350761801,0.05640287411450107
molybdopterin,12,31,0.13709585285045128,0.13091769078086068,1.0471911934341407,0.046138994046608595
acid,121,316,1.382383182908717,1.3345158157016765,1.0358687148131491,0.035723083423588875
epimerase,20,53,0.22849308808408544,0.22382701972211666,1.0208467608949168,0.02067008749759669
stress,23,61,0.26276705129669825,0.2576122302462097,1.020010001254839,0.019856502847039437
nadp-dependent,9,24,0.10282188963783845,0.10135563157227924,1.0144664686393237,0.01436344950681434
porin,23,62,0.26276705129669825,0.26183538156172137,1.0035582270410515,0.0035598990968068733
-binding,11,30,0.125671198446247,0.12669453946534903,0.9919227693362276,-0.008113852365708496
cytosine,8,22,0.09139723523363419,0.09290932894125596,0.9837250604987381,-0.016406178388838732
dicluster,8,22,0.09139723523363419,0.09290932894125596,0.9837250604987381,-0.016406178388838732
acetolactate,8,22,0.09139723523363419,0.09290932894125596,0.9837250604987381,-0.016406178388838732
helicase,32,90,0.36558894093453675,0.3800836183960471,0.9618645035987662,-0.039016747499981186
metal,23,65,0.26276705129669825,0.2745048355082563,0.957240155023772,-0.043802400363612826
sugar,27,78,0.3084656689135154,0.3294058026099075,0.9364305864362988,-0.06586934936512634
cbs,10,29,0.11424654404204272,0.12247138814983742,0.932842729783286,-0.06954226909497496
oxidase,58,171,0.6626299554438478,0.7221588749524895,0.917568111985665,-0.08661546609931658
lipoprotein,45,133,0.5141094481891922,0.5616791249630475,0.9153080920054047,-0.08895635623777043
membrane,115,340,1.3138352564834914,1.4358714472739558,0.9150089717138998,-0.09005231303734007
disulfide,8,24,0.09139723523363419,0.10135563157227924,0.9017479721238432,-0.10341249967976118
murein,9,27,0.10282188963783845,0.11402508551881414,0.9017479721238432,-0.1034368942018693
alpha,103,309,1.17673940363304,1.304953756493095,0.9017479721238433,-0.10471011090663929
atp-dependent,29,88,0.3313149777219239,0.37163731576502385,0.8915008360769814,-0.11522081036496967
antitoxin,21,64,0.23991774248828973,0.2702816841927446,0.8876581600594081,-0.11942617393548094
phosphatase,44,136,0.502684793784988,0.5743485789095824,0.8752259729437303,-0.13396887154596993
