word,n_ess,n_non,pct_ess,pct_non,enrichment,log_odds
nitrogenase,2,29,0.022849308808408547,0.12247138814983742,0.1865685459566572,-1.6764027461425242
nucleoside,3,44,0.03427396321261282,0.18581865788251192,0.18444844884351339,-1.689526975652572
recombination,2,30,0.022849308808408547,0.12669453946534903,0.18034959442476864,-1.7103193865619746
box,2,30,0.022849308808408547,0.12669453946534903,0.18034959442476864,-1.7103193865619746
deah,2,30,0.022849308808408547,0.12669453946534903,0.18034959442476864,-1.7103193865619746
pilus,6,90,0.06854792642522564,0.3800836183960471,0.18034959442476867,-1.7147857758585703
cation,6,91,0.06854792642522564,0.3843067697115588,0.1783677307497712,-1.7258751150893383
endonuclease,5,76,0.05712327202102136,0.32095949997888423,0.17797657344549536,-1.727309153198803
flavodoxin,2,31,0.022849308808408547,0.13091769078086068,0.17453186557235678,-1.7431260537895055
dead,2,31,0.022849308808408547,0.13091769078086068,0.17453186557235678,-1.7431260537895055
repeat-containing,3,47,0.03427396321261282,0.19848811182904685,0.17267514359818273,-1.7555775490798649
cupin,3,47,0.03427396321261282,0.19848811182904685,0.17267514359818273,-1.7555775490798649
phosphotransferase,2,33,0.022849308808408547,0.13936399341188394,0.16395417674978968,-1.8056847290195455
urease,2,33,0.022849308808408547,0.13936399341188394,0.16395417674978968,-1.8056847290195455
mfs,20,335,0.22849308808408544,1.4147556906963976,0.16150709948486744,-1.8348003346867854
effector,5,91,0.05712327202102136,0.3843067697115588,0.14863977562480932,-1.9080196909296836
oxygenase,2,38,0.022849308808408547,0.16047974998944212,0.1423812587563963,-1.9468804510521132
peroxidase,2,39,0.022849308808408547,0.16470290130495374,0.13873045724982205,-1.9728822697925175
lytic,2,41,0.022849308808408547,0.17314920393597702,0.13196311787178194,-2.0229476965027455
adenine,2,41,0.022849308808408547,0.17314920393597702,0.13196311787178194,-2.0229476965027455
tail,3,64,0.03427396321261282,0.2702816841927446,0.12680830857991546,-2.064898886755028
exporter,2,44,0.022849308808408547,0.18581865788251192,0.12296563256234226,-2.0936528303943387
voc,2,48,0.022849308808408547,0.20271126314455848,0.1127184965154804,-2.1807886385964403
cyclase,4,103,0.045698617616817094,0.4349845854976984,0.10505801616976815,-2.255188793401306
transglycosylase,3,78,0.03427396321261282,0.3294058026099075,0.10404784293736653,-2.263251263728278
dioxygenase,2,57,0.022849308808408547,0.24071962498416316,0.09492083917093087,-2.3529419672687713
excinuclease,1,29,0.011424654404204274,0.12247138814983742,0.0932842729783286,-2.3653162291134313
xanthine,1,31,0.011424654404204274,0.13091769078086068,0.08726593278617839,-2.4320395367604126
tetratricopeptide,2,65,0.022849308808408547,0.2745048355082563,0.08323827434989323,-2.4845655848751607
trap,1,33,0.011424654404204274,0.13936399341188394,0.08197708837489484,-2.4945982119904526
ggdef,1,33,0.011424654404204274,0.13936399341188394,0.08197708837489484,-2.4945982119904526
mechanosensitive,1,33,0.011424654404204274,0.13936399341188394,0.08197708837489484,-2.4945982119904526
ammonia-lyase,1,38,0.011424654404204274,0.16047974998944212,0.07119062937819814,-2.6357939340230203
exonuclease,1,39,0.011424654404204274,0.16470290130495374,0.06936522862491103,-2.6617957527634246
sulfite,1,51,0.011424654404204274,0.21538071709109335,0.05304399836022608,-2.9304246987059575
metallopeptidase,2,102,0.022849308808408547,0.4307614341821867,0.05304399836022608,-2.9365871167704256
symporter,1,61,0.011424654404204274,0.2576122302462097,0.04434826092412344,-3.1098201646354156
diguanylate,1,73,0.011424654404204274,0.30829004603234933,0.037058135840705886,-3.289850169534157
receptor,1,88,0.011424654404204274,0.37163731576502385,0.030741408140585565,-3.4773079019519164
siderophore,0,31,0.0,0.13091769078086068,0.0,-7.179227484523959
keto,0,31,0.0,0.13091769078086068,0.0,-7.179227484523959
esterase,0,32,0.0,0.1351408420963723,0.0,-7.210994618539212
baseplate,0,32,0.0,0.1351408420963723,0.0,-7.210994618539212
ion,0,33,0.0,0.13936399341188394,0.0,-7.241786159753999
vgr,0,33,0.0,0.13936399341188394,0.0,-7.241786159753999
taue,0,36,0.0,0.15203344735841884,0.0,-7.328864661653254
safe,0,36,0.0,0.15203344735841884,0.0,-7.328864661653254
hlyd,0,37,0.0,0.15625659867393046,0.0,-7.3562881670107645
basal,0,37,0.0,0.15625659867393046,0.0,-7.3562881670107645
amp-binding,0,37,0.0,0.15625659867393046,0.0,-7.3562881670107645
glycoside,0,53,0.0,0.22382701972211666,0.0,-7.716146063575946
arac,0,57,0.0,0.24071962498416316,0.0,-7.7890433980032245
phospholipase,0,60,0.0,0.25338907893069806,0.0,-7.840442937939644
tonb-dependent,0,83,0.0,0.3505215591874657,0.0,-8.165803925589778
