source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	sources	references	curation_effort
Q16539	P49137	MAPK14	MAPKAPK2	True	True	False	True	True	False	SPIKE;PhosphoSite_ProtMapper;ProtMapper;HPRD_MIMP;SPIKE_LC;HPRD;ELM;Macrophage;HPRD_KEA;phosphoELM_MIMP;IntAct;Wang;PhosphoSite_MIMP;HPRD-phos;Reactome_ProtMapper;phosphoELM;KEA;MIMP;hprd_ProtMapper;HINT;iPTMnet;PhosphoPoint;BEL-Large-Corpus_ProtMapper;ACSN;RLIMS-P_ProtMapper;SignaLink3;PhosphoSite_KEA;phosphoELM_KEA;SIGNOR_ProtMapper;Lit-BM-17;SIGNOR;PhosphoSite_noref;CA1;PhosphoNetworks;dbPTM;BioGRID;Cui2007;InnateDB;KEGG-MEDICUS	IntAct:17255097;Lit-BM-17:10922375;InnateDB:17255097;BioGRID:17395714;ACSN:12738796;SPIKE_LC:9768359;InnateDB:10581204;KEA:7592979;ACSN:11274345;HINT:17395714;ACSN:15187187;CA1:7923353;Lit-BM-17:23455922;Lit-BM-17:25241761;HINT:10581204;Lit-BM-17:21675959;Lit-BM-17:26496610;ProtMapper:7592979;SPIKE_LC:15629715;SignaLink3:9768359;ProtMapper:18669648;HINT:17255097;CA1:7592979;HINT:26496610;SignaLink3:9922370;Lit-BM-17:10581204;dbPTM:8846784;Lit-BM-17:21988832;Lit-BM-17:11042204;ELM:25255283;SPIKE:9768359;SignaLink3:21071413;ELM:23047924;HINT:32649858;SignaLink3:8846784;phosphoELM:8846784;Lit-BM-17:26186194;HPRD:7592979;HPRD-phos:8846784;Macrophage:17906627;Lit-BM-17:17395714;SignaLink3:11042204;HPRD:9768359;HINT:34686655;Lit-BM-17:23602568;SPIKE:15629715;KEA:16456544;IntAct:21988832;HINT:10922375;HINT:35271311;HPRD-phos:18669648;HPRD:8846784;IntAct:25241761;KEA:8846784;ProtMapper:8846784;ProtMapper:14499342;HINT:32707033;Lit-BM-17:17255097;SIGNOR:14499342;HINT:21675959;HINT:33961781;SignaLink3:23331499;SIGNOR:7592979;SignaLink3:18988627;Lit-BM-17:25852190;HPRD-phos:7592979;ProtMapper:27898710;SIGNOR:8846784;ACSN:18039929;HINT:25852190;SignaLink3:11551945;SignaLink3:7592979;HINT:11042204	73
P49137	Q13151	MAPKAPK2	HNRNPA0	True	True	False	True	True	False	iPTMnet;SPIKE;PhosphoPoint;Sparser_ProtMapper;PhosphoSite_ProtMapper;ProtMapper;SPIKE_LC;PhosphoSite;dbPTM;REACH_ProtMapper;SIGNOR_ProtMapper;HPRD;SIGNOR	dbPTM:17287340;SIGNOR:12456657;SPIKE:21173571;ProtMapper:26602816;PhosphoSite:26602816;ProtMapper:12456657;dbPTM:20932473;HPRD:12456657;ProtMapper:25716654;SPIKE_LC:21173571	10
P31483	P24522	TIA1	GADD45A	True	False	True	True	False	True	SPIKE_LC;SPIKE	SPIKE:21173571;SPIKE_LC:21173571	2
Q14103	P24522	HNRNPD	GADD45A	True	False	True	True	False	True	SPIKE_LC;SPIKE	SPIKE:21173571;SPIKE_LC:21173571	2
P49137	O95453	MAPKAPK2	PARN	True	False	True	True	False	True	iPTMnet;SPIKE;phosphoELM_MIMP;Sparser_ProtMapper;PhosphoSite_ProtMapper;ProtMapper;HPRD_MIMP;PhosphoSite;SPIKE_LC;dbPTM;PhosphoSite_MIMP;REACH_ProtMapper;MIMP;SIGNOR_ProtMapper;SIGNOR	SPIKE:21173571;dbPTM:16964243;ProtMapper:28964725;PhosphoSite:20932473;SIGNOR:20932473;ProtMapper:31936572;ProtMapper:20932473;dbPTM:18669648;dbPTM:20932473;dbPTM:19690332;SPIKE_LC:21173571	11
Q13151	P24522	HNRNPA0	GADD45A	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE:21173571;SPIKE_LC:21173571	2
P13500	P50281	CCL2	MMP14	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE:15516694;SPIKE_LC:15516694	2
O60674	P19235	JAK2	EPOR	True	True	False	True	True	False	SPIKE;ProtMapper;HPRD_MIMP;SPIKE_LC;HPRD;HPRD_KEA;phosphoELM_MIMP;Cellinker;Wang;PhosphoSite_MIMP;HPRD-phos;phosphoELM;KEA;MIMP;hprd_ProtMapper;HINT;iPTMnet;PhosphoPoint;BEL-Large-Corpus_ProtMapper;PhosphoSite_KEA;phosphoELM_KEA;SIGNOR_ProtMapper;SIGNOR;PhosphoNetworks;BioGRID;Cui2007	phosphoELM:10579919;Cellinker:9030561;HPRD-phos:12441334;HINT:8343951;HINT:30044226;BioGRID:8343951;HPRD:8343951;KEA:10660611;HPRD:12441334;SPIKE:12524467;HINT:11779507;SPIKE_LC:12524467;KEA:9573010;KEA:7559499;KEA:12441334;ProtMapper:12441334;ProtMapper:15212693;KEA:11443118;SPIKE_LC:18672044;KEA:12027890;SIGNOR:12441334;KEA:10579919;SPIKE:18672044;HPRD:11779507	24
P19235	O60674	EPOR	JAK2	True	True	False	False	False	False	KEGG-MEDICUS;Wang;SignaLink3;BioGRID;Cui2007;HINT;HPRD	HINT:11779507;HINT:8343951;SignaLink3:23331499;SignaLink3:18160720;SignaLink3:11779507;SignaLink3:8343951;HPRD:8343951;HINT:30044226;BioGRID:8343951;HPRD:11779507;HPRD:12441334	11
B1AK53	Q9UKN7	ESPN	MYO15A	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE:16206170;SPIKE_LC:16206170	4
O95452	P29033	GJB6	GJB2	True	True	False	True	True	False	SPIKE_LC;SPIKE;HPRD	HPRD:14595769;SPIKE_LC:19047647;SPIKE:19047647	3
P29033	O95452	GJB2	GJB6	True	True	False	True	True	False	SPIKE_LC;SPIKE;HPRD	HPRD:14595769;SPIKE_LC:19047647;SPIKE:19047647	3
Q16539	Q01085	MAPK14	TIAL1	True	False	True	True	False	True	SPIKE_LC;SPIKE	SPIKE:21173571;SPIKE_LC:21173571	2
O95453	P24522	PARN	GADD45A	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE:20932473;SPIKE_LC:20932473	2
P26651	P01375	ZFP36	TNF	True	False	True	True	False	True	SPIKE_LC;SPIKE;BioGRID	SPIKE_LC:20599781;BioGRID:21784977;SPIKE:20599781	3
P49757	P46531	NUMB	NOTCH1	True	True	True	True	False	True	SPIKE;SPIKE_LC;NetPath;Wang;BioGRID;Cui2007;HINT;HPRD;SIGNOR	BioGRID:8755477;HPRD:12682059;SIGNOR:12682059;SPIKE:16713569;SPIKE:15358736;SPIKE:8755477;SPIKE_LC:16713569;HPRD:8755477;HINT:8755477;SPIKE_LC:8755477;NetPath:8755477;HINT:23252402;SPIKE_LC:15358736	13
Q01085	P24522	TIAL1	GADD45A	True	False	True	True	False	True	SPIKE_LC;SPIKE	SPIKE:21173571;SPIKE_LC:21173571	2
Q15915	Q92858	ZIC1	ATOH1	True	False	True	True	False	True	SPIKE_LC;SPIKE	SPIKE_LC:12642498;SPIKE:12642498	2
Q16539	P26651	MAPK14	ZFP36	True	True	True	True	True	False	SPIKE;SPIKE_LC;NetworKIN_KEA;KEA;SIGNOR	KEA:17570479;SIGNOR:25815583;SPIKE_LC:20599781;SPIKE:20599781	4
Q5TA89	Q92858	HES5	ATOH1	True	False	True	True	False	True	SPIKE_LC;SPIKE	SPIKE_LC:15358736;SPIKE_LC:14757642;SPIKE:14757642;SPIKE:15358736	4
Q92858	Q5TA89	ATOH1	HES5	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE_LC:15358736;SPIKE_LC:14757642;SPIKE:14757642;SPIKE:15358736	4
P49137	P26651	MAPKAPK2	ZFP36	True	True	True	True	False	True	SPIKE;ProtMapper;HPRD_MIMP;SPIKE_LC;HPRD;HPRD_KEA;phosphoELM_MIMP;Sparser_ProtMapper;PhosphoSite_MIMP;HPRD-phos;Reactome_ProtMapper;KEA;MIMP;hprd_ProtMapper;HINT;iPTMnet;PhosphoPoint;RLIMS-P_ProtMapper;REACH_ProtMapper;PhosphoSite_KEA;phosphoELM_KEA;SIGNOR_ProtMapper;SIGNOR;dbPTM;KEGG-MEDICUS	ProtMapper:14688255;ProtMapper:26926077;ProtMapper:15535838;ProtMapper:23272005;ProtMapper:27597652;ProtMapper:34090459;ProtMapper:33987205;ProtMapper:18669648;ProtMapper:19416727;ProtMapper:29444957;HINT:14688255;SPIKE_LC:20599781;HINT:18326031;ProtMapper:23028406;ProtMapper:27220464;dbPTM:18669648;ProtMapper:20595389;ProtMapper:24705157;ProtMapper:21776382;ProtMapper:27708140;SPIKE:20599781;ProtMapper:19542371;ProtMapper:16508015;ProtMapper:28659609;HPRD-phos:14688255;ProtMapper:23602935;HPRD-phos:18669648;HPRD:14688255;ProtMapper:25535763;KEA:14688255;dbPTM:15014438;SIGNOR:14688255;ProtMapper:22428854	33
P16220	P60568	CREB1	IL2	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE:21084670;SPIKE_LC:21084670	2
P46531	Q9Y219	NOTCH1	JAG2	True	False	True	False	False	False	SPIKE;Ramilowski2015_Baccin2019;Baccin2019;NetPath;SPIKE_LC;CellCall;Cui2007;HPRD	HPRD:11006133;SPIKE:16713569;SPIKE:15358736;SPIKE_LC:11006133;SPIKE_LC:16713569;NetPath:11006133;SPIKE:11006133;SPIKE_LC:15358736	8
Q9Y219	P46531	JAG2	NOTCH1	True	True	True	True	True	False	KEGG-MEDICUS;SPIKE;Ramilowski2015_Baccin2019;SPIKE_LC;talklr;ICELLNET;CellTalkDB;CellChatDB;HPRD;HPRD_talklr;LRdb;UniProt_LRdb;Baccin2019;Cellinker;NetPath;Wang;HPMR_talklr;CellCall;Kirouac2010;ConnectomeDB2025;HPRD_LRdb;STRING_talklr;connectomeDB2020;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;SignaLink3;iTALK;HPMR_LRdb;SIGNOR;Ramilowski2015;DLRP_Cellinker;CellPhoneDB;DLRP_talklr;Guide2Pharma;Cui2007;CellPhoneDB_Cellinker	SPIKE:16713569;SignaLink3:11006133;CellChatDB:22353464;Cellinker:11006133;SignaLink3:10958687;ICELLNET:22503540;HPRD:11006133;connectomeDB2020:11006133;ICELLNET:21352254;SignaLink3:21071413;SPIKE_LC:16713569;Baccin2019:1100613311006130;ICELLNET:16921404;SIGNOR:9315665;CellTalkDB:22353464;ConnectomeDB2025:11006133;Cellinker:22353464;LRdb:11006133;SPIKE_LC:11006133;Guide2Pharma:9315665;SignaLink3:23331499;NetPath:11006133;SignaLink3:18988627;SPIKE:11006133	24
O00548	P46531	DLL1	NOTCH1	True	True	False	True	True	False	KEGG-MEDICUS;SPIKE;Ramilowski2015_Baccin2019;SPIKE_LC;talklr;ICELLNET;CellTalkDB;CellChatDB;HPRD;HPRD_talklr;LRdb;UniProt_LRdb;Baccin2019;Cellinker;NetPath;HPMR_talklr;CellCall;Kirouac2010;ConnectomeDB2025;HPRD_LRdb;STRING_talklr;connectomeDB2020;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;iTALK;HPMR_LRdb;SIGNOR;Ramilowski2015;DLRP_Cellinker;CellPhoneDB;DLRP_talklr;Wang;Cui2007;CellPhoneDB_Cellinker	SPIKE:17537801;Baccin2019:98194281;CellChatDB:22353464;Cellinker:11006133;HPRD:11006133;connectomeDB2020:11006133;ICELLNET:21685328;LRdb:9819428;Baccin2019:1006133;connectomeDB2020:9819428;CellTalkDB:22353464;Cellinker:9819428;ConnectomeDB2025:11006133;LRdb:11;Cellinker:22353464;SPIKE_LC:11006133;SPIKE_LC:17537801;NetPath:11006133;SIGNOR:16140393;SPIKE:11006133	20
P46531	O00548	NOTCH1	DLL1	True	True	True	False	False	False	SPIKE;Ramilowski2015_Baccin2019;Baccin2019;NetPath;SPIKE_LC;CellCall;SignaLink3;Wang;Cui2007;HPRD	HPRD:11006133;SPIKE:17537801;SPIKE_LC:11006133;SPIKE:15358736;SPIKE_LC:17537801;NetPath:11006133;Baccin2019:11006133;SignaLink3:21985982;SPIKE:11006133;SPIKE_LC:15358736	10
Q15475	Q8NES3	SIX1	LFNG	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE:14695375;SPIKE_LC:14695375	2
P16220	P22301	CREB1	IL10	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE:21084670;SPIKE_LC:21084670	2
P16220	P05231	CREB1	IL6	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE:21084670;SPIKE_LC:21084670	2
Q15475	P32243	SIX1	OTX2	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE:14695375;SPIKE_LC:14695375	2
Q15475	A6NHT5	SIX1	HMX3	True	True	True	True	True	True	SPIKE_LC;SPIKE	SPIKE:14695375;SPIKE_LC:12874121;SPIKE:12874121;SPIKE_LC:14695375	4
Q15475	P56178	SIX1	DLX5	True	False	True	True	False	True	SPIKE_LC;SPIKE	SPIKE:14695375;SPIKE_LC:14695375	2
Q15475	P32242	SIX1	OTX1	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE:14695375;SPIKE_LC:14695375	2
COMPLEX:O43741_P54619_P54646_Q13131_Q9UGI9_Q9UGJ0_Q9Y478	Q53ET0	PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3	CRTC2	True	False	True	True	False	True	SPIKE_LC;SPIKE;SIGNOR	SIGNOR:20577053;SPIKE:20864035;SPIKE_LC:20864035;SIGNOR:21892142	4
P16220	P14174	CREB1	MIF	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE:21084670;SPIKE_LC:21084670	2
Q06546	P10599	GABPA	TXN	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE:19114066;SPIKE_LC:19114066	2
Q96EB6	P42229	SIRT1	STAT5A	True	False	True	True	False	True	SignaLink3	SignaLink3:23980167	1
Q15475	Q9UI36	SIX1	DACH1	True	True	True	True	True	True	SPIKE_LC;SPIKE;HPRD	SPIKE:14695375;SPIKE_LC:14695375;HPRD:14628042;SPIKE:17035528;SPIKE_LC:17035528	5
Q15475	Q96NX9	SIX1	DACH2	True	False	True	True	False	True	SPIKE_LC;SPIKE	SPIKE:14695375;SPIKE_LC:14695375	2
P16220	P01375	CREB1	TNF	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE:21084670;SPIKE_LC:21084670	2
Q13402	Q96QU1	MYO7A	PCDH15	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE:16481439;SPIKE_LC:16481439	4
Q96QU1	Q13402	PCDH15	MYO7A	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE:16481439;SPIKE_LC:16481439	4
P16220	P35354	CREB1	PTGS2	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE:21084670;SPIKE_LC:21084670	2
Q06546	Q16881	GABPA	TXNRD1	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE:19114066;SPIKE_LC:19114066	2
P06493	P10244	CDK1	MYBL2	True	False	False	False	False	False	NetworKIN_KEA;KEA	KEA:17570479	1
P16220	Q9GZX7	CREB1	AICDA	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE:20864035;SPIKE_LC:20864035	2
P27361	Q06546	MAPK3	GABPA	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE:19114066;SPIKE_LC:19114066	2
P28482	Q06546	MAPK1	GABPA	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE:19114066;SPIKE_LC:19114066	2
P50607	P28482	TUB	MAPK1	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE:19114066;SPIKE_LC:19114066	2
P50607	P27361	TUB	MAPK3	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE:19114066;SPIKE_LC:19114066	2
Q75NE6	O43521	MIR17HG	BCL2L11	True	False	True	True	False	True	SPIKE_LC;SPIKE	SPIKE:20299512;SPIKE_LC:20299512	2
Q92786	Q99684	PROX1	GFI1	True	False	True	True	False	True	SPIKE_LC;SPIKE	SPIKE:18652815;SPIKE_LC:18652815	2
Q99684	P49918	GFI1	CDKN1C	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE:18652815;SPIKE_LC:18652815	2
Q14145	Q06546	KEAP1	GABPA	True	False	True	True	False	True	SPIKE_LC;SPIKE;Wang;BioGRID	BioGRID:19424503;SPIKE:19114066;BioGRID:34918396;SPIKE_LC:19114066	4
Q92786	Q92858	PROX1	ATOH1	True	False	True	True	False	True	SPIKE_LC;SPIKE	SPIKE:18652815;SPIKE_LC:18652815	2
P23771	O15520	GATA3	FGF10	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE_LC:16806848;SPIKE:16806848	2
Q9NZI8	Q9Y297	IGF2BP1	BTRC	True	True	False	True	True	False	SPIKE_LC;SPIKE;BioGRID	BioGRID:16778892;SPIKE:19106159;SPIKE_LC:19106159	3
P23760	Q96NX9	PAX3	DACH2	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE:14695375;SPIKE_LC:14695375	2
Q96NX9	P23760	DACH2	PAX3	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE:14695375;SPIKE_LC:14695375	2
O94916	P15121	NFAT5	AKR1B1	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE_LC:18056707;SPIKE_LC:15522988;SPIKE:15522988;SPIKE:18056707	4
Q12951	Q06710	FOXI1	PAX8	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE_LC:12702667;SPIKE:12702667	2
P11487	Q12951	FGF3	FOXI1	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE_LC:12702667;SPIKE:12702667	2
P16220	Q9BYV9	CREB1	BACH2	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE:20864035;SPIKE_LC:20864035	2
P09619	P16591	PDGFRB	FER	True	True	False	True	True	False	SignaLink3;Wang	SignaLink3:23589302	1
O94916	P48065	NFAT5	SLC6A12	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE_LC:15522988;SPIKE:15522988	2
P31749	O15111	AKT1	CHUK	True	True	False	True	True	False	SPIKE;PhosphoSite_ProtMapper;ProtMapper;HPRD_MIMP;SPIKE_LC;HPRD;ELM;HPRD_KEA;phosphoELM_MIMP;NetPath;Wang;PhosphoSite_MIMP;HPRD-phos;Reactome_ProtMapper;KEA;MIMP;NCI-PID_ProtMapper;hprd_ProtMapper;iPTMnet;PhosphoPoint;CancerCellMap;Kinexus_KEA;PhosphoSite_KEA;SIGNOR_ProtMapper;Lit-BM-17;SIGNOR;dbPTM;NetworKIN_KEA;BioGRID;Cui2007;InnateDB	SPIKE_LC:19442713;BioGRID:15800029;HPRD-phos:10485710;InnateDB:10485710;ProtMapper:19609947;Lit-BM-17:25241761;ProtMapper:10485710;KEA:17570479;Lit-BM-17:15710601;SPIKE:19442713;Lit-BM-17:15800029;ELM:10485710;CancerCellMap:10485710;Lit-BM-17:10485711;Lit-BM-17:10485710;KEA:18515365;KEA:12048203;SPIKE_LC:10485710;SIGNOR:19609947;dbPTM:10485710;dbPTM:19088076;BioGRID:15710601;NetPath:17660512;SPIKE:10485710;BioGRID:11278366;HPRD:10485710;Lit-BM-17:11278366;BioGRID:10485711;KEA:10485710	29
O94916	P53794	NFAT5	SLC5A3	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE_LC:15522988;SPIKE:15522988	2
O15111	P19838	CHUK	NFKB1	True	True	True	True	False	True	SPIKE;PhosphoSite_ProtMapper;ProtMapper;HPRD_MIMP;SPIKE_LC;HPRD;Macrophage;HPRD_KEA;phosphoELM_MIMP;IntAct;Sparser_ProtMapper;NetPath;PhosphoSite;PhosphoSite_MIMP;HPRD-phos;phosphoELM;KEA;MIMP;hprd_ProtMapper;HINT;iPTMnet;PhosphoPoint;CancerCellMap;REACH_ProtMapper;PhosphoSite_KEA;phosphoELM_KEA;SIGNOR_ProtMapper;SIGNOR;Wang;Cui2007;InnateDB	HPRD-phos:11158290;Macrophage:16382138;SPIKE_LC:12482991;phosphoELM:11158290;SPIKE:16713569;SPIKE_LC:19442713;Macrophage:15489227;Macrophage:15494311;ProtMapper:10469655;InnateDB:10469655;SIGNOR:11297557;IntAct:11297557;KEA:10469655;ProtMapper:11246025;SPIKE:14743216;HINT:11297557;SPIKE:19442713;CancerCellMap:12482991;SPIKE_LC:16713569;HINT:14743216;HINT:12482991;PhosphoSite:12482991;CancerCellMap:10469655;CancerCellMap:14743216;SPIKE:12482991;SIGNOR:10469655;ProtMapper:11976329;HINT:11976329;ProtMapper:27554194;HINT:35271311;KEA:12482991;KEA:11976329;phosphoELM:12482991;HPRD-phos:10469655;IntAct:12482991;KEA:11158290;phosphoELM:10469655;SPIKE_LC:14743216;NetPath:14743216;ProtMapper:11297557;HPRD:11976329	41
P27986	P31749	PIK3R1	AKT1	True	True	False	True	True	False	SPIKE;PhosphoSite_ProtMapper;ProtMapper;SPIKE_LC;NetPath;Wang;HPRD	NetPath:16799564;SPIKE_LC:19442713;SPIKE:19442713;HPRD:10527852	4
Q6P1J9	Q9UKF6	CDC73	CPSF3	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE_LC:19136632;SPIKE:19136632	2
P16220	Q00534	CREB1	CDK6	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE:20864035;SPIKE_LC:20864035	2
Q92797	Q05048	SYMPK	CSTF1	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE:10669729;SPIKE_LC:10669729	2
P06493	P31350	CDK1	RRM2	True	True	True	True	True	False	SPIKE;PhosphoSite_ProtMapper;ProtMapper;HPRD_MIMP;SPIKE_LC;HPRD;HPRD_KEA;phosphoELM_MIMP;Sparser_ProtMapper;PhosphoSite;PhosphoSite_MIMP;HPRD-phos;phosphoELM;KEA;MIMP;hprd_ProtMapper;iPTMnet;PhosphoPoint;PhosphoSite_KEA;phosphoELM_KEA;SIGNOR_ProtMapper;SIGNOR	KEA:9990288;HPRD-phos:19664995;KEA:16964243;HPRD-phos:19415658;HPRD-phos:19413330;SPIKE:9990288;HPRD:9990288;ProtMapper:19413330;ProtMapper:18669648;HPRD-phos:20058876;ProtMapper:19415658;ProtMapper:9990288;HPRD-phos:18767875;PhosphoSite:17693683;ProtMapper:22632967;ProtMapper:35021095;ProtMapper:17924679;ProtMapper:20058876;SIGNOR:22632967;phosphoELM:9990288;HPRD-phos:9990288;HPRD-phos:18669648;SPIKE_LC:9990288;HPRD-phos:17924679;SIGNOR:9990288;ProtMapper:19664995;ProtMapper:18767875	27
Q13315	P33992	ATM	MCM5	True	False	False	False	False	False	SPIKE_LC;SPIKE	SPIKE:20068231;SPIKE_LC:17525332;SPIKE_LC:20068231;SPIKE:17525332	4
Q13315	Q14566	ATM	MCM6	True	False	False	False	False	False	SPIKE_LC;SPIKE	SPIKE:20068231;SPIKE_LC:17525332;SPIKE_LC:20068231;SPIKE:17525332	4
P42574	Q9UKV3	CASP3	ACIN1	True	True	False	True	True	False	SPIKE;ProtMapper;SPIKE_LC;REACH_ProtMapper;Wang;Cui2007;HPRD;SIGNOR	HPRD:10490026;SPIKE_LC:10490026;SPIKE:10490026;ProtMapper:21904669;SIGNOR:10490026	5
P38936	P06493	CDKN1A	CDK1	True	False	True	True	False	True	SPIKE;IntAct;ProtMapper;SPIKE_LC;RLIMS-P_ProtMapper;REACH_ProtMapper;Wang;Cui2007;HINT;Lit-BM-17;HPRD;SIGNOR	ProtMapper:33255251;SPIKE_LC:15077146;HINT:24218572;Lit-BM-17:26496610;HINT:23543736;ProtMapper:28239299;IntAct:24218572;HINT:26496610;Lit-BM-17:24218572;ProtMapper:12973835;SPIKE:15077146;HINT:30833792;Lit-BM-17:26186194;Lit-BM-17:17679094;Lit-BM-17:23602568;HINT:9467962;HINT:32707033;SIGNOR:15340381;HINT:33961781;IntAct:23543736;Lit-BM-17:21308745;HPRD:9467962;ProtMapper:24391984	23
P04637	O43663	TP53	PRC1	True	False	True	True	False	True	SPIKE_LC;SPIKE;Wang	SPIKE:15531928;SPIKE_LC:15531928	2
P04637	P18847	TP53	ATF3	True	True	False	True	True	False	SPIKE;SPIKE_LC;Wang;HINT;Lit-BM-17;HPRD	Lit-BM-17:11792711;HINT:15933712;SPIKE_LC:16713569;HINT:31796886;Lit-BM-17:15933712;SPIKE_LC:16169070;SPIKE:18431400;HINT:24554706;HPRD:11792711;SPIKE_LC:18431400;Lit-BM-17:16169070;HINT:11792711	12
P18847	P04637	ATF3	TP53	True	False	True	False	False	False	SPIKE;SPIKE_LC;HINT;Lit-BM-17;HPRD	Lit-BM-17:11792711;HINT:15933712;SPIKE:15933712;SPIKE_LC:16713569;HINT:31796886;Lit-BM-17:15933712;SPIKE_LC:16169070;SPIKE_LC:15933712;HINT:24554706;HPRD:11792711;Lit-BM-17:16169070;HINT:11792711	12
Q13315	Q15554	ATM	TERF2	True	True	False	True	True	False	SPIKE_LC;DIP;Wang;SPIKE	SPIKE_LC:17525332;DIP:15314656;SPIKE_LC:16223874;SPIKE:16223874	4
Q15554	Q13315	TERF2	ATM	True	False	True	False	False	False	DIP;SIGNOR;Wang	DIP:15314656;SIGNOR:18680434	2
P04198	Q14566	MYCN	MCM6	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE_LC:17826980;SPIKE:17826980	2
Q00987	Q7LG56	MDM2	RRM2B	True	False	True	True	False	True	SPIKE_LC;SPIKE	SPIKE_LC:19015526;SPIKE:19015526	2
Q13535	P23025	ATR	XPA	True	True	False	True	True	False	SPIKE;PhosphoSite_ProtMapper;ProtMapper;HPRD_MIMP;SPIKE_LC;HPRD;HPRD_KEA;phosphoELM_MIMP;Sparser_ProtMapper;PhosphoSite_MIMP;KEA;MIMP;hprd_ProtMapper;iPTMnet;PhosphoPoint;ACSN;RLIMS-P_ProtMapper;REACH_ProtMapper;PhosphoSite_KEA;SIGNOR_ProtMapper;SIGNOR	ProtMapper:25912875;ACSN:17582221;SPIKE:19586908;ProtMapper:24947324;ACSN:16540648;SPIKE_LC:19586908;KEA:16540648;ACSN:15459660;ProtMapper:23861882;ACSN:18677104;ProtMapper:29124689;ACSN:17116885;ACSN:17102137;HPRD:16540648;ACSN:19622404;ProtMapper:27247238;ACSN:15798197;ProtMapper:20451471;ACSN:11877377;ACSN:19282663;ProtMapper:34064641;ACSN:19004803;ProtMapper:23178497;ACSN:17296725;ACSN:19793801;SIGNOR:30327428;ACSN:17384638;ProtMapper:16540648;SIGNOR:23178497;SPIKE_LC:18594563;SPIKE:18594563;SIGNOR:16540648;ProtMapper:27827925;ProtMapper:30327428;ProtMapper:18790090	37
COMPLEX:P67870_P68400	P62805	CSNK2A1_CSNK2B	H4C9	True	False	True	True	False	True	SPIKE_LC;SPIKE	SPIKE:15823538;SPIKE_LC:15823538;SPIKE_LC:16135807;SPIKE:16135807	4
P04198	P33991	MYCN	MCM4	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE_LC:17826980;SPIKE:17826980	2
P04198	P33992	MYCN	MCM5	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE_LC:17826980;SPIKE:17826980	2
P04198	P49736	MYCN	MCM2	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE_LC:17826980;SPIKE:17826980	2
P04198	P25205	MYCN	MCM3	True	True	False	True	True	False	SPIKE_LC;SPIKE	SPIKE_LC:17826980;SPIKE:17826980	2
Q01094	Q9BXL8	E2F1	CDCA4	True	True	False	True	True	False	SPIKE_LC;SPIKE;ACSN	SPIKE:16984923;ACSN:16984923;SPIKE_LC:16984923	3
